,Unnamed: 0,age,y,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
38,24444,0,0,0.0113896447668745,0.0132454789134194,0.0,0.0,0.000680130957039,0.9999999997685904,0.1296977779703033,0.0,0.13,0.2064886802580985
39,39687,0,0,8.37302431055429e-05,0.5290205484947033,0.0,0.45,0.04215564774347,0.9999999983726262,0.7231732003670056,1.0,0.68,0.9072823633325438
40,25246,0,0,5.881555544695661e-06,0.012915564502258,0.0,0.0,0.0008396961116516,0.999999997734342,0.1712856793174542,0.0,0.1,0.5393654104356127
41,27357,0,0,1.342701440238905e-05,0.0203650807335944,0.0,0.0,0.0012758964075376,0.9999999905238504,0.2504148022825036,0.0,0.15,0.6487945852918532
42,595,0,0,3.4085132707801774e-08,0.0440719091481263,0.0,0.0,0.0022299183455721,0.9999991964609154,0.3031530607226211,0.0,0.05,0.3854308192771281
43,705,0,0,5.966137030934187e-08,0.0197038786677603,0.0,0.0,0.0008034013418475,0.9999996098148408,0.2602588088830078,0.0,0.05,0.3991129235349697
44,40343,0,0,0.9283936948397392,0.3916728793028414,0.0,0.32,0.0161732156348092,0.9999999999985114,0.7562834483687133,1.0,0.53,0.7816724612782183
45,28436,0,0,0.1162421437742276,0.0334486226969845,0.0,0.02,0.0029555590472128,0.9999999997438992,0.3025755592340111,0.0,0.12,0.7193360520465014
46,8115,0,0,3.5640481400748373e-13,0.0117876780956342,0.0,0.0,0.0005091976735597,0.9891469718793814,0.100134808736397,0.0,0.11,0.2335132948709621
47,38787,0,0,0.3256501687020799,0.8391244509487301,1.0,0.69,0.3075378631236842,0.9999999999956976,0.8842400186187169,0.0,0.56,0.9159605607615022
48,32137,0,0,0.0006255912181786,0.0409750162069363,0.0,0.01,0.0027639919244449,0.999999999778165,0.3181278149425826,0.0,0.07,0.867834898660667
49,21104,0,0,5.074023584768209e-06,0.0229138313618155,0.0,0.0,0.001313413503617,0.99999996837304,0.1979963715084829,0.0,0.04,0.4888207760198296
50,873,0,0,1.8631468946720069e-13,0.013645957490563,0.0,0.0,0.000449215254891,0.9952647170228546,0.1726306206803495,0.0,0.17,0.2378396496526669
51,28442,0,0,0.9963097952724234,0.1097095828550294,1.0,0.69,0.012711719847152,1.0,0.4948740166761985,1.0,0.55,0.9352199224409014
52,8303,0,0,2.250009202088009e-16,0.0103795109730354,0.0,0.0,0.0005966533092446,0.9988908560987516,0.1023871912392622,0.0,0.03,0.3570083392114259
53,5772,0,0,3.444104465659234e-10,0.0078348555703836,0.0,0.0,0.0002293317852076,0.9999690322662153,0.126859046143891,0.0,0.07,0.1434118071468233
54,39016,0,0,1.0,0.1264326122600094,1.0,0.18,0.0157509584657797,1.0,0.4646288222936252,0.0,0.17,0.8016239424885315
55,5223,0,0,2.521393982331045e-08,0.0124572483643306,0.0,0.0,0.0004441272965369,0.9999993781990724,0.1959467348758788,0.0,0.04,0.3214930250862194
56,15434,0,0,1.886575971985189e-11,0.0119686034613819,0.0,0.01,0.0006504567907144,0.9993480794983608,0.1260000063320051,0.0,0.1,0.2923749318818556
57,18780,0,0,3.728812197675367e-16,0.0044666022201736,0.0,0.01,0.0002126984604804,0.98595293254168,0.0637988456642664,0.0,0.11,0.1600871798768775
58,32172,0,0,1.0084313281956954e-05,0.0283071512997003,0.0,0.0,0.0017454880332857,0.999999990570494,0.2386277132741637,0.0,0.03,0.7758146430847755
59,34673,0,0,0.0301989549916577,0.0594363409924755,0.0,0.04,0.0049494348280994,0.9999999999976624,0.3333501862001316,0.0,0.13,0.8806648775137902
60,26281,0,0,8.190116149947248e-10,0.0729692473212847,0.0,0.14,0.0038098825815557,0.9999831230709504,0.3039879521701492,0.0,0.19,0.5508409681094627
61,30681,0,0,1.4658986622405754e-05,0.0557068318944136,0.0,0.03,0.0039874027660958,0.9999999928254688,0.327474142116515,0.0,0.08,0.8247031757704361
62,10513,0,0,8.905265090667914e-08,0.0688940117633038,0.0,0.0,0.005621042266915,0.9999984707441708,0.2693655952693465,0.0,0.05,0.6513352776117372
63,40822,0,1,1.0,0.780569324913302,1.0,0.9,0.4247736224612253,1.0,0.7221528756499863,1.0,0.81,0.8392406270620045
64,11530,0,0,9.32925441152035e-13,0.0218224081469169,0.0,0.01,0.0010990535563891,0.9927445850132276,0.1315645437519176,0.0,0.04,0.3121080663474857
65,15352,0,0,1.1455007003903686e-10,0.0232919649433807,0.0,0.0,0.0014079910406396,0.9988787930599156,0.2097708477033596,0.0,0.04,0.5318799839254672
66,21415,0,0,7.527145837173537e-06,0.0266430422950458,0.0,0.0,0.0017732746294802,0.9999999653837228,0.1757357429013338,0.0,0.04,0.4410246299653308
67,15302,0,0,3.6267034135028127e-06,0.1797639492007575,0.0,0.22,0.0215035497538078,0.9999999193265868,0.4927738504344411,0.0,0.37,0.7718529056235652
68,32158,0,0,0.0018592629005066,0.0800064972650444,0.0,0.01,0.0058756623116173,0.9999999998829948,0.3708062659165632,0.0,0.09,0.8685783280566628
69,22912,0,0,7.74862676280185e-09,0.0378689951124614,0.0,0.0,0.0020566566875589,0.9999966382167484,0.2260426139795046,0.0,0.1,0.4279142972603733
70,11061,0,0,6.471305990273583e-27,0.0042348649053987,0.0,0.0,0.0002271926936057,0.0006175752966818,0.0508089311825846,0.0,0.03,0.1544571930594169
71,713,0,0,6.425150500957056e-08,0.0221510839135517,0.0,0.0,0.0009400965560645,0.9999996148064868,0.275046322898878,0.0,0.07,0.3937123308912232
72,28158,0,0,0.9992992799038268,0.0670925569595665,0.0,0.1,0.0087105256980208,0.999999999996362,0.3950346442641507,0.0,0.07,0.9048218025163952
73,5914,0,0,3.1195918868799433e-09,0.025781307484069,0.0,0.01,0.0011573853081714,0.9999979611425864,0.2468407658206562,0.0,0.06,0.3002887478124241
74,19687,0,0,5.437561698998156e-10,0.0101393647154554,0.0,0.01,0.0005235855668864,0.9999896339701236,0.1235320767772808,0.0,0.09,0.2878322949133425
75,25288,0,0,0.0215931217357634,0.0360172266144334,0.0,0.0,0.002289885645138,0.9999999998607264,0.2374408159681279,0.0,0.16,0.3900097283571651
76,1134,0,0,6.175222400908388e-10,0.0086249263823677,0.0,0.0,0.0002982333292115,0.9999795727543012,0.1432869385063629,0.0,0.04,0.1951437785357093
77,3573,0,0,4.962646934815846e-09,0.0107442797191671,0.0,0.02,0.0003819772219068,0.9999991011041364,0.1644818106795296,0.0,0.16,0.2903120029244798
78,19053,0,0,2.903875175715497e-09,0.016847693630025,0.0,0.0,0.0009778192094148,0.9999925182992476,0.161622471537483,0.0,0.06,0.4333628328643439
79,29997,0,0,0.3433640587032796,0.3012524759638537,0.0,0.36,0.0467611239754809,0.9999999999987031,0.6677963149677872,0.0,0.26,0.9586468938996056
80,25877,0,0,0.0104386314384644,0.0383004188222199,0.0,0.02,0.0024859183929919,0.9999999998224638,0.2743886888177763,0.0,0.25,0.4924404831961962
81,24140,0,0,0.0483908337458103,0.0315472340248089,0.0,0.0,0.0019443301026458,0.9999999999162376,0.235376836844625,0.0,0.15,0.3566846095763031
82,7558,0,0,0.0001965729797417,0.5806325680201149,1.0,0.69,0.0865281017129483,0.9999999999743848,0.8588386919722887,1.0,0.71,0.6567748211502269
83,21323,0,0,5.054496042175452e-11,0.0096431906663477,0.0,0.0,0.0004835446604486,0.999941514362846,0.1076977127354635,0.0,0.1,0.2072152117205666
84,38278,0,0,1.0,0.5225251827719374,1.0,0.34,0.4450625216277237,1.0,0.6745803274296382,0.0,0.52,0.8991328849463346
85,10723,0,0,2.6065758744548352e-08,0.0121197336621307,0.0,0.0,0.0008625803920228,0.9999971367237273,0.1246729260749439,0.0,0.0,0.5409874746966639
86,19489,0,0,3.80345847702585e-07,0.028396285538184,0.0,0.01,0.0016745335366436,0.999999780063699,0.2255967419773564,0.0,0.06,0.5994326909724437
87,16726,0,0,8.170909328110708e-10,0.0214204469486769,0.0,0.01,0.0016734525351159,0.999949487902668,0.1873355002077903,0.0,0.08,0.4656700862254017
88,17654,0,0,2.0711667917176421e-07,0.0177025293468445,0.0,0.0,0.0010992592789384,0.99999985012709,0.1727907713248219,0.0,0.1,0.5034962658996853
89,24576,0,0,7.562768322811874e-07,0.0377844157484408,0.0,0.02,0.0021845692509257,0.9999998482983984,0.260600102674821,0.0,0.1833333333333333,0.5000525145675985
90,11279,0,0,1.3969138394560906e-12,0.0342773478396445,0.0,0.04,0.0017481816260566,0.995378106210126,0.1502149867961563,0.0,0.09,0.4028003566629188
91,4506,0,0,3.2547128526149742e-09,0.0128078048498188,0.0,0.0,0.0005392826667434,0.9999987237625916,0.1977125198278376,0.0,0.04,0.3130355326244374
92,14378,0,0,5.453823714885867e-07,0.0130502023940544,0.0,0.0,0.0009841011081035,0.9999997207384972,0.1384600080254658,1.0,0.08,0.5102608556591738
93,20385,0,0,3.2914494120746147e-06,0.0146458432625898,0.0,0.0,0.0010657395283634,0.9999999346433468,0.1611874782784417,0.0,0.05,0.485985869731087
94,15209,0,1,5.914238797409323e-07,0.1342553719874468,0.0,0.3,0.0116418311498915,0.999999449533578,0.3320145970553565,0.0,0.35,0.5209894314134634
95,38379,0,0,1.0,0.1950889305220444,0.0,0.15,0.0198904733161369,1.0,0.6081814022795365,0.0,0.21,0.8889363567391262
96,38089,0,1,1.0,0.5866191718685497,1.0,0.62,0.3593157109877626,1.0,0.6558808074965716,1.0,0.6,0.8285232537426889
97,32503,0,0,0.000202538152274,0.6642736621186826,0.0,0.31,0.1797425229877702,0.9999999999282316,0.8685558082813882,0.0,0.35,0.9555471499659562
98,12454,0,0,0.0003708193981129,0.0354504806578972,0.0,0.08,0.0028341010293772,0.9999999997892992,0.1737790401314347,0.0,0.06,0.4625304904891838
99,37488,1,0,0.9999999999999928,0.1066387703318657,1.0,0.15,0.0243172128973689,1.0,0.4153885679482721,1.0,0.35,0.8199270953800791
100,29957,0,0,0.9985373418267276,0.8829628190306502,1.0,0.54,0.5606601478143631,1.0,0.9564561333886236,1.0,0.71,0.9839714857948964
101,19347,0,0,3.907910240391395e-05,0.0135778577090799,0.0,0.0,0.0012312018634391,0.9999918315958726,0.1437871246604764,0.0,0.08,0.4167818615732194
102,36250,0,1,0.8412024109870146,0.1004389137729118,0.0,0.07,0.0104424629147537,0.9999999999988524,0.4911175085479106,0.0,0.11,0.763855831337985
103,21389,0,0,1.6559571646155737e-05,0.0250337790452176,0.0,0.0,0.0015703102065822,0.9999999845429192,0.1884180211365502,0.0,0.06,0.4464743853890937
104,14328,0,0,5.874717277000838e-07,0.0554500569851182,0.0,0.01,0.0034091557286063,0.999999526184736,0.21294117968156,0.0,0.08,0.3751413057622495
105,3943,0,0,2.4653204663278115e-12,0.0071908650390172,0.0,0.04,0.0001929221876111,0.9997549659872934,0.1214424181630042,0.0,0.06,0.1174464444538339
106,17594,0,0,1.4598865011485276e-08,0.0113347297234423,0.0,0.01,0.0007110444868222,0.9999992080944802,0.111204036882743,0.0,0.06,0.3612579044690606
107,24950,0,0,1.4881849556835905e-07,0.0132057378582308,0.0,0.0,0.0007757119617937,0.9999995338852784,0.1661347966367174,1.0,0.1,0.4647954397250079
108,17487,0,0,3.238199650510508e-07,0.0748515918044085,0.0,0.04,0.0057343578776266,0.9999991538894468,0.2946944074019433,0.0,0.19,0.5217090275119444
109,40484,0,1,1.0,0.904892924262389,1.0,0.95,0.7576485579229111,1.0,0.8399742425796215,1.0,1.0,0.9172131610952104
110,6534,0,0,1.6038806882944552e-29,0.0026326899058946,0.0,0.0,8.3750894069417e-05,0.0004799990088768,0.0600516681888825,0.0,0.05,0.0587768681522365
111,6897,0,0,4.6018642756357496e-08,0.0166088131225891,0.0,0.0,0.0005556736213683,0.9999996282432144,0.2102280405448751,0.0,0.05,0.3830165194081981
112,2096,0,0,6.426593040766898e-05,0.0722962212590672,0.0,0.02,0.0040509914833047,0.9999999995913136,0.3772785072465002,1.0,0.15,0.4702636586272894
113,25175,0,0,1.7420672237232503e-06,0.0301008537432477,0.0,0.01,0.0021800318303122,0.9999999342190784,0.2637600865559419,0.0,0.13,0.6051242814264579
114,1415,0,0,5.955525487267014e-10,0.01647362038951,0.0,0.0,0.0006441224760758,0.9999583559000844,0.1958456351998443,0.0,0.05,0.3191306633986736
115,22555,0,0,7.492302909586799e-06,0.0226191066852386,0.0,0.01,0.0014632418517918,0.9999999702170704,0.2224447348834932,0.0,0.03,0.5270687258706109
116,17033,0,0,1.906769487668216e-07,0.0312020423371926,0.0,0.0,0.0026349325852302,0.9999985338803886,0.2150321962662087,0.0,0.08,0.6986726017792102
117,8268,0,0,5.220040742852904e-09,0.0479914748542658,0.0,0.0,0.0032097428585899,0.999987967831022,0.216986456737609,0.0,0.07,0.5390385557240551
118,27419,0,1,0.2389253243139635,0.0964708528772696,0.0,0.06,0.0128574602953627,0.9999999868887244,0.3857790251006862,1.0,0.16,0.7604843382200542
119,36549,1,0,0.0004629430154254,0.1652621096457266,0.0,0.11,0.0234648449081159,0.9999999986904058,0.6035793631774408,0.0,0.27,0.9391038243799464
120,9631,0,0,3.045334764763866e-08,0.0282466751051207,0.0,0.0,0.001565745794039,0.9999970224778058,0.1411795848944227,0.0,0.05,0.425693223882111
121,14649,0,0,2.0141360762831118e-06,0.0272485400668604,0.0,0.0,0.0019891106662676,0.9999998874115682,0.1852689254269208,0.0,0.04,0.5221451173439929
122,36467,0,1,4.331240796999803e-05,0.1367210322686058,1.0,0.28,0.0209325275113239,0.9999999974091942,0.5700045223838464,0.0,0.36,0.9455435702360931
123,27032,0,0,6.532625509115592e-06,0.0257973820989539,0.0,0.0,0.0017004718361557,0.999999989015537,0.2607471101229899,0.0,0.12,0.6051261408573751
124,6032,0,0,1.983191950504657e-08,0.0213801182671438,0.0,0.01,0.0008180296609121,0.9999992011583984,0.2434362333288872,0.0,0.08,0.3849881741107015
125,278,0,0,2.362923811631893e-09,0.0074308891779973,0.0,0.0,0.0001999919232403,0.9999939287884116,0.0954565355909682,0.0,0.05,0.1017965983469289
126,19066,0,0,2.871047988624742e-06,0.0214109213819584,0.0,0.0,0.0015801722524544,0.9999999337326444,0.2031215253388155,0.0,0.07,0.5367126657642977
127,31711,0,1,0.0001118115596394,0.6237574416802317,1.0,0.62,0.1195444822307429,0.9999999994015312,0.7550552803157156,1.0,0.66,0.8780879350274086
128,31656,0,0,2.9301460171488703e-05,0.0488219712922386,0.0,0.0,0.0029031133836216,0.9999999958798292,0.2489307968155392,0.0,0.07,0.7508466710793368
129,7486,0,1,0.0001690920802516,0.6542516288281989,0.0,0.67,0.1225022865450554,0.999999999983416,0.9106916825500652,1.0,0.77,0.7791308722938982
130,23882,0,0,4.4314216151003406e-09,0.0120836206179223,0.0,0.0,0.0006931385800145,0.9999939457845264,0.1445298623076521,0.0,0.07,0.3360245805100775
131,29714,0,0,0.0046797328071577,0.0928658053547475,0.0,0.1,0.0076811003130998,0.9999999999744382,0.4300424357146014,0.0,0.19,0.9353428230704258
132,32039,0,0,0.0010758884278661,0.0972856218317061,0.0,0.02,0.0079041444971847,0.9999999998335872,0.3787352544391217,1.0,0.13,0.8668722246503914
133,31829,0,1,0.047436449405759,0.6723397140507629,0.0,0.5,0.177229189208451,0.9999999999811244,0.7799401554723697,1.0,0.6,0.9429265037163556
134,5813,0,0,2.3871154794862126e-10,0.0160915471249395,0.0,0.0,0.0004994698545125,0.9999492558112146,0.1941046637983347,0.0,0.11,0.2193892319280937
135,14029,0,0,0.0240568902291905,0.6855670322740893,0.0,0.54,0.2311990603858511,0.9999999999913634,0.8803761448088884,0.0,0.5,0.9084130335000364
136,11164,0,0,4.3749585754328174e-14,0.0122077464981402,0.0,0.01,0.0005799238501249,0.9126716886067764,0.1027592907083741,1.0,0.04,0.3887770418010974
137,39872,0,0,1.0,0.7321572838459304,1.0,0.91,0.4841756195392221,1.0,0.7331786979451376,1.0,0.89,0.8485358383496939
138,4966,0,0,6.751839168052764e-11,0.011056196723573,0.0,0.01,0.0003896900485318,0.9999555626774784,0.1896459779492828,0.0,0.04,0.2374423286914677
139,17596,0,0,1.3095638071986672e-14,0.0068770964355459,0.0,0.0,0.0003321014927856,0.9994456385297038,0.0899166641204742,0.0,0.23,0.1985003702438777
140,34646,0,0,1.3946739093707915e-06,0.0637967105828953,0.0,0.05,0.0048301407290326,0.9999999408559416,0.355997076971668,0.0,0.16,0.8732308849376302
141,39979,0,1,0.1394694749062647,0.8384510180304324,0.0,0.67,0.2668624405211333,0.9999999999678356,0.8848570501871242,1.0,0.56,0.9440618202241308
142,28770,0,0,0.1800399947486637,0.068584778458944,0.0,0.03,0.0059031467697806,0.9999999999986712,0.4602547849843412,0.0,0.11,0.9216832422908682
143,21320,0,0,1.6811297928071035e-10,0.0129216166706823,0.0,0.06,0.0007359206169244,0.9998791472306642,0.1423012601894537,0.0,0.1,0.3756951680994662
144,29342,0,0,0.0912907561476211,0.0552376457911029,0.0,0.01,0.0041656044020704,0.99999999999525,0.4184319115476136,0.0,0.09,0.7514147338479286
145,31395,1,0,0.9999957349451418,0.0556295553258403,0.0,0.01,0.0056746163173262,1.0,0.2885354844189837,0.0,0.12,0.6393623514619716
146,30439,0,1,8.115871366649629e-08,0.1093601025139677,0.0,0.41,0.0082975150252948,0.999999743165085,0.36009470087929,1.0,0.25,0.8761551669681823
147,6053,0,0,2.2494107430614126e-14,0.007795974224141,0.0,0.0,0.0002183290368262,0.9721398261733576,0.1333790040181031,0.0,0.06,0.1446659610605827
148,12992,0,0,9.115869849181621e-08,0.0337355896757892,0.0,0.01,0.0026866640252253,0.999998414557548,0.2380652286212305,0.0,0.07,0.6064440178952378
149,9222,0,0,1.0986246230995481e-07,0.0246595789300155,0.0,0.0,0.0013680755783259,0.9999991244545005,0.1545640890523031,1.0,0.02,0.4848375926374882
150,11683,0,0,3.4114878671117e-11,0.0173945670619139,0.0,0.0,0.0009002343830709,0.9994638910684674,0.10696142071739,0.0,0.03,0.3361703107409903
151,13233,0,0,1.455309880629538e-06,0.0218774287379697,0.0,0.0,0.0017058815768581,0.999999864637671,0.1945649646670906,0.0,0.05,0.6137848956043167
152,11352,0,0,4.035211463741419e-09,0.04035622171935,0.0,0.0,0.002548360816314,0.9999828886945747,0.1893950754992713,0.0,0.06,0.6228124751611802
153,32898,0,0,4.2498134158045413e-08,0.0559119249018287,0.0,0.06,0.003258206536844,0.9999998245507176,0.2439797687472679,0.0,0.11,0.6555644087760751
154,20266,0,0,1.9170239489079406e-06,0.0127478458418296,0.0,0.0,0.0008278310892139,0.9999999027055444,0.1364031903392812,0.0,0.07,0.379249048647591
155,34123,0,0,1.1084076466924444e-06,0.1407388157498809,1.0,0.17,0.0123728431649934,0.9999999318896388,0.4580328012713077,1.0,0.28,0.8740178488422927
156,10609,0,0,2.8743892878844647e-12,0.0134309985212046,0.0,0.0,0.000713528305763,0.9974189794726884,0.1162665601536224,0.0,0.04,0.377619230563974
157,40722,0,1,1.0,0.5859692834017756,0.0,0.59,0.0345572932236654,1.0,0.810564041255969,1.0,0.66,0.9259437512273916
158,16341,0,0,0.0004434375227652,0.7362806068867047,0.0,0.5,0.2782201146646672,0.999999999984574,0.9216363790643152,1.0,0.54,0.9284739782756072
159,3001,0,0,5.215706292952269e-12,0.0181862329881973,0.0,0.01,0.0006435231225207,0.999674508963839,0.2220034335109412,0.0,0.07,0.2468885304109493
160,4236,0,0,4.238331614817786e-08,0.0181863281598614,0.0,0.0,0.000750729877755,0.9999993860621113,0.2298620712461956,0.0,0.07,0.3440146538021629
161,25861,0,0,2.1198488769958e-05,0.0347180548429731,0.0,0.0,0.0025278628504118,0.9999999922239322,0.3077543114335884,0.0,0.12,0.6656971914843917
162,7788,0,0,3.8497936968742086e-11,0.0124931436861271,0.0,0.0,0.0007066740829758,0.9999211092328276,0.0986852322710584,0.0,0.04,0.3269696928795796
163,34530,0,0,0.009182653770114,0.0651405057203473,0.0,0.01,0.0052011171893341,0.9999999999631122,0.3903337094349873,1.0,0.12,0.8979812631826182
164,33263,0,0,0.9999995795615706,0.0410589161304036,0.0,0.19,0.0042928318289076,1.0,0.2284797039258846,0.0,0.18,0.7000467819370321
165,31632,0,0,3.3246432200983505e-05,0.4072287493120142,0.0,0.26,0.0554735693752144,0.9999999979720116,0.6437434404975864,1.0,0.38,0.9028565436941032
166,10964,0,0,4.47119740690712e-06,0.0545176022292882,0.0,0.04,0.0045566770990575,0.9999999869868432,0.2236383074736791,0.0,0.08,0.6330449520260848
167,17478,0,0,3.7874869738532233e-06,0.0738517608828119,0.0,0.01,0.0057685269882528,0.9999999270412614,0.3091469251181435,0.0,0.08,0.6430042350604497
168,24429,0,0,8.153720104911603e-06,0.0180104906504018,0.0,0.0,0.0009205648806827,0.9999999865602548,0.2059569123182213,0.0,0.11,0.5030018467113669
169,35829,0,1,0.4743191077810854,0.0839343479224177,1.0,0.19,0.0065650630338503,0.9999999999954844,0.3268822274476571,0.0,0.16,0.7298618270905218
170,12892,0,0,3.021887289648451e-11,0.0175364204833082,0.0,0.0,0.0010438762474319,0.999522002024632,0.1562111700635073,0.0,0.06,0.3358976498570245
171,30084,0,0,0.999024304234014,0.1117839247839064,0.0,0.26,0.0192671214227713,0.999999999996362,0.5132124965532279,0.0,0.13,0.9298380667029784
172,29797,0,0,0.9967026905981275,0.2334593145441858,0.0,0.15,0.0293254807200366,0.9999999999999716,0.6296519285198156,1.0,0.33,0.8650663745300908
