,race,sex,race-sex,income-per-year,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
2573,White,Male,White-Male,0,2.632825808471795e-10,0.045070146304070045,0.0,0.0,0.0007860370424655418,1.6627824139452146e-20,0.044486641159025016,0.0,0.01,9.154503599780499e-05
11335,White,Male,White-Male,1,1.0,0.9582744955830642,1.0,0.99,0.9999999998932612,0.9999999999984226,0.48040782584797187,0.0,0.5266666666666666,0.0013214315791360393
20501,White,Male,White-Male,1,0.9082849320173533,0.47538256557073844,0.0,0.32,0.4775535977570306,0.9999999935514907,0.39181312556761955,0.0,0.42,0.00727439130091912
18908,White,Male,White-Male,0,5.717640071065079e-09,0.031796194920671796,0.0,0.01,0.00127769193378671,1.827594488107028e-10,0.06473212490937275,0.0,0.04,0.0004867824025323822
4454,White,Male,White-Male,0,0.10119079550214012,0.21988557562661937,0.0,0.004285714285714285,0.213767106388282,0.9979739066965474,0.20204296597343624,0.0,0.0195,0.0019085567896280264
25114,White,Male,White-Male,0,0.31956182200082117,0.41278988250750387,1.0,0.32,0.2782578861968309,0.9999993085442941,0.29941412930542355,0.0,0.26,0.0030189585107129224
1921,White,Male,White-Male,1,0.9951507143802393,0.5884186931587286,1.0,0.81,0.47822378752490907,0.9999991853513187,0.4419190484161201,0.0,0.16,0.005922963713412076
1703,White,Male,White-Male,0,0.00029881256655219147,0.10656569318265321,0.0,0.2,0.05123175627226599,0.004819343320204769,0.08563640031134817,0.0,0.08,0.0012201120931150376
6307,White,Female,White-Female,0,0.004855106214009124,0.06942370395706791,0.0,0.03,0.14056352285908016,0.0011076921227925758,0.10271307529277697,0.0,0.07,0.0016996129179104264
14675,White,Female,White-Female,0,1.3781425398415874e-10,0.02132484760619439,0.0,0.0,0.0006931336126523697,3.3705951503425836e-20,0.01456201779855017,0.0,0.0,6.160461432607225e-05
8995,Asian-Pac-Islander,Male,Asian-Pac-Islander-Male,0,0.0009160589776368144,0.09260235293961912,0.0,0.17,0.07949738378794416,7.438769591817695e-06,0.13277874626993125,0.0,0.18,0.001854448811201756
11179,White,Female,White-Female,0,9.454894807084885e-06,0.08830938856250725,0.0,0.02,0.01695589862797072,0.0001332214309889886,0.10283855689707737,0.0,0.02,0.0006647395485039604
21291,Black,Female,Black-Female,0,4.717255115733899e-06,0.04398200431435257,0.0,0.1,0.024707990149476406,9.522512583546037e-11,0.03189128185283316,0.0,0.09,0.0009223978095274618
23799,White,Female,White-Female,0,0.00011807800966288147,0.1189948788121087,0.0,0.11,0.03794951956763733,7.058877655823307e-10,0.09104903449466469,0.0,0.05,0.0011139602522631793
3064,White,Female,White-Female,0,7.428856537971817e-06,0.05349177475862415,0.0,0.03416666666666667,0.018064042165184962,1.696864392567772e-08,0.05052701662685304,0.0,0.03,0.00048068003070245445
3585,White,Male,White-Male,0,1.7622857284208087e-06,0.01634116906464854,0.0,0.0,0.011612032690830717,0.009188264214992383,0.017324598940031306,0.0,0.0,0.00029339680402722356
3292,White,Female,White-Female,0,6.081707679337197e-05,0.02654705786185673,0.0,0.0,0.02101070304456455,0.41167372780729966,0.027664096196171984,0.0,0.0,0.000528569569110413
25759,Black,Male,Black-Male,0,0.003846923354100101,0.32623611514353745,0.0,0.06,0.03473323474622883,0.00026434526864259426,0.5975764684403115,0.0,0.14,0.0022504486879471354
11604,White,Male,White-Male,1,0.9792008247518296,0.7310522240402465,0.0,0.1,0.48797905541843417,0.9999999981384207,0.49793280918719,0.0,0.19666666666666666,0.011103115531033788
25904,White,Male,White-Male,0,0.9833973127652701,0.5948594118753138,0.0,0.64,0.4258826117239082,0.9999998923333409,0.45546200107838475,0.0,0.254,0.006309629869299946
21735,White,Female,White-Female,0,0.007265792794768299,0.12667383015416345,0.0,0.0,0.05637601214795673,0.9950247444736793,0.0910449037605167,0.0,0.01,0.00130937805886689
7885,White,Male,White-Male,0,0.7206958608901651,0.6084908356397856,0.0,0.04333333333333333,0.775520612930213,0.9999983465993862,0.3896845605748609,0.0,0.13,0.022899219020970286
12851,White,Male,White-Male,0,0.03749326058516954,0.41213253076154915,0.0,0.4425,0.13039410996613857,0.3817568642712141,0.3232862249838258,0.0,0.31,0.00188546316645565
5689,White,Female,White-Female,0,9.889981910470339e-11,0.037958569825631436,0.0,0.0,0.0005114755674942721,7.672417182942511e-21,0.028326676696389733,0.0,0.0,5.7994885043798605e-05
8915,White,Male,White-Male,1,0.9999981699161853,0.7852178434810966,1.0,0.69,0.9864400851302287,0.9999999426843277,0.48456354683567116,0.0,0.365,0.04032687312225985
9613,White,Male,White-Male,0,9.056788140217196e-07,0.047035197838705974,0.0,0.02,0.001654183918647922,1.8816551020381143e-08,0.06137621595623787,0.0,0.04,0.00018987261588915914
6108,White,Male,White-Male,1,0.985165050523783,0.6484083042904979,0.3333333333333333,0.2917045454545454,0.5620859070116249,0.9999999126496031,0.4347976984278185,1.0,0.16415873015873014,0.00942443210628948
12759,Asian-Pac-Islander,Female,Asian-Pac-Islander-Female,0,9.47664267612733e-06,0.10817728418289467,0.0,0.17,0.02285507737251215,1.2143230422592047e-10,0.06508723858942937,0.0,0.03,0.0007515112766119731
16538,White,Female,White-Female,0,0.0004607905406084018,0.13203701055250538,1.0,0.1325,0.05240043667766031,2.0571733750599346e-13,0.1262303313371148,0.0,0.15,0.000895739831143866
21368,White,Male,White-Male,0,0.9939155878536671,0.6220260377414807,0.5,0.5706666666666667,0.7035191892689275,0.9999999538979065,0.45614730396800135,0.0,0.2235,0.011467186859228923
6605,White,Male,White-Male,0,0.22647921822832098,0.4175356979376716,0.0,0.25,0.3580319959415254,0.4658189229972459,0.292667640098543,1.0,0.249,0.003511148262055577
10921,White,Female,White-Female,0,0.5162196839317768,0.23646863581374372,0.0,0.35350000000000004,0.28508962845625174,0.46392324136867197,0.3512027815700103,1.0,0.41,0.004774015777109908
14255,White,Male,White-Male,0,0.24648688163266189,0.2820101811745516,0.0,0.04666666666666666,0.1935359553091893,0.999977613998074,0.18581162686613784,0.0,0.3082142857142857,0.0028040240029456663
24157,White,Female,White-Female,0,0.00019972873129073224,0.038032508710603936,0.0,0.0,0.06096672198085945,0.9488041132149122,0.07175627595484256,0.0,0.0,0.0007705179941497798
16223,White,Male,White-Male,1,0.003013762955053268,0.24093007366854488,0.0,0.355,0.1254463717451894,2.5037533694319106e-07,0.14359561654083064,0.0,0.204,0.0014529312202727325
11644,White,Female,White-Female,0,0.9999162529509159,0.5897361272071866,1.0,0.64,0.946717336828418,0.9999999923381893,0.3655830989442982,1.0,0.55,0.045405573776327736
12060,White,Female,White-Female,0,1.8018456847763012e-07,0.0838276273411339,0.0,0.11,0.010364129520972345,2.5471529497639224e-16,0.07731904774262027,0.0,0.01,0.00018819625618271107
1986,White,Male,White-Male,1,0.9999999999995457,0.8315165883899633,1.0,0.996,0.9999379795756616,0.9999995899690207,0.39183691579818875,0.0,0.19,0.025009098138801023
8033,Black,Female,Black-Female,1,1.0,0.8115900551932616,1.0,0.79,0.999992872069515,0.9999999993584332,0.4666095028776599,1.0,0.26,0.0010578248769739617
7799,White,Male,White-Male,0,2.6517140547257433e-05,0.027173979642702756,0.0,0.0,0.0306431628284134,0.7896785167074875,0.032046011014883406,0.0,0.02,0.0004300409592129913
16388,White,Male,White-Male,1,0.9999999997957101,0.8953979815634643,1.0,0.99,0.8785079306693131,0.99999999997695,0.5304040545986598,0.0,0.79,0.011585096964001578
1685,White,Female,White-Female,0,0.2853527238978709,0.17831490938753317,0.0,0.05,0.16125011746669266,0.999966606615844,0.17133448192953823,0.0,0.01,0.0027520588282569244
951,White,Male,White-Male,0,0.00011959429974523282,0.20417289716574163,0.0,0.0,0.000436604028816957,2.7544342504055847e-19,0.04124359807859,0.0,0.0,0.00010678438323038623
11714,White,Male,White-Male,1,0.9999999999999964,0.6065589388461535,1.0,0.82,0.9999619864296658,0.9999988884475033,0.3854734731214685,0.0,0.45,0.0009959289502559027
19215,White,Female,White-Female,0,2.456229010581852e-06,0.044749715650703084,0.0,0.02,0.02019343548023604,5.136037114444676e-14,0.10871488554816934,0.0,0.01,0.0006143842048450973
682,White,Female,White-Female,1,1.0,0.766792005055007,1.0,0.99,0.9999999984705525,0.9999999999822293,0.1640116938236935,1.0,0.48,0.0007699273329706077
21243,White,Male,White-Male,1,0.999324169504171,0.6179304766997451,1.0,0.88,0.6568483870352169,0.9999997473467451,0.45973759426387373,1.0,0.53,0.01257119088734073
877,Black,Female,Black-Female,0,1.3758887802903659e-08,0.03376598945364254,0.0,0.0,0.007084700136831822,3.0172203418270843e-21,0.07255092672209157,0.0,0.06,0.0002626184876078673
1714,Asian-Pac-Islander,Male,Asian-Pac-Islander-Male,1,0.8101667562023865,0.39403191368987905,0.5,0.545,0.35776433000143176,0.999999988847499,0.26229077402456435,1.0,0.24666666666666665,0.006949188018122984
9684,White,Male,White-Male,0,5.5965143944321e-08,0.06723147329155767,0.0,0.01,0.0030295963512447332,1.714098139989436e-12,0.12298383236336405,0.0,0.0,0.00023688090293463366
1896,White,Male,White-Male,0,7.069331059846037e-10,0.024283430085218983,0.0,0.0,0.0008221178141455007,8.372611056157508e-20,0.016525267741083656,0.0,0.0,6.773440978549624e-05
3890,Black,Male,Black-Male,0,0.9939281128664796,0.11672232980134577,0.0,0.03,0.0044962651273616925,0.9561071048401756,0.03156001732782258,0.0,0.03,0.0005635082434335547
23911,White,Male,White-Male,0,0.4081212433426599,0.20459052172127676,0.0,0.47,0.27534013536772883,0.9999859760382155,0.13907670039055614,0.0,0.37,0.0042399673071682725
16294,White,Female,White-Female,0,0.00010723986681875007,0.11179393137809997,0.0,0.01,0.010802701379041877,1.506477193295084e-07,0.11582387370730238,0.0,0.03,0.0007063866164197873
22620,White,Male,White-Male,1,0.9995785761051397,0.5679611692167281,1.0,0.49,0.7577708546501974,0.9999998585424124,0.37024928534247586,1.0,0.29,0.003301849823715971
24200,White,Male,White-Male,0,0.999910556186632,0.6404656927683481,0.6666666666666666,0.4705,0.7028260893714896,0.999999778921175,0.5048913894499314,0.0,0.3271428571428572,0.050715414986963
3693,White,Male,White-Male,0,0.9999999818384923,0.833144032745959,1.0,0.67,0.9947439416213977,0.9999998084611305,0.5864376752104208,1.0,0.32,0.04734932137495492
5514,Asian-Pac-Islander,Male,Asian-Pac-Islander-Male,0,0.0015406562653897218,0.4004870621448937,0.0,0.11,0.038974431917468376,0.169825217068312,0.4447912510106097,1.0,0.16,0.004814839245315935
19763,White,Male,White-Male,1,0.9004338748259839,0.4875881691500558,1.0,0.145,0.4742103394147735,0.9999999768765735,0.38535429077097466,0.0,0.2725,0.005585779399070759
9452,White,Female,White-Female,0,0.00011198419999967992,0.05717275449013124,0.0,0.01,0.045874828797762654,0.0031857753168246772,0.07401097542234895,0.0,0.07,0.0008006056450275393
24509,White,Male,White-Male,0,0.9737471165352537,0.6705982915967046,0.0,0.14,0.4627172427206717,0.9999998462600008,0.4315436561490472,1.0,0.11,0.009174484431734322
12073,White,Male,White-Male,0,1.4830272399770183e-06,0.02861176903900647,0.0,0.0,0.008455948022223703,0.03309312821774372,0.034916890163436756,0.0,0.0,0.0006561876357341955
5987,White,Female,White-Female,0,6.477795076889572e-05,0.02564648473344629,0.0,0.0,0.003957507205195292,0.1380876723006622,0.02143628269287285,0.0,0.0,0.0004894003020502626
1620,White,Female,White-Female,1,1.0,0.9970535434635266,1.0,0.92,1.0,0.9999999999934843,0.3079244593781883,0.0,0.28,0.001350233430414052
22906,White,Male,White-Male,0,0.9588813769827369,0.7060396018351449,0.0,0.20600000000000002,0.32385520908656956,0.9999996944498446,0.4844428088438251,0.0,0.09733333333333333,0.004907330664608292
28104,White,Male,White-Male,0,1.1882107961260783e-09,0.03016711622068803,0.0,0.0,0.0011562481809480663,5.6988254819897255e-21,0.026819629350691612,0.0,0.0,0.00012077400604132173
1831,White,Male,White-Male,0,0.29571069027965136,0.2689430203421519,0.0,0.24833333333333332,0.22111192413807035,0.9999818281214363,0.1866149572872763,0.0,0.45,0.002834534034122118
1190,White,Male,White-Male,0,0.995884002651674,0.5573137677768059,0.0,0.17,0.1236705267735066,0.9999503093749902,0.32712447660606925,0.0,0.09,0.010207396623499228
12725,White,Male,White-Male,0,0.1834104202884469,0.30908868084990265,0.125,0.14136569394657625,0.17262549821949424,0.9999733072432296,0.19596935282117217,0.0,0.4708070601569054,0.002599953536045025
20367,White,Male,White-Male,1,0.9901355025602034,0.6524772825384206,1.0,0.9148636363636364,0.6557515914945531,0.9999999319324667,0.45286150323220187,0.0,0.27416666666666667,0.011163673346859231
3132,Black,Female,Black-Female,0,3.717259246015746e-06,0.026600030626930622,0.0,0.03,0.014891640266137459,0.0013855319025267278,0.025932100649208863,0.0,0.08,0.00034052627388131483
27595,White,Male,White-Male,0,0.990108390792227,0.5793905348833978,0.0,0.31,0.5290333840262907,0.999999907983242,0.436591474606939,0.0,0.24,0.006657792039278245
4175,White,Female,White-Female,0,0.0007694560294675524,0.051361910995945545,0.0,0.004,0.08404918263100328,0.827103032976279,0.04243606413737927,0.0,0.0,0.0010927798589072317
6000,White,Female,White-Female,0,5.2665938199478005e-06,0.017957549092718898,0.0,0.0,0.009691576462460381,0.014401868124591783,0.018679416746581325,0.0,0.0,0.0003170668697996269
27163,White,Male,White-Male,0,0.7240332487207883,0.45414267625334276,1.0,0.585,0.21831894536412705,0.9999975712876014,0.28901712121728085,1.0,0.37,0.004283467554861048
11447,Black,Male,Black-Male,1,0.9998054733955789,0.6524924361902427,1.0,0.99,0.7420445253999939,0.9999999998992948,0.4293963596789825,1.0,0.5033333333333334,0.01969293018833105
21944,White,Male,White-Male,0,1.2126554615552178e-07,0.05112955050932078,0.0,0.0,0.004722332511851576,1.1755972807941488e-12,0.03767739283211634,0.0,0.0,0.00020870017716239899
15730,White,Male,White-Male,1,1.0,0.854194362874702,1.0,0.89,0.9999999991638067,0.9999999890433885,0.2833987382996961,1.0,0.45,0.0008352399176902923
9521,White,Male,White-Male,0,0.5687676106821951,0.46731008661750134,0.0,0.15,0.28573624608582315,0.9999886384598298,0.2856898507851004,0.0,0.04,0.00510435230617691
14244,White,Male,White-Male,0,9.455887348182317e-07,0.0256426644696845,0.0,0.07,0.007688815937897297,6.688861899693565e-12,0.01810176586406357,0.0,0.15,0.00039841867162934214
22341,White,Male,White-Male,0,0.01797188717778634,0.3386048593487939,0.0,0.01,0.12585913863119597,0.0010780405064096234,0.28089625959561737,1.0,0.11,0.0022961801294910608
23092,White,Male,White-Male,0,0.9584872531825862,0.5059632152228969,1.0,0.9054285714285715,0.5674854892260275,0.9999994478151241,0.3842861812262079,1.0,0.37,0.007575389120430275
7711,White,Male,White-Male,1,0.9999994828398057,0.8581349977618296,1.0,0.65,0.9942198392337412,0.999999982927733,0.5590570784955492,0.0,0.2841666666666667,0.06272037279031295
4508,White,Male,White-Male,0,1.4616795698636492e-05,0.03993475900278847,0.0,0.01,0.016859213448227068,0.17387872100863422,0.03890827568208812,0.0,0.01,0.0004159987891132833
10836,Other,Male,Other-Male,0,2.7012519020326205e-11,0.04193293091859403,0.0,0.0,0.00027970912024483845,3.075568137775406e-25,0.04441338464058835,0.0,0.0,4.1369405404199756e-05
7561,White,Male,White-Male,0,7.185000755140636e-09,0.032109883274582474,0.0,0.0,0.002526630894255128,5.4573078143315594e-14,0.023568797559560484,0.0,0.0,0.00014559992204369235
26508,White,Male,White-Male,0,5.341129209581202e-09,0.019883865051339107,0.0,0.0,0.00370920320585067,5.510052521746832e-19,0.02321151491304037,0.0,0.0,0.00010093508675565136
432,White,Male,White-Male,0,0.3281176921841339,0.37520200793030295,0.0,0.002857142857142857,0.2920698891316671,0.999967565089713,0.2670061564324721,0.0,0.076,0.003115956439925766
1683,White,Female,White-Female,0,0.00019705490595980867,0.03190920149692037,0.0,0.012,0.07260061755664461,8.441168995728908e-05,0.05191863409185174,0.0,0.0,0.0008229957525610634
17038,White,Male,White-Male,0,0.016688236422535013,0.34960114011953763,0.0,0.1638095238095238,0.12352032201515488,0.021785262194378128,0.2971181955112347,0.0,0.18,0.0021880000813920397
1072,White,Female,White-Female,1,0.9999999988091357,0.7136538933814083,1.0,0.9,0.785175335145966,0.9999999991584829,0.36361107671740467,1.0,0.745,0.015567400721631009
19061,White,Male,White-Male,1,0.20903941531778772,0.4121352169702764,0.0,0.0,0.18432288842820355,0.99998243438299,0.2463402573481043,0.0,0.06,0.0036556043084858313
10727,White,Male,White-Male,1,0.8746678927612457,0.3066888849966023,1.0,0.64,0.4569696515591786,0.9999990008623758,0.2398060497205466,1.0,0.17,0.0059882982093689835
17906,White,Female,White-Female,0,1.6276090040062172e-06,0.02413271479516416,0.0,0.0,0.009977182598975964,5.378680025011697e-05,0.021785686329699544,0.0,0.0,0.00033236698767401236
11697,Black,Male,Black-Male,0,0.08817983557979553,0.33278353130647537,0.0,0.002857142857142857,0.11742355802636131,0.9998799516323097,0.1985148329876038,0.0,0.14,0.0022638506291683272
5421,White,Male,White-Male,0,0.011045937189924393,0.18731306601409986,0.0,0.13,0.20753964802694688,0.03153185075025434,0.15574515242506193,1.0,0.41,0.001476797965576865
16761,White,Male,White-Male,0,0.002073579491973631,0.08184545245297888,1.0,0.28,0.05291703157009092,0.9222938028561947,0.060570094865825354,0.0,0.05,0.0010079444911204472
20570,White,Male,White-Male,0,0.001190393435306469,0.38600708827100716,0.0,0.0,0.052532064427056914,0.9853189702814226,0.2729843420719289,1.0,0.11166666666666668,0.001918249150363854
26120,White,Male,White-Male,0,0.8553322432165306,0.334707643024423,1.0,0.7929999999999999,0.46683696500132493,0.9999990051667257,0.28026401337382634,1.0,0.33166666666666667,0.00490731039941252
9920,White,Male,White-Male,1,0.31353990798180736,0.37907173210053263,0.0,0.01,0.28097029270864865,0.999961423035829,0.2659699220485831,0.0,0.07,0.00308242663029964
20912,White,Female,White-Female,1,0.9999999965958573,0.7979945826144978,1.0,0.97,0.8114500032911492,0.9999999976049594,0.41042482442805334,1.0,0.5,0.014596813464258356
3603,White,Male,White-Male,1,0.0018525030723111537,0.04879861698408593,0.0,0.05,0.10141619314525516,0.9263154397495041,0.08320571530153661,0.0,0.09,0.0013838884487252382
22734,White,Male,White-Male,1,1.0,0.9953849541805435,1.0,1.0,0.9999999999946416,0.9999999999999929,0.7794984199446887,0.0,0.635,0.0026130981810263488
5270,White,Male,White-Male,0,0.2145089704307338,0.38725107264994785,0.0,0.36249999999999993,0.18773672430997923,0.9999373537640839,0.25033064893271395,0.0,0.12,0.0032180955760003293
16234,White,Male,White-Male,0,0.2876723681484087,0.3924324776384088,0.0,0.20985714285714288,0.22221147410225986,0.9999844949539727,0.24683268910449646,0.0,0.05814285714285714,0.0036754215780201026
4134,Asian-Pac-Islander,Male,Asian-Pac-Islander-Male,0,0.019311524844257466,0.4819696486188781,0.0,0.415,0.12329153160315054,1.6873524833113088e-06,0.3326526963894359,1.0,0.18,0.001975505299100403
12395,White,Male,White-Male,1,0.016249055482061653,0.04950718305785088,0.0,0.38,0.24565658093448098,0.9879999413886793,0.05170081346148653,0.5,0.14,0.0020130924067018946
223,White,Male,White-Male,1,0.990918120000583,0.6216915291683092,0.5,0.49066666666666664,0.62831663724119,0.9999999382511452,0.4374049978740141,0.0,0.326,0.009629236704961283
27600,White,Female,White-Female,0,0.0003049468777573094,0.015603632147772467,0.0,0.07,0.07804051966497605,0.737007358213615,0.02791153316658347,0.0,0.02,0.0006196288437272978
1524,White,Male,White-Male,0,0.9999998493599402,0.694020689368637,0.0,0.10266666666666666,0.17780966331362066,0.9999989995028815,0.29999190356727956,0.0,0.09666666666666666,0.002765007744149496
14661,White,Male,White-Male,0,9.265143777204322e-07,0.0398338543283232,0.0,0.06,0.010657482890304963,3.6130127476822773e-16,0.13287090603796392,0.0,0.02,0.0005896665012171883
845,White,Male,White-Male,0,0.6594815278180783,0.3876643896857406,0.0,0.09,0.19747250746258505,0.9999988394980034,0.44383910399256177,0.0,0.42,0.003937424064170922
24132,White,Male,White-Male,0,0.4181421424091502,0.10535725633238661,1.0,0.345,0.43130488543513906,0.9844115753291538,0.08721788388984773,0.0,0.16976190476190475,0.0011674490753593632
21491,White,Male,White-Male,0,0.04278813213433479,0.43188767132470096,0.0,0.09,0.10580950444810865,0.0008252921695982021,0.4348922485178077,0.0,0.155,0.002566216371661355
9926,White,Male,White-Male,0,2.5319168876512575e-09,0.011949776680202756,0.0,0.01,0.0027084700094741738,6.373845797608165e-19,0.011127106226800592,0.0,0.0,9.414382700735247e-05
21651,White,Female,White-Female,0,0.00018935295693584152,0.05140427509063474,0.0,0.08,0.03637846596936931,2.8010670296000593e-09,0.06568691646739287,0.0,0.09,0.0005054570388916841
22650,White,Female,White-Female,0,7.914597031563426e-07,0.03517839347554754,0.0,0.0,0.018850698574349997,1.511876083147138e-10,0.03509988282722952,0.0,0.01,0.0002942490156010586
7258,White,Male,White-Male,1,0.9999968309169736,0.5716553113374734,1.0,0.62,0.4038337742206329,0.9999842340221752,0.1864531981489032,1.0,0.1177142857142857,0.003673392827601824
23433,White,Female,White-Female,1,0.9999999999394582,0.183070862959726,1.0,0.84,0.2046504145530352,0.9728553245639464,0.03628522930673931,0.0,0.225,0.0006639184997118036
683,White,Male,White-Male,0,8.260908836239239e-07,0.03862067783169319,0.0,0.0,0.01099496510001588,2.4286150928998603e-12,0.025978348476064884,0.0,0.0,0.0003629080276703715
27382,White,Male,White-Male,1,0.7886236967830839,0.3258951733116857,1.0,0.81,0.5956284311898061,0.9999964907002309,0.27308595373929745,1.0,0.30433333333333334,0.005445094444329508
27610,White,Female,White-Female,0,4.898621722963311e-05,0.03282096199604356,0.0,0.0,0.05735468627559492,0.12695596555299116,0.052712251496014474,0.0,0.0,0.0007519697828475726
27390,White,Male,White-Male,0,0.031533403374477145,0.3124702468708947,0.1111111111111111,0.1060026501276501,0.10794031931935025,0.992868941328366,0.1928047627900706,0.0,0.21,0.0016941535291399986
7331,White,Male,White-Male,0,1.4333450588968914e-05,0.04802479436424587,0.0,0.01,0.023547473984642433,0.001903625543659661,0.05340983483584536,0.0,0.01,0.0005758026025976512
24979,White,Female,White-Female,1,0.061733282915017694,0.2247262555689133,1.0,0.17,0.1127349218167235,0.9499178958163339,0.18150143454769951,1.0,0.1,0.002611326840639034
