,race,sex,race-sex,income-per-year,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
14255,White,Male,White-Male,0,0.24648688163266189,0.2820101811745516,0.0,0.0045000000000000005,0.2374408499421942,0.08006356237136492,0.12643389446409883,0.0,0.12,0.3304802745875039
24157,White,Female,White-Female,0,0.00019972873129073224,0.038032508710603936,0.0,0.0,0.09541224481387539,0.02773814796132436,0.05256908066724857,0.0,0.0225,0.08643633513549771
16223,White,Male,White-Male,1,0.003013762955053268,0.24093007366854488,0.0,0.3,0.150784745441929,0.022626472644323978,0.135840737064051,1.0,0.27,0.17857858662677942
11644,White,Female,White-Female,0,0.9999162529509159,0.5897361272071866,1.0,0.65,0.8398988524135202,0.6591659533547648,0.2327123962193173,1.0,0.71,0.34936283982648836
12060,White,Female,White-Female,0,1.8018456847763012e-07,0.0838276273411339,0.0,0.15,0.029137948949234767,3.6254304040203837e-05,0.06205340034823667,0.0,0.15,0.08683334373354472
1986,White,Male,White-Male,1,0.9999999999995457,0.8315165883899633,1.0,0.9946428571428573,0.9975648272693821,0.5642143447761091,0.17173560505593585,1.0,0.7025,0.34936283982648836
8033,Black,Female,Black-Female,1,1.0,0.8115900551932616,1.0,0.71,0.9993935375479607,0.9317736716113553,0.1885061148493412,1.0,0.66,0.34936283982648836
7799,White,Male,White-Male,0,2.6517140547257433e-05,0.027173979642702756,0.0,0.015,0.03361002573205405,0.003560415413563079,0.04512897231635539,0.0,0.01,0.03359278444694086
16388,White,Male,White-Male,1,0.9999999997957101,0.8953979815634643,1.0,0.99,0.9927408430521908,0.9999950090243184,0.4397766365757251,1.0,0.68,0.35079766972790905
1685,White,Female,White-Female,0,0.2853527238978709,0.17831490938753317,0.0,0.03,0.21885402549190155,0.8636285404015971,0.1411794000369973,0.0,0.02,0.13338773251861077
951,White,Male,White-Male,0,0.00011959429974523282,0.20417289716574163,0.0,0.0,0.038986374783954045,0.000703760065247809,0.10271114739633899,0.0,0.01,0.018271488866693643
11714,White,Male,White-Male,1,0.9999999999999964,0.6065589388461535,1.0,0.74,0.9983969844389657,0.2647753240741038,0.16562909645568274,0.0,0.43,0.34936283982648836
19215,White,Female,White-Female,0,2.456229010581852e-06,0.044749715650703084,0.0,0.01,0.028052502757903403,0.0004574457096913904,0.06440555714456643,0.0,0.12,0.031227150970071973
682,White,Female,White-Female,1,1.0,0.766792005055007,1.0,0.995,0.9999992467557017,0.9111602419809671,0.07522692304837143,1.0,0.52,0.34936283982648836
21243,White,Male,White-Male,1,0.999324169504171,0.6179304766997451,1.0,0.89,0.7192019177019353,0.983928030922964,0.32171891606301467,1.0,0.68,0.6261967944544687
877,Black,Female,Black-Female,0,1.3758887802903659e-08,0.03376598945364254,0.0,0.01,0.006647016136772333,9.439802697430088e-06,0.05827805566262497,0.0,0.0,0.011581984724616735
1714,Asian-Pac-Islander,Male,Asian-Pac-Islander-Male,1,0.8101667562023865,0.39403191368987905,0.5,0.7,0.3751001298204638,0.5549045284717652,0.19742045097534003,1.0,0.43,0.44403683519709597
9684,White,Male,White-Male,0,5.5965143944321e-08,0.06723147329155767,0.0,0.01,0.0033215607381312648,7.4393265177813375e-06,0.09537601563421035,0.0,0.02,0.01724029669884844
1896,White,Male,White-Male,0,7.069331059846037e-10,0.024283430085218983,0.0,0.0,0.0020080487306202467,3.2403653120419524e-07,0.03211866957214283,0.0,0.0,0.01029458847610692
3890,Black,Male,Black-Male,0,0.9939281128664796,0.11672232980134577,0.0,0.03,0.31363046457619287,0.7839997222763349,0.09073457038814231,0.0,0.05,0.05807178938885281
23911,White,Male,White-Male,0,0.4081212433426599,0.20459052172127676,0.0,0.41,0.29686635884772744,0.11401006783816721,0.12078317726634744,1.0,0.155,0.48320254269222807
16294,White,Female,White-Female,0,0.00010723986681875007,0.11179393137809997,0.0,0.02,0.08106928861405566,0.006334698172039313,0.10286693230174625,0.0,0.04,0.005636383982860018
22620,White,Male,White-Male,1,0.9995785761051397,0.5679611692167281,1.0,0.61,0.7663008000859699,0.9934867722059014,0.17938289247562303,0.0,0.585,0.691908415402307
24200,White,Male,White-Male,0,0.999910556186632,0.6404656927683481,0.6666666666666666,0.45966666666666667,0.3318622034375939,0.9323198950438552,0.1863740822426482,1.0,0.39,0.34936283982648836
3693,White,Male,White-Male,0,0.9999999818384923,0.833144032745959,1.0,0.67,0.9672471101232462,0.9103058052079245,0.31288184539792363,0.0,0.34,0.34936283982648836
5514,Asian-Pac-Islander,Male,Asian-Pac-Islander-Male,0,0.0015406562653897218,0.4004870621448937,0.0,0.07,0.08277952953482658,0.0005903680158842133,0.2500172400145648,0.0,0.12,0.09214308441603847
19763,White,Male,White-Male,1,0.9004338748259839,0.4875881691500558,1.0,0.084,0.5626570358950522,0.6606981351430883,0.1907459417502906,0.0,0.23,0.4820532203530654
9452,White,Female,White-Female,0,0.00011198419999967992,0.05717275449013124,0.0,0.021666666666666664,0.06111734266095817,0.010498460451791074,0.07086979866145296,0.0,0.01,0.0642776770783081
24509,White,Male,White-Male,0,0.9737471165352537,0.6705982915967046,0.0,0.18,0.5620660545203332,0.8868847980487066,0.29862133776512684,1.0,0.47,0.610748830248362
12073,White,Male,White-Male,0,1.4830272399770183e-06,0.02861176903900647,0.0,0.0,0.012913359028206155,6.407784315264256e-05,0.047256734453618165,0.0,0.01,0.01071415212584965
5987,White,Female,White-Female,0,6.477795076889572e-05,0.02564648473344629,0.0,0.0,0.0022352855949273657,0.003055918625428555,0.030518853022810672,0.0,0.037000000000000005,0.34936283982648836
1620,White,Female,White-Female,1,1.0,0.9970535434635266,1.0,0.95,0.9999999999999991,0.9999814663587644,0.1677745659909413,1.0,0.58,0.34936283982648836
22906,White,Male,White-Male,0,0.9588813769827369,0.7060396018351449,0.0,0.12,0.4178951031856123,0.7144818402174596,0.2695432190520569,0.0,0.53,0.4105736022566209
28104,White,Male,White-Male,0,1.1882107961260783e-09,0.03016711622068803,0.0,0.0,0.0025607954244580866,5.019731964807108e-07,0.04107505557509266,0.0,0.0,0.014942339363867796
1831,White,Male,White-Male,0,0.29571069027965136,0.2689430203421519,0.0,0.1225,0.25828738992510025,0.09581406076235188,0.12189822271515822,0.0,0.1575,0.3489622668596212
1190,White,Male,White-Male,0,0.995884002651674,0.5573137677768059,0.0,0.2,0.7353820160038015,0.264119144925403,0.294232351354389,0.0,0.06,0.19474230016034536
12725,White,Male,White-Male,0,0.1834104202884469,0.30908868084990265,0.125,0.13097976859741559,0.2249923229796141,0.06655512838461361,0.126735537670974,0.0,0.05,0.29918988658507545
20367,White,Male,White-Male,1,0.9901355025602034,0.6524772825384206,1.0,0.9194999999999999,0.705644043841626,0.9198880048501848,0.2664863205373734,1.0,0.7,0.6554811568995772
3132,Black,Female,Black-Female,0,3.717259246015746e-06,0.026600030626930622,0.0,0.04,0.019277698955039693,0.0004827613688293448,0.03314004814961179,0.0,0.02,0.02926796079449614
27595,White,Male,White-Male,0,0.990108390792227,0.5793905348833978,0.0,0.4,0.6619089622949718,0.8686452612693129,0.21927656885902155,1.0,0.44,0.5672973023302696
4175,White,Female,White-Female,0,0.0007694560294675524,0.051361910995945545,0.0,0.02142857142857143,0.09967871782481467,0.026110074376066918,0.05188970025072162,0.0,0.0,0.08702983202428818
6000,White,Female,White-Female,0,5.2665938199478005e-06,0.017957549092718898,0.0,0.01,0.014978064840460976,0.00017338429465208147,0.03426205869400372,0.0,0.0,0.028773091493856477
27163,White,Male,White-Male,0,0.7240332487207883,0.45414267625334276,1.0,0.6383333333333333,0.2667081849718663,0.2731357060208809,0.23289830197825487,1.0,0.21,0.37616061452760763
11447,Black,Male,Black-Male,1,0.9998054733955789,0.6524924361902427,1.0,0.9766666666666666,0.7743404975245802,0.997119056175535,0.3090433754335252,1.0,0.83,0.7725183831587386
21944,White,Male,White-Male,0,1.2126554615552178e-07,0.05112955050932078,0.0,0.0,0.007923325174381303,4.046398673975303e-05,0.05756285063516501,0.0,0.0,0.02776558438339643
15730,White,Male,White-Male,1,1.0,0.854194362874702,1.0,0.87,0.9999992915417856,0.5137570180957418,0.11496306953225542,0.0,0.52,0.34936283982648836
9521,White,Male,White-Male,0,0.5687676106821951,0.46731008661750134,0.0,0.06,0.3502259815056347,0.3765394061801271,0.19988256080096328,1.0,0.39,0.4313717334738482
14244,White,Male,White-Male,0,9.455887348182317e-07,0.0256426644696845,0.0,0.06,0.009508201308084219,5.6970346207009335e-05,0.05481101565248184,0.0,0.02,0.03714085148703842
22341,White,Male,White-Male,0,0.01797188717778634,0.3386048593487939,0.0,0.04,0.16877125069037047,0.009035451618147748,0.1525340639058172,0.0,0.15,0.25210013381277874
23092,White,Male,White-Male,0,0.9584872531825862,0.5059632152228969,1.0,0.9316666666666669,0.6432438869324326,0.8266300164105949,0.19466877763345994,0.0,0.6995,0.5473061048761176
7711,White,Male,White-Male,1,0.9999994828398057,0.8581349977618296,1.0,0.6191666666666666,0.9634269448769769,0.9426875778514386,0.2885403964400273,0.0,0.5125,0.34936283982648836
4508,White,Male,White-Male,0,1.4616795698636492e-05,0.03993475900278847,0.0,0.0,0.021905952729364124,0.00298561954502178,0.06201378321422523,0.0,0.0,0.026363882658659892
10836,Other,Male,Other-Male,0,2.7012519020326205e-11,0.04193293091859403,0.0,0.0,0.0022737421038072484,4.3859229074542816e-08,0.04641606616180255,0.0,0.0,0.02252058521969481
7561,White,Male,White-Male,0,7.185000755140636e-09,0.032109883274582474,0.0,0.0,0.004111591342370924,9.610187776307074e-06,0.0381867418791727,0.0,0.0,0.020414395521971117
26508,White,Male,White-Male,0,5.341129209581202e-09,0.019883865051339107,0.0,0.0,0.004801062716872654,1.4302581859916055e-06,0.027263795896404562,0.0,0.0,0.005428781949015938
432,White,Male,White-Male,0,0.3281176921841339,0.37520200793030295,0.0,0.027857142857142855,0.3370370809077955,0.08960443035832671,0.1490602360170419,1.0,0.18,0.37427866997871184
1683,White,Female,White-Female,0,0.00019705490595980867,0.03190920149692037,0.0,0.0125,0.08350289471382748,0.010609310527094422,0.03941620363304146,0.0,0.0225,0.07820549098196308
17038,White,Male,White-Male,0,0.016688236422535013,0.34960114011953763,0.0,0.16333333333333336,0.14533963356511287,0.0057949579652513605,0.17127469895106873,0.0,0.2534166666666667,0.1709500146075606
1072,White,Female,White-Female,1,0.9999999988091357,0.7136538933814083,1.0,0.91,0.9938925548160139,0.9999903205709318,0.3388834396033718,1.0,0.89,0.4885238553406812
19061,White,Male,White-Male,1,0.20903941531778772,0.4121352169702764,0.0,0.01375,0.2549699065635708,0.09220229771931551,0.16914525242168957,0.0,0.1,0.3496557116106403
10727,White,Male,White-Male,1,0.8746678927612457,0.3066888849966023,1.0,0.57,0.492570414054781,0.5284710278634048,0.15646695333403238,0.0,0.78,0.542327091606177
17906,White,Female,White-Female,0,1.6276090040062172e-06,0.02413271479516416,0.0,0.02,0.014711999908666699,0.00031342813836034795,0.0417130977203395,0.0,0.06,0.03130758516804294
11697,Black,Male,Black-Male,0,0.08817983557979553,0.33278353130647537,0.0,0.01,0.1717621339796088,0.023793254830808998,0.1424836815813577,0.0,0.013333333333333332,0.27235485085495315
5421,White,Male,White-Male,0,0.011045937189924393,0.18731306601409986,0.0,0.166,0.20391092198479543,0.014705322341078334,0.08383786776438916,0.0,0.085,0.29632640589059933
16761,White,Male,White-Male,0,0.002073579491973631,0.08184545245297888,1.0,0.28,0.06454410474736649,0.03173617174492723,0.0898686901098783,0.0,0.0,0.05998703233045011
20570,White,Male,White-Male,0,0.001190393435306469,0.38600708827100716,0.0,0.01,0.07483808883066108,0.0009818602882307888,0.1714760490153786,0.0,0.09,0.1764322711407224
26120,White,Male,White-Male,0,0.8553322432165306,0.334707643024423,1.0,0.7301428571428571,0.5422017046289067,0.5333795191584836,0.13918135035069085,1.0,0.69,0.4996308993077369
9920,White,Male,White-Male,1,0.31353990798180736,0.37907173210053263,0.0,0.011666666666666665,0.33037556026614867,0.08516997917617113,0.15166652055880253,1.0,0.17,0.37030266510028875
20912,White,Female,White-Female,1,0.9999999965958573,0.7979945826144978,1.0,0.94,0.9954858924433573,0.9999730777903726,0.4076830029815112,1.0,0.812,0.5532038891681312
3603,White,Male,White-Male,1,0.0018525030723111537,0.04879861698408593,0.0,0.06,0.1470977244786103,0.06353156577418097,0.0619919082619808,0.0,0.01,0.10575533515935716
22734,White,Male,White-Male,1,1.0,0.9953849541805435,1.0,1.0,0.9999999949966427,0.999975930897483,0.3818886993903713,1.0,0.838,0.34936283982648836
5270,White,Male,White-Male,0,0.2145089704307338,0.38725107264994785,0.0,0.2891666666666666,0.2492317355671215,0.05566122913080612,0.17643250708959612,0.0,0.215,0.368443335352182
16234,White,Male,White-Male,0,0.2876723681484087,0.3924324776384088,0.0,0.12459523809523809,0.2863401777888912,0.1117509042411895,0.16342605550270362,0.0,0.11,0.36300761933256437
4134,Asian-Pac-Islander,Male,Asian-Pac-Islander-Male,0,0.019311524844257466,0.4819696486188781,0.0,0.3,0.171560654408593,0.03437444929673078,0.2649292927134973,1.0,0.39,0.07175212062460555
12395,White,Male,White-Male,1,0.016249055482061653,0.04950718305785088,0.0,0.47,0.2373894891513975,0.13722947137718705,0.05846083363900786,0.0,0.11,0.14151067919139682
223,White,Male,White-Male,1,0.990918120000583,0.6216915291683092,0.5,0.5148333333333333,0.7032661236228438,0.9464567657933955,0.24998617305740448,1.0,0.6758333333333334,0.6580531373742855
27600,White,Female,White-Female,0,0.0003049468777573094,0.015603632147772467,0.0,0.05,0.07954246398414368,0.012245673759615218,0.02476890276454992,0.0,0.02,0.07358712561701147
1524,White,Male,White-Male,0,0.9999998493599402,0.694020689368637,0.0,0.18333333333333335,0.8977584588952143,0.9990025111747235,0.24740019357381657,0.0,0.4,0.21764792432713778
14661,White,Male,White-Male,0,9.265143777204322e-07,0.0398338543283232,0.0,0.06,0.02170979347562378,4.2211562840001215e-05,0.0653670677123951,0.0,0.05,0.05946678863893406
845,White,Male,White-Male,0,0.6594815278180783,0.3876643896857406,1.0,0.1,0.1961553537618077,0.30048829393262716,0.11698713357674531,0.0,0.2,0.4805322491675439
24132,White,Male,White-Male,0,0.4181421424091502,0.10535725633238661,1.0,0.47214285714285714,0.5110584742952954,0.8452981874816409,0.08199705101829236,0.0,0.21,0.21254970197041786
21491,White,Male,White-Male,0,0.04278813213433479,0.43188767132470096,0.0,0.11,0.16993365661397478,0.013491516355350676,0.19641856132305416,1.0,0.15,0.22553153125558204
9926,White,Male,White-Male,0,2.5319168876512575e-09,0.011949776680202756,0.0,0.0,0.0034236379633622595,1.953071442387542e-06,0.02124747710825975,0.0,0.0,0.00894424634999162
21651,White,Female,White-Female,0,0.00018935295693584152,0.05140427509063474,0.0,0.1,0.0718990148189592,0.009779112304203969,0.03894832763250529,0.0,0.09,0.06255270247692246
22650,White,Female,White-Female,0,7.914597031563426e-07,0.03517839347554754,0.0,0.0,0.020468813165335227,0.0005349488304204341,0.044425529717172736,0.0,0.47,0.027002809983881604
7258,White,Male,White-Male,1,0.9999968309169736,0.5716553113374734,1.0,0.645,0.965816207679575,0.9890203103720377,0.22942880204634214,0.0,0.25,0.2472951815052728
23433,White,Female,White-Female,1,0.9999999999394582,0.183070862959726,1.0,0.73,0.9879757620015758,0.9999996412054597,0.08856101932962211,1.0,0.49,0.2152784085884358
683,White,Male,White-Male,0,8.260908836239239e-07,0.03862067783169319,0.0,0.0,0.018354714052270755,0.00023856768445948542,0.04512097760724567,0.0,0.0,0.024806303869241524
27382,White,Male,White-Male,1,0.7886236967830839,0.3258951733116857,1.0,0.7533333333333334,0.6557311020777528,0.5934904030981982,0.1277363294022859,0.0,0.65,0.5806206957032186
27610,White,Female,White-Female,0,4.898621722963311e-05,0.03282096199604356,0.0,0.0,0.07114279947741946,0.009376283317817096,0.04625913373385703,0.0,0.0,0.08287970344225817
27390,White,Male,White-Male,0,0.031533403374477145,0.3124702468708947,0.1111111111111111,0.11033219558219554,0.1551575746962873,0.0217187895340518,0.13588122542853445,0.0,0.0,0.26730264546824134
7331,White,Male,White-Male,0,1.4333450588968914e-05,0.04802479436424587,0.0,0.0,0.03533315138195385,0.0011559278734588237,0.06661844091040878,0.0,0.0,0.0442184873252298
24979,White,Female,White-Female,1,0.061733282915017694,0.2247262555689133,1.0,0.27,0.16653008857879883,0.6184822827735524,0.19340749034135785,0.0,0.17,0.12153684755355403
468,White,Male,White-Male,0,0.9019435075833494,0.44465383191260904,1.0,0.8055,0.6114370760511874,0.6679939529038593,0.1760920282511086,0.0,0.52,0.5457239738724411
4180,White,Female,White-Female,0,8.702059164795494e-10,0.0247644080775694,0.0,0.0,0.0021780730431895418,8.228683950766236e-07,0.03866898323992136,0.0,0.0,0.007793008086764316
