,age,y,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
11530,adult,0,9.32925441152035e-13,0.02182240814691693,0.0,0.01,0.001099053556389183,0.9927445850132277,0.1315645437519176,0.0,0.04,0.3121080663474857
15352,adult,0,1.1455007003903686e-10,0.02329196494338078,0.0,0.0,0.0014079910406396671,0.9988787930599156,0.20977084770335963,0.0,0.04,0.5318799839254672
21415,adult,0,7.527145837173537e-06,0.026643042295045855,0.0,0.0,0.0017732746294802809,0.9999999653837227,0.1757357429013338,0.0,0.04,0.44102462996533087
15302,adult,0,3.6267034135028127e-06,0.1797639492007575,0.0,0.22,0.02150354975380781,0.9999999193265868,0.4927738504344411,0.0,0.37,0.7718529056235652
32158,adult,0,0.0018592629005066991,0.08000649726504443,0.0,0.01,0.005875662311617368,0.9999999998829949,0.3708062659165632,0.0,0.09,0.8685783280566628
22912,adult,0,7.74862676280185e-09,0.03786899511246147,0.0,0.0,0.0020566566875589924,0.9999966382167484,0.22604261397950462,0.0,0.1,0.4279142972603733
11061,adult,0,6.471305990273583e-27,0.004234864905398778,0.0,0.0,0.00022719269360573516,0.0006175752966818097,0.05080893118258467,0.0,0.03,0.1544571930594169
713,adult,0,6.425150500957056e-08,0.022151083913551743,0.0,0.0,0.0009400965560645964,0.9999996148064869,0.275046322898878,0.0,0.07,0.3937123308912232
28158,adult,0,0.9992992799038268,0.06709255695956658,0.0,0.1,0.008710525698020805,0.999999999996362,0.3950346442641507,0.0,0.07,0.9048218025163952
5914,adult,0,3.1195918868799433e-09,0.02578130748406901,0.0,0.01,0.001157385308171497,0.9999979611425865,0.24684076582065623,0.0,0.06,0.3002887478124241
19687,adult,0,5.437561698998156e-10,0.010139364715455458,0.0,0.01,0.0005235855668864146,0.9999896339701237,0.1235320767772808,0.0,0.09,0.2878322949133425
25288,adult,0,0.021593121735763453,0.03601722661443343,0.0,0.0,0.0022898856451380963,0.9999999998607265,0.2374408159681279,0.0,0.16,0.3900097283571651
1134,adult,0,6.175222400908389e-10,0.008624926382367745,0.0,0.0,0.000298233329211502,0.9999795727543012,0.14328693850636298,0.0,0.04,0.1951437785357093
3573,adult,0,4.962646934815846e-09,0.010744279719167124,0.0,0.02,0.0003819772219068381,0.9999991011041364,0.1644818106795296,0.0,0.16,0.29031200292447984
19053,adult,0,2.903875175715497e-09,0.016847693630025043,0.0,0.0,0.0009778192094148537,0.9999925182992475,0.16162247153748305,0.0,0.06,0.43336283286434396
29997,adult,0,0.3433640587032796,0.3012524759638537,0.0,0.36,0.046761123975480955,0.9999999999987033,0.6677963149677872,0.0,0.26,0.9586468938996057
25877,adult,0,0.010438631438464423,0.03830041882221998,0.0,0.02,0.002485918392991924,0.9999999998224638,0.2743886888177763,0.0,0.25,0.49244048319619627
24140,adult,0,0.048390833745810345,0.031547234024808905,0.0,0.0,0.0019443301026458395,0.9999999999162377,0.23537683684462507,0.0,0.15,0.35668460957630316
7558,adult,0,0.00019657297974178057,0.5806325680201149,1.0,0.69,0.0865281017129483,0.9999999999743849,0.8588386919722887,1.0,0.71,0.6567748211502269
21323,adult,0,5.0544960421754515e-11,0.009643190666347749,0.0,0.0,0.00048354466044866107,0.999941514362846,0.1076977127354635,0.0,0.1,0.20721521172056667
38278,adult,0,1.0,0.5225251827719374,1.0,0.34,0.4450625216277237,1.0,0.6745803274296382,0.0,0.52,0.8991328849463346
10723,adult,0,2.606575874454835e-08,0.01211973366213074,0.0,0.0,0.0008625803920228115,0.9999971367237273,0.12467292607494396,0.0,0.0,0.5409874746966639
19489,adult,0,3.8034584770258504e-07,0.028396285538184067,0.0,0.01,0.001674533536643669,0.999999780063699,0.2255967419773564,0.0,0.06,0.5994326909724437
16726,adult,0,8.170909328110708e-10,0.0214204469486769,0.0,0.01,0.0016734525351159925,0.9999494879026679,0.18733550020779038,0.0,0.08,0.46567008622540174
17654,adult,0,2.0711667917176421e-07,0.01770252934684452,0.0,0.0,0.0010992592789384184,0.99999985012709,0.1727907713248219,0.0,0.1,0.5034962658996853
24576,adult,0,7.562768322811874e-07,0.037784415748440846,0.0,0.02,0.0021845692509257024,0.9999998482983985,0.260600102674821,0.0,0.18333333333333332,0.5000525145675985
11279,adult,0,1.3969138394560906e-12,0.034277347839644506,0.0,0.04,0.001748181626056657,0.9953781062101261,0.15021498679615636,0.0,0.09,0.4028003566629188
4506,adult,0,3.2547128526149742e-09,0.012807804849818855,0.0,0.0,0.0005392826667434838,0.9999987237625917,0.19771251982783764,0.0,0.04,0.3130355326244374
14378,adult,0,5.453823714885867e-07,0.013050202394054404,0.0,0.0,0.0009841011081035923,0.9999997207384971,0.1384600080254658,1.0,0.08,0.5102608556591738
20385,adult,0,3.2914494120746147e-06,0.014645843262589843,0.0,0.0,0.0010657395283634864,0.9999999346433469,0.16118747827844176,0.0,0.05,0.485985869731087
15209,adult,1,5.914238797409323e-07,0.1342553719874468,0.0,0.3,0.011641831149891563,0.9999994495335779,0.3320145970553565,0.0,0.35,0.5209894314134634
38379,adult,0,1.0,0.19508893052204446,0.0,0.15,0.01989047331613696,1.0,0.6081814022795365,0.0,0.21,0.8889363567391262
38089,adult,1,1.0,0.5866191718685497,1.0,0.62,0.35931571098776266,1.0,0.6558808074965716,1.0,0.6,0.8285232537426889
32503,adult,0,0.00020253815227405905,0.6642736621186826,0.0,0.31,0.17974252298777021,0.9999999999282316,0.8685558082813882,0.0,0.35,0.9555471499659562
12454,adult,0,0.0003708193981129937,0.03545048065789727,0.0,0.08,0.0028341010293772683,0.9999999997892992,0.17377904013143475,0.0,0.06,0.4625304904891838
37488,youth,0,0.9999999999999929,0.10663877033186572,1.0,0.15,0.02431721289736891,1.0,0.4153885679482721,1.0,0.35,0.8199270953800791
29957,adult,0,0.9985373418267276,0.8829628190306502,1.0,0.54,0.5606601478143631,1.0,0.9564561333886237,1.0,0.71,0.9839714857948964
19347,adult,0,3.907910240391395e-05,0.01357785770907998,0.0,0.0,0.0012312018634391569,0.9999918315958726,0.14378712466047644,0.0,0.08,0.4167818615732194
36250,adult,1,0.8412024109870146,0.10043891377291185,0.0,0.07,0.010442462914753701,0.9999999999988525,0.49111750854791064,0.0,0.11,0.763855831337985
21389,adult,0,1.6559571646155737e-05,0.025033779045217697,0.0,0.0,0.0015703102065822644,0.9999999845429192,0.18841802113655023,0.0,0.06,0.44647438538909373
14328,adult,0,5.874717277000838e-07,0.055450056985118214,0.0,0.01,0.0034091557286063286,0.999999526184736,0.21294117968156004,0.0,0.08,0.3751413057622495
3943,adult,0,2.4653204663278115e-12,0.007190865039017254,0.0,0.04,0.0001929221876111311,0.9997549659872934,0.12144241816300425,0.0,0.06,0.11744644445383393
17594,adult,0,1.4598865011485276e-08,0.011334729723442396,0.0,0.01,0.0007110444868222833,0.9999992080944802,0.11120403688274307,0.0,0.06,0.36125790446906064
24950,adult,0,1.4881849556835905e-07,0.013205737858230801,0.0,0.0,0.0007757119617937955,0.9999995338852783,0.1661347966367174,1.0,0.1,0.4647954397250079
17487,adult,0,3.238199650510508e-07,0.07485159180440856,0.0,0.04,0.0057343578776266795,0.9999991538894468,0.2946944074019433,0.0,0.19,0.5217090275119444
40484,adult,1,1.0,0.904892924262389,1.0,0.95,0.7576485579229111,1.0,0.8399742425796215,1.0,1.0,0.9172131610952103
6534,adult,0,1.6038806882944552e-29,0.0026326899058946498,0.0,0.0,8.3750894069417e-05,0.00047999900887683383,0.06005166818888255,0.0,0.05,0.0587768681522365
6897,adult,0,4.6018642756357496e-08,0.016608813122589126,0.0,0.0,0.0005556736213683095,0.9999996282432144,0.21022804054487515,0.0,0.05,0.3830165194081981
2096,adult,0,6.426593040766898e-05,0.07229622125906728,0.0,0.02,0.004050991483304729,0.9999999995913136,0.37727850724650025,1.0,0.15,0.4702636586272894
25175,adult,0,1.7420672237232505e-06,0.030100853743247703,0.0,0.01,0.0021800318303122515,0.9999999342190783,0.26376008655594196,0.0,0.13,0.6051242814264579
1415,adult,0,5.955525487267015e-10,0.01647362038951004,0.0,0.0,0.0006441224760758171,0.9999583559000843,0.1958456351998443,0.0,0.05,0.3191306633986736
22555,adult,0,7.4923029095867995e-06,0.022619106685238692,0.0,0.01,0.0014632418517918843,0.9999999702170705,0.22244473488349328,0.0,0.03,0.5270687258706109
17033,adult,0,1.906769487668216e-07,0.031202042337192683,0.0,0.0,0.0026349325852302818,0.9999985338803886,0.21503219626620879,0.0,0.08,0.6986726017792102
8268,adult,0,5.220040742852904e-09,0.04799147485426586,0.0,0.0,0.003209742858589972,0.9999879678310221,0.21698645673760902,0.0,0.07,0.5390385557240551
27419,adult,1,0.23892532431396357,0.09647085287726961,0.0,0.06,0.01285746029536276,0.9999999868887245,0.38577902510068623,1.0,0.16,0.7604843382200542
36549,youth,0,0.0004629430154254472,0.16526210964572663,0.0,0.11,0.02346484490811596,0.9999999986904058,0.6035793631774408,0.0,0.27,0.9391038243799463
9631,adult,0,3.045334764763866e-08,0.028246675105120776,0.0,0.0,0.0015657457940390178,0.9999970224778058,0.14117958489442278,0.0,0.05,0.425693223882111
14649,adult,0,2.0141360762831114e-06,0.027248540066860456,0.0,0.0,0.0019891106662676627,0.9999998874115682,0.18526892542692086,0.0,0.04,0.5221451173439929
36467,adult,1,4.331240796999803e-05,0.1367210322686058,1.0,0.28,0.020932527511323903,0.9999999974091942,0.5700045223838464,0.0,0.36,0.9455435702360931
27032,adult,0,6.532625509115592e-06,0.02579738209895397,0.0,0.0,0.001700471836155765,0.999999989015537,0.26074711012298996,0.0,0.12,0.6051261408573751
6032,adult,0,1.983191950504657e-08,0.021380118267143897,0.0,0.01,0.0008180296609121234,0.9999992011583985,0.24343623332888728,0.0,0.08,0.3849881741107015
278,adult,0,2.3629238116318935e-09,0.007430889177997366,0.0,0.0,0.00019999192324031225,0.9999939287884116,0.09545653559096826,0.0,0.05,0.10179659834692896
19066,adult,0,2.871047988624742e-06,0.021410921381958454,0.0,0.0,0.0015801722524544347,0.9999999337326444,0.20312152533881558,0.0,0.07,0.5367126657642977
31711,adult,1,0.00011181155963948168,0.6237574416802317,1.0,0.62,0.1195444822307429,0.9999999994015312,0.7550552803157156,1.0,0.66,0.8780879350274086
31656,adult,0,2.9301460171488706e-05,0.04882197129223868,0.0,0.0,0.002903113383621664,0.9999999958798291,0.24893079681553923,0.0,0.07,0.7508466710793368
7486,adult,1,0.0001690920802516186,0.6542516288281989,0.0,0.67,0.1225022865450554,0.9999999999834159,0.9106916825500653,1.0,0.77,0.7791308722938982
23882,adult,0,4.43142161510034e-09,0.01208362061792234,0.0,0.0,0.0006931385800145617,0.9999939457845263,0.1445298623076521,0.0,0.07,0.3360245805100775
29714,adult,0,0.004679732807157737,0.0928658053547475,0.0,0.1,0.007681100313099846,0.9999999999744382,0.43004243571460143,0.0,0.19,0.9353428230704258
32039,adult,0,0.0010758884278661072,0.09728562183170619,0.0,0.02,0.007904144497184786,0.9999999998335873,0.3787352544391217,1.0,0.13,0.8668722246503914
31829,adult,1,0.04743644940575903,0.6723397140507629,0.0,0.5,0.17722918920845107,0.9999999999811244,0.7799401554723697,1.0,0.6,0.9429265037163557
5813,adult,0,2.3871154794862126e-10,0.01609154712493956,0.0,0.0,0.0004994698545125667,0.9999492558112146,0.19410466379833471,0.0,0.11,0.2193892319280937
14029,adult,0,0.024056890229190588,0.6855670322740893,0.0,0.54,0.2311990603858511,0.9999999999913634,0.8803761448088884,0.0,0.5,0.9084130335000364
11164,adult,0,4.3749585754328174e-14,0.012207746498140269,0.0,0.01,0.0005799238501249325,0.9126716886067764,0.10275929070837413,1.0,0.04,0.38877704180109746
39872,adult,0,1.0,0.7321572838459304,1.0,0.91,0.48417561953922217,1.0,0.7331786979451376,1.0,0.89,0.8485358383496939
4966,adult,0,6.751839168052765e-11,0.011056196723573096,0.0,0.01,0.0003896900485318595,0.9999555626774783,0.18964597794928287,0.0,0.04,0.23744232869146772
17596,adult,0,1.3095638071986672e-14,0.006877096435545924,0.0,0.0,0.0003321014927856413,0.9994456385297038,0.08991666412047424,0.0,0.23,0.1985003702438777
34646,adult,0,1.3946739093707917e-06,0.06379671058289535,0.0,0.05,0.00483014072903261,0.9999999408559415,0.35599707697166805,0.0,0.16,0.8732308849376302
39979,adult,1,0.1394694749062647,0.8384510180304324,0.0,0.67,0.2668624405211333,0.9999999999678355,0.8848570501871242,1.0,0.56,0.9440618202241308
28770,adult,0,0.18003999474866375,0.068584778458944,0.0,0.03,0.005903146769780691,0.9999999999986713,0.46025478498434125,0.0,0.11,0.9216832422908682
21320,adult,0,1.6811297928071035e-10,0.012921616670682324,0.0,0.06,0.0007359206169244996,0.9998791472306642,0.1423012601894537,0.0,0.1,0.37569516809946624
29342,adult,0,0.09129075614762115,0.05523764579110291,0.0,0.01,0.004165604402070459,0.99999999999525,0.4184319115476136,0.0,0.09,0.7514147338479286
31395,youth,0,0.9999957349451418,0.055629555325840345,0.0,0.01,0.005674616317326221,1.0,0.2885354844189837,0.0,0.12,0.6393623514619716
30439,adult,1,8.115871366649628e-08,0.10936010251396779,0.0,0.41,0.008297515025294808,0.999999743165085,0.36009470087929,1.0,0.25,0.8761551669681823
6053,adult,0,2.2494107430614132e-14,0.007795974224141088,0.0,0.0,0.00021832903682629756,0.9721398261733577,0.13337900401810318,0.0,0.06,0.14466596106058277
12992,adult,0,9.115869849181619e-08,0.03373558967578929,0.0,0.01,0.002686664025225349,0.999998414557548,0.23806522862123056,0.0,0.07,0.6064440178952378
9222,adult,0,1.0986246230995481e-07,0.024659578930015528,0.0,0.0,0.001368075578325962,0.9999991244545003,0.15456408905230318,1.0,0.02,0.48483759263748827
11683,adult,0,3.4114878671117e-11,0.01739456706191391,0.0,0.0,0.000900234383070983,0.9994638910684674,0.10696142071739004,0.0,0.03,0.3361703107409903
13233,adult,0,1.4553098806295379e-06,0.02187742873796975,0.0,0.0,0.0017058815768581153,0.999999864637671,0.1945649646670906,0.0,0.05,0.6137848956043167
11352,adult,0,4.0352114637414194e-09,0.04035622171935005,0.0,0.0,0.0025483608163140966,0.9999828886945747,0.18939507549927137,0.0,0.06,0.6228124751611802
32898,adult,0,4.249813415804541e-08,0.05591192490182879,0.0,0.06,0.0032582065368440194,0.9999998245507177,0.2439797687472679,0.0,0.11,0.6555644087760751
20266,adult,0,1.9170239489079406e-06,0.01274784584182964,0.0,0.0,0.0008278310892139113,0.9999999027055443,0.13640319033928122,0.0,0.07,0.379249048647591
34123,adult,0,1.1084076466924444e-06,0.14073881574988098,1.0,0.17,0.012372843164993468,0.9999999318896388,0.45803280127130774,1.0,0.28,0.8740178488422927
10609,adult,0,2.8743892878844647e-12,0.013430998521204662,0.0,0.0,0.0007135283057630206,0.9974189794726885,0.11626656015362243,0.0,0.04,0.37761923056397406
40722,adult,1,1.0,0.5859692834017756,0.0,0.59,0.03455729322366544,1.0,0.810564041255969,1.0,0.66,0.9259437512273915
16341,adult,0,0.0004434375227652331,0.7362806068867047,0.0,0.5,0.27822011466466723,0.9999999999845741,0.9216363790643151,1.0,0.54,0.9284739782756072
3001,adult,0,5.215706292952269e-12,0.018186232988197368,0.0,0.01,0.0006435231225207534,0.999674508963839,0.2220034335109412,0.0,0.07,0.24688853041094933
4236,adult,0,4.2383316148177864e-08,0.01818632815986145,0.0,0.0,0.0007507298777550583,0.9999993860621111,0.22986207124619562,0.0,0.07,0.3440146538021629
25861,adult,0,2.1198488769957998e-05,0.034718054842973155,0.0,0.0,0.002527862850411828,0.9999999922239322,0.3077543114335884,0.0,0.12,0.6656971914843917
7788,adult,0,3.849793696874209e-11,0.012493143686127138,0.0,0.0,0.0007066740829758278,0.9999211092328276,0.09868523227105845,0.0,0.04,0.3269696928795796
34530,adult,0,0.009182653770114027,0.06514050572034735,0.0,0.01,0.005201117189334114,0.9999999999631122,0.3903337094349873,1.0,0.12,0.8979812631826182
33263,adult,0,0.9999995795615706,0.04105891613040363,0.0,0.19,0.004292831828907694,1.0,0.2284797039258846,0.0,0.18,0.7000467819370321
31632,adult,0,3.3246432200983505e-05,0.4072287493120142,0.0,0.26,0.05547356937521449,0.9999999979720116,0.6437434404975864,1.0,0.38,0.9028565436941032
10964,adult,0,4.4711974069071195e-06,0.05451760222928827,0.0,0.04,0.004556677099057582,0.9999999869868433,0.22363830747367913,0.0,0.08,0.6330449520260848
17478,adult,0,3.7874869738532233e-06,0.07385176088281196,0.0,0.01,0.00576852698825281,0.9999999270412614,0.30914692511814357,0.0,0.08,0.6430042350604497
24429,adult,0,8.153720104911603e-06,0.018010490650401844,0.0,0.0,0.0009205648806827961,0.9999999865602548,0.20595691231822139,0.0,0.11,0.5030018467113669
35829,adult,1,0.4743191077810854,0.08393434792241775,1.0,0.19,0.0065650630338503005,0.9999999999954845,0.3268822274476571,0.0,0.16,0.7298618270905218
12892,adult,0,3.021887289648451e-11,0.01753642048330826,0.0,0.0,0.0010438762474319927,0.999522002024632,0.15621117006350738,0.0,0.06,0.3358976498570245
30084,adult,0,0.999024304234014,0.11178392478390646,0.0,0.26,0.019267121422771386,0.999999999996362,0.5132124965532279,0.0,0.13,0.9298380667029784
29797,adult,0,0.9967026905981277,0.2334593145441858,0.0,0.15,0.029325480720036656,0.9999999999999716,0.6296519285198156,1.0,0.33,0.8650663745300908
