,Unnamed: 0,sex,race,sex-race,two_year_recid,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
25,3643,0,3,3,1,1.0,0.3128107270836552,0.0,0.4566666666666666,0.3253249237924429,1.0,0.3823055552909498,1.0,0.3916666666666667,0.3836486403931187
26,2674,1,3,8,0,0.0,0.0682850366846573,0.0,0.03,0.003977103866115,1.0,0.0851977878841188,0.0,0.01,0.0857865650525471
27,575,0,3,3,1,1.0,0.6943927872821156,0.0,0.2458333333333333,0.6532609879432055,1.0,0.7314154531394143,1.0,0.504,0.6527023280291295
28,3472,0,3,3,0,1.0,0.0671778250817484,1.0,0.07,0.0363850172463348,4.5337202614601346e-32,0.0730997549910242,0.0,0.0183333333333333,0.0476744114388625
29,669,1,3,8,0,1.0,0.1924727264882982,0.05,0.0539814035229787,0.1681069914409609,1.0,0.215418977854402,0.0476190476190476,0.0492595057501581,0.2006114322554256
30,1351,0,3,3,0,0.0,0.041860107360135,0.0,0.0,0.0021635923104517,0.0,0.0526501742964981,0.0,0.0081666666666666,0.0042873841470568
31,2191,0,0,0,0,1.0,0.1413174211532963,1.0,0.7859523809523811,0.1419003166274624,1.0,0.17425957846336,0.0,0.04,0.2330024185364365
32,1945,0,3,3,0,1.0,0.1843064993073217,0.1052631578947368,0.1096545439663167,0.1734927522673928,1.0,0.2426881113940814,0.1666666666666666,0.1636041406306111,0.1809658882136679
33,2577,0,0,0,0,1.0,0.1605487279192822,0.0,0.02,0.1253655380673039,1.0,0.1799451057415658,0.217391304347826,0.209759618060412,0.1782358380195152
34,1767,0,0,0,0,1.0,0.1289638505660091,0.0,0.1943571428571428,0.0932196133260555,1.0,0.136517846032847,0.0,0.3091904761904762,0.1282223989056772
35,1052,0,0,0,0,1.0,0.3403989265589072,0.0,0.58,0.2869680288554776,1.0,0.2726760460716368,0.0,0.47,0.3466607070273546
36,1016,0,3,3,0,0.0,0.1118545682867176,0.0,0.25,0.0101294229235179,1.0,0.1799451057415658,0.217391304347826,0.209759618060412,0.1782358380195152
37,3211,0,3,3,0,1.0,0.0810005790525814,0.0,0.03,0.0454934794737344,1.0,0.1249094335851081,0.0,0.019068487068487,0.0579096093522879
38,2338,0,0,0,0,1.0,0.1982894100528278,0.0,0.1,0.1644053684073282,1.0,0.2229197802664585,1.0,0.1016666666666666,0.2508106790874245
39,2506,1,3,8,0,1.0,0.1691942546965158,0.2857142857142857,0.2737968975468975,0.1579371405226586,1.0,0.1947029306242481,0.25,0.277216908091908,0.145059982395863
40,2401,0,0,0,0,1.0,0.0829671206530336,0.0,0.0,0.0561371956607661,1.0,0.1029785496900197,0.2,0.1918943001443001,0.0702670874766265
41,1349,0,4,7,0,1.0,0.1701907775157312,0.0,0.0409999999999999,0.1758734495991264,1.0,0.1926959085936511,0.3333333333333333,0.3658333333333335,0.1512550673157613
42,3831,0,3,3,0,1.0,0.2005841558096394,1.0,0.7163333333333333,0.1773454391403812,1.0,0.2369590552941417,0.2857142857142857,0.6506999389499392,0.2484043368819843
43,3929,0,0,0,0,1.0,0.0226574020333951,1.0,0.27,0.0128946747518454,1.0,0.0233465602562047,0.0,0.0276666666666666,0.0236951263198187
44,2384,0,0,0,0,1.0,0.0773976773219562,0.0,0.0,0.0775464113906389,1.0,0.101233665887741,0.0,0.0526666666666666,0.0657818403716297
45,1168,0,3,3,0,1.0,0.2296410207503873,0.0,0.27,0.1930351822272416,1.0,0.2112821751030789,0.5,0.4403333333333334,0.2092220388030757
46,3650,1,3,8,0,1.0,0.0650744289694296,0.0,0.03,0.0957740391557706,1.0,0.0413846710301366,0.0,0.0033333333333333,0.0472280704645991
47,1922,0,0,0,0,1.0,0.1524200809232719,0.0,0.0415823759573759,0.160568367343825,1.0,0.1473360417641319,0.0,0.0095833333333333,0.1298358400806604
48,812,0,3,3,0,1.0,0.1935744100720217,0.0,0.0613333333333333,0.1869418467172376,1.0,0.201676281523801,0.2857142857142857,0.2963710178710177,0.1993861887673948
49,1797,0,3,3,1,1.0,0.1758652714186115,0.0,0.6183333333333333,0.1797365032066397,1.0,0.218573932782606,0.25,0.2565873015873015,0.2859750479025084
50,800,1,3,8,1,1.0,0.4917952940428182,1.0,0.67,0.4112797872130548,1.0,0.7693938185461886,1.0,0.9,0.5890925886092767
51,2144,1,3,8,0,1.0,0.0209628082094255,0.0,0.09,0.0141936167273991,1.0,0.0189238286078896,0.0,0.01,0.020371125652058
52,684,0,3,3,0,0.0,0.0394609374454259,0.0,0.02,0.0017787644393931,1.0,0.059081368639486,0.0,0.0075757575757575,0.0452902380091957
53,2395,0,5,4,0,1.0,0.0929081289763413,0.0,0.04,0.0624341390364684,1.0,0.1072043773485584,0.5,0.0593333333333333,0.0947877519551565
54,675,0,3,3,0,1.0,0.0578279692926123,0.0,0.0,0.0538661259763606,1.0,0.0751330785370632,0.0,0.0,0.0832305097426988
55,89,0,0,0,0,1.0,0.0429304024483006,0.0,0.09,0.0274809043528918,1.0,0.0598479793098677,0.0,0.04,0.0608585053785865
56,2165,0,3,3,0,1.0,0.0413651739765928,0.0,0.0066666666666666,0.0268360364833859,1.0,0.050768672330756,0.0,0.0,0.0545467450320252
57,375,0,3,3,0,1.0,0.0978554931094977,0.0,0.0,0.0512608965175436,1.0,0.1163536315814658,0.0,0.0092414529914529,0.0793801524399865
58,3798,0,3,3,0,1.0,0.0890815215390165,0.0,0.03,0.0827946224132564,1.0,0.1120197475265252,0.0,0.04,0.1274399083984855
59,663,0,3,3,0,1.0,0.1361839661072452,0.0,0.04,0.1034635202620345,1.0,0.1642205800752953,0.0,0.09203663003663,0.140093779660339
60,3739,0,5,4,0,1.0,0.2053323622443084,0.0,0.1925,0.1903320456264116,1.0,0.2254945502654612,0.2222222222222222,0.2229239094239093,0.2104918333407991
61,1086,0,3,3,0,1.0,0.0753961678196939,0.0,0.0,0.0504614285063116,1.0,0.0906743983487615,0.0,0.0043181818181818,0.0617568306097838
62,2926,0,0,0,0,1.0,0.1485974431343618,0.0,0.03,0.0817490275940714,1.0,0.1714701254103793,0.0,0.15,0.2041722192150508
63,541,0,0,0,0,0.0,0.0957382467132504,0.0,0.05,0.0039071743013729,0.0,0.1165005823407031,0.0,0.03,0.0133961478420839
64,1775,1,3,8,0,0.0,0.1388617844631174,0.0,0.31,0.0098772122281762,1.0,0.1997067173639883,0.0,0.32,0.3394299139946601
65,2456,0,3,3,0,1.0,0.1585999593979517,0.0,0.2266666666666666,0.1636740962224424,1.0,0.2109955902461405,0.5,0.5253333333333334,0.2242484101024864
66,1815,0,3,3,0,1.0,0.1482039509462454,0.0,0.0,0.1408835882585974,1.0,0.1697846856381572,0.25,0.2502033542615382,0.168338145323583
67,3144,1,0,1,0,1.0,0.1845262725470773,0.0625,0.0645532852062162,0.160381057703899,1.0,0.2037532314948938,0.1666666666666666,0.1916895660115621,0.189758114460397
68,1987,0,5,4,1,1.0,0.273243579706203,0.0,0.15,0.2392866130787891,1.0,0.0970920872705132,0.0,0.0256666666666666,0.091658118234231
69,3656,1,3,8,0,1.0,0.0419601028944177,0.0,0.04,0.0316192779369777,1.0,0.0381949371640305,0.0,0.0,0.0296783527157783
70,400,0,4,7,0,1.0,0.1270042305963503,0.0,0.03,0.0705525568957751,0.0036605504870897,0.1277779551168767,0.25,0.0415509906759906,0.0627005333132733
71,3297,0,5,4,0,1.0,0.1708054283894721,0.0,0.06,0.1526680979900189,1.0,0.1674496974798061,0.0,0.1059527139527139,0.1530938007369088
72,3249,0,3,3,1,1.0,0.3609588594400803,0.0,0.18,0.3098565808277135,1.0,0.1479694426985244,0.6,0.1766984126984127,0.1753090768661553
73,3289,0,3,3,0,1.0,0.1084295209784222,0.0,0.055,0.0975307738902173,1.0,0.1194593550511033,0.0,0.0,0.0810918105038973
74,1733,1,0,1,0,1.0,0.0912233083740684,0.0,0.04,0.0624093988167511,1.0,0.0906743983487615,0.0,0.0043181818181818,0.0617568306097838
75,2062,0,5,4,0,1.0,0.0547283616844264,0.0,0.0,0.0440722084890339,1.0,0.0625544561807083,0.3333333333333333,0.3106558441558442,0.0671240364553363
76,495,0,5,4,0,1.0,0.0723966632281462,0.0,0.0,0.0684705889660655,1.0,0.1037257981222353,0.0,0.0,0.1108068344843482
77,2655,0,0,0,0,1.0,0.1366682819678594,0.0,0.0616666666666666,0.1307022796718194,1.0,0.1695422887802455,0.2,0.2127896547896547,0.1811006836224992
78,2747,0,0,0,0,1.0,0.0993265218935751,1.0,0.5932863509039981,0.0871489206922972,1.0,0.1136843616677543,0.1666666666666666,0.1326194083694083,0.085762466200548
79,2879,0,3,3,0,1.0,0.1377657103057337,0.0,0.05,0.1387382053385424,1.0,0.1681280984126498,0.0,0.05,0.1671387695890236
80,3132,0,3,3,0,0.0,0.0985900585285306,0.0,0.04,0.00746016307264,1.0,0.1437163828879672,0.125,0.1183057498057498,0.1120154094018563
81,2047,0,4,7,0,1.0,0.1236087104762046,0.5,0.5282857142857144,0.1286176317874431,1.0,0.1651889750644094,0.0,0.3467301587301586,0.1090459761453913
82,490,0,3,3,1,1.0,0.1990825696601246,0.0,0.17,0.0277247186568238,1.0,0.2571237613444689,1.0,0.9306666666666666,0.3108302966305448
83,712,0,3,3,0,1.0,0.2370790724396971,0.0,0.0,0.1687826914113883,1.0,0.270084214599028,0.0,0.0,0.2250205206078872
84,2513,1,3,8,0,1.0,0.1766234549586677,0.1666666666666666,0.1636732156732156,0.1655685606127928,1.0,0.2059845557276763,0.2,0.2287448964434257,0.1534185301048831
85,2938,0,3,3,0,1.0,0.0596797008460121,0.0,0.29,0.0452855099893322,1.0,0.2208917354054415,0.6,0.5961410533910534,0.2699324849324174
86,1658,1,3,8,0,1.0,0.1855929254648491,0.0,0.0273809523809523,0.178536067012585,1.0,0.2208917354054415,0.6,0.5961410533910534,0.2699324849324174
87,2096,0,3,3,0,1.0,0.8926754562904103,0.0,0.53,0.9455960144492286,1.0,0.8100687785574708,1.0,0.26,0.6161294951520887
88,2245,0,3,3,0,1.0,0.13221414169583,0.0,0.02,0.120623854233153,1.0,0.1610648057308288,0.0,0.06,0.1131291564409884
89,1676,0,3,3,0,1.0,0.1458286242779622,0.0,0.0066666666666666,0.1373449694689233,1.0,0.13870542974995,0.2307692307692307,0.2369067732662933,0.1222261073666715
90,2957,0,3,3,1,0.0,0.2351413810996261,1.0,0.77,0.0495779737773143,1.0,0.2316229584066429,1.0,0.5621071428571428,0.2745242455291767
91,197,1,3,8,0,1.0,0.1711501604480433,0.0,0.04,0.1300431423796296,1.0,0.1881546513554419,0.0,0.105,0.1962352851233933
92,366,1,3,8,0,1.0,0.1699669165880883,1.0,0.58,0.1168929156947642,1.0,0.1759583166095282,0.0,0.19,0.1135442558669301
93,1389,0,0,0,0,1.0,0.0627787058873335,0.3333333333333333,0.3299047619047618,0.0517503160778218,1.0,0.092413663922179,0.0714285714285714,0.0663223640805583,0.0965075310718596
94,909,0,3,3,0,1.0,0.1331867952241563,0.0,0.1458333333333333,0.0945719100196248,1.0,0.1403499694876658,0.0,0.0215,0.0964708918652764
95,784,0,0,0,0,1.0,0.0446876436454119,0.0,0.036018981018981,0.0318184839835675,1.0,0.054011305406793,0.0,0.02,0.0253741774790991
96,3046,0,3,3,0,1.0,0.1284260249306756,0.0,0.06,0.0898777640185278,1.0,0.1458600042525814,0.0,0.0033333333333333,0.1288682787691428
97,3858,0,0,0,1,1.0,0.1187235846103651,1.0,0.46,0.0997828159478501,1.0,0.1163297025742738,0.0,0.005,0.081309854900141
98,708,0,5,4,0,0.0,0.130775469719451,0.0,0.0501666666666666,0.0138536229237231,1.0,0.1926959085936511,0.3333333333333333,0.3658333333333335,0.1512550673157613
99,11,1,0,1,0,0.0,0.1523692037240936,0.0,0.0754404761904761,0.0163588933244472,1.0,0.1905739837729663,0.217391304347826,0.209759618060412,0.1885835203284396
100,2555,0,0,0,0,1.0,0.6672542631762775,1.0,0.3468333333333333,0.5461794793552736,1.0,0.7347932773833648,0.0,0.1272467532467532,0.1932723671914326
101,2924,0,0,0,0,1.0,0.0824225909773649,0.0,0.0009375,0.0588199609289336,1.0,0.0818055818963119,0.0,0.0,0.0756656673615956
102,2630,0,4,7,0,0.0,0.1019069323602951,0.0,0.0193333333333333,0.0115656631982618,1.0,0.1184846775998046,0.0,0.0,0.1108745651161317
103,2377,0,0,0,0,1.0,0.0606264572758601,0.0,0.0,0.0442962889088265,1.0,0.075287003727924,0.0,0.00125,0.0573385958904995
104,2252,0,3,3,0,1.0,0.5261604478623149,1.0,0.38,0.5430280558469749,1.0,0.5997265008266885,0.0,0.1778333333333333,0.4628120695323912
105,2368,0,0,0,0,1.0,0.2076574723258241,0.0,0.11,0.1977895211459222,1.0,0.2342907175581657,0.0,0.03,0.1885608724178562
106,2341,0,0,0,0,1.0,0.0759288675676438,0.0,0.06,0.1114515488548956,1.0,0.0704954931232614,0.0,0.0,0.0774428297624314
107,193,0,0,0,0,1.0,0.125605467786922,0.0,0.0,0.0931660276610501,1.0,0.1669056646139761,0.0,0.0593571428571428,0.1227748791343733
108,3505,0,5,4,1,1.0,0.0859394875886409,0.0,0.0,0.0860093452208989,1.0,0.1194357690323866,0.0,0.0,0.1007344217894604
109,1305,0,0,0,0,1.0,0.0398861864395317,0.0,0.0579999999999999,0.0212230304016023,1.0,0.1585059458478885,0.0,0.01,0.1577390254979308
110,2657,0,0,0,1,1.0,0.0707951530529593,0.0,0.0,0.0506141783023754,1.0,0.075287003727924,0.0,0.00125,0.0573385958904995
111,1898,0,3,3,0,1.0,0.0478049931190084,0.0,0.03,0.038390181074535,1.0,0.0586230158917031,0.0,0.0,0.0341678378248808
112,556,1,3,8,0,0.0,0.177774281753625,0.0,0.0916666666666666,0.0121741433516484,1.0,0.265800751527698,0.5,0.2822619047619047,0.3845746216295088
113,1604,0,3,3,0,1.0,0.5303818311073161,0.0,0.11,0.566606181600383,1.0,0.6377497208373618,1.0,0.4486666666666666,0.4680606262743472
114,3048,1,3,8,0,1.0,0.1234916032266983,0.0,0.0357738095238095,0.0700898561703409,1.0,0.1572679478154494,0.0,0.0246334195539592,0.0955873025879588
115,948,1,3,8,0,1.0,0.1333555772913672,0.0,0.0,0.0993429238647139,1.0,0.1441617282787938,0.0,0.0625,0.1617246035302502
116,3395,0,4,7,0,1.0,0.1822899246186786,0.0,0.07,0.1822587698783358,1.0,0.2112821751030789,0.5,0.4403333333333334,0.2092220388030757
117,3140,1,3,8,0,1.0,0.2115558453768769,1.0,0.55,0.2369075086524942,1.0,0.2663223958198055,0.0,0.3214999999999999,0.3757767779708925
118,156,0,0,0,0,1.0,0.1436376427007354,0.0,0.08,0.0616254046636593,4.718521176954035e-15,0.1356024936928443,0.0,0.1021666666666666,0.0915369139493619
119,2593,0,3,3,0,1.0,0.0504117680182812,0.0,0.03,0.0320820535141677,1.0,0.0655728863045187,1.0,0.49,0.0389476021761136
120,2876,0,3,3,0,1.0,0.2438857324740253,0.0,0.04,0.1997944565606795,1.0,0.2482015677805927,0.0,0.1678333333333333,0.252700835380817
121,718,1,0,1,0,1.0,0.0768876730874732,0.0,0.01,0.0639955577126491,1.0,0.0696713853340852,0.0,0.0025,0.0934641373406219
122,1317,0,0,0,0,1.0,0.077634059040037,0.0,0.16,0.0578631538969769,1.0,0.074069686810004,0.0,0.04,0.089164937950744
123,2613,0,3,3,0,1.0,0.032850804214969,0.0,0.0,0.0297270271873834,1.0,0.0452879280579282,0.0,0.0,0.040587049191979
124,1607,0,3,3,1,1.0,0.1207233674207192,0.0,0.0,0.0833395729993276,1.0,0.1305030015905729,0.2307692307692307,0.2369067732662933,0.1150034383264072
125,2708,1,3,8,0,1.0,0.2122497894840485,0.25,0.2840396825396825,0.199124843843707,1.0,0.2733510583015576,0.5,0.4342424242424242,0.3124730881162015
126,3186,0,0,0,0,1.0,0.1410930040804253,0.0,0.03,0.1031820993086403,1.0,0.1450352619681859,0.0,0.3268531746031746,0.1361475526518479
127,870,0,0,0,0,1.0,0.0659059438524176,0.1428571428571428,0.1242282162282161,0.0545834469724309,1.0,0.092413663922179,0.0714285714285714,0.0663223640805583,0.0965075310718596
128,350,0,0,0,0,1.0,0.1739027887852953,0.0,0.03,0.1130034139843666,1.0,0.2155621706430625,0.25,0.3643030303030305,0.1698655582525824
129,3137,0,3,3,0,1.0,0.0323572984519171,0.0,0.0,0.0240440139231116,1.0,0.0391426715426581,0.0,0.0,0.0231086388778286
130,3123,0,3,3,0,1.0,0.1684614373066136,1.0,0.8213333333333332,0.1715863360309663,1.0,0.2067823633006513,0.5,0.4711666666666667,0.2720753057160315
131,617,0,3,3,1,1.0,0.0528250626882426,0.0,0.0,0.0325706705310464,1.0,0.0534619011294949,0.0,0.0,0.0299076766746731
132,1899,0,3,3,0,1.0,0.1569264305118037,1.0,0.04,0.1244294249371837,1.0,0.1556252067981002,1.0,0.07,0.097957667321674
133,2324,0,4,7,1,1.0,0.1178525340378482,0.0,0.03,0.0693916726327375,0.0025983908700696,0.1264687921946997,0.0,0.04,0.0621975162848329
134,1214,0,5,4,0,1.0,0.0167130253261589,0.0,0.0,0.0077734196809521,6.0629324896549965e-34,0.01902526512306,0.0,0.01,0.0145623455398989
135,2320,0,5,4,0,1.0,0.124005551221574,0.2,0.163774531024531,0.1122756776350672,1.0,0.1636879488557749,0.1111111111111111,0.1208556335305561,0.1222358409750613
136,2911,0,3,3,0,1.0,0.1107531605044454,0.0,0.0331240981240981,0.0822192136315073,1.0,0.1356040375718843,0.0,0.0181187257187257,0.1004439050535318
137,2110,0,3,3,0,1.0,0.202062956650437,0.25,0.2369682539682539,0.1902669094917774,1.0,0.2299785009677915,0.0,0.0,0.1713141224157239
138,533,0,3,3,0,1.0,0.3564639645937518,1.0,0.61,0.4861896750462721,1.0,0.364945410076525,1.0,0.5720000000000001,0.4831986771869685
139,3005,0,0,0,0,1.0,0.0776060391051781,0.25,0.11875,0.0640082195793171,1.0,0.1025560822287616,0.5,0.3957142857142857,0.1327373552032303
140,1940,0,3,3,0,1.0,0.1388891480099308,1.0,0.47,0.1418488512298218,1.0,0.1884973369107034,0.0,0.2242857142857143,0.2011232658467978
141,3500,1,0,1,0,0.0,0.0970572176438366,0.0,0.01,0.0083830777774483,0.0,0.1039902137907127,0.0,0.0440404179154179,0.0145863827048442
142,3744,0,3,3,1,1.0,0.2413167332746892,0.0,0.0333333333333333,0.2274643412119729,1.0,0.2645163911456812,0.75,0.7599603174603173,0.247005518441203
143,406,0,3,3,0,1.0,0.0668214854082064,0.0,0.0,0.0505793333336291,1.0,0.0856999329963765,0.0,0.0,0.0652823711897898
144,1785,0,0,0,0,1.0,0.1492121704745053,0.3333333333333333,0.3329761904761904,0.1560579765988236,1.0,0.215271364887553,0.3333333333333333,0.3559166666666665,0.1827184554690534
145,1041,0,3,3,1,1.0,0.8146452641096203,1.0,0.52,0.9954610634372524,1.0,0.5721609507829217,0.5,0.8855000000000001,0.5425151164897687
146,3316,0,5,4,0,1.0,0.1382700962660441,0.0,0.0,0.1361935170651357,1.0,0.1473360417641319,0.0,0.0095833333333333,0.1298358400806604
147,2965,0,0,0,0,1.0,0.0546508781718127,1.0,0.65,0.0435875412958711,1.0,0.0662995193582097,0.0,0.0814666666666666,0.0427391532849025
148,3042,0,3,3,0,1.0,0.0613019532135337,0.0,0.01,0.0568194761144649,1.0,0.0891075012721335,0.0,0.0,0.1262018540124229
149,2564,0,3,3,0,1.0,0.1279245044166159,0.0,0.06,0.0870113887941385,1.0,0.1219771272971495,1.0,0.31,0.209695970944089
150,3003,0,4,7,0,0.0,0.1303814796204248,0.0,0.0875,0.0126070210014199,1.0,0.1526035458925626,0.125,0.1352793872793872,0.1190756679730473
151,3676,0,3,3,0,1.0,0.2948097558508423,0.0,0.18,0.316476678977276,1.0,0.3577360754835134,0.3333333333333333,0.2886666666666667,0.3409989265541119
152,873,0,3,3,0,1.0,0.4867585619331446,1.0,0.77,0.4111774367081015,1.0,0.44741159525154,1.0,0.7,0.4880202035085
153,1480,0,4,7,0,1.0,0.1073057870893295,0.0,0.02,0.0900982302914617,1.0,0.1237681089080198,0.0,0.0,0.0866235572416416
154,2695,0,5,4,0,0.0,0.1211526546122689,0.0,0.1383333333333333,0.0139762452432196,1.0,0.2155621706430625,0.25,0.3643030303030305,0.1698655582525824
155,3645,0,0,0,0,1.0,0.1151671679695292,0.25,0.231595238095238,0.0810522118737799,1.0,0.1403499694876658,0.0,0.0215,0.0964708918652764
156,2668,1,3,8,0,1.0,0.1179890836055538,0.3333333333333333,0.0764761904761904,0.0886465046124011,1.0,0.1850655972722318,0.3333333333333333,0.3555952380952381,0.2328862707492119
157,2348,0,3,3,0,1.0,0.0761754075234434,0.0,0.0,0.0639828981794854,1.0,0.111728047116245,0.0,0.0,0.1151578913778127
158,3264,1,3,8,0,1.0,0.0838175148429994,0.0,0.0,0.0710656995921404,1.0,0.0761519078579627,0.1428571428571428,0.149348124098124,0.0806025377368824
159,1441,0,3,3,0,1.0,0.0397361133163852,0.0,0.04,0.0254096566655047,1.0,0.0414999767028003,0.0,0.0005882352941176,0.0452110814022932
160,383,0,3,3,0,1.0,0.1996507278678602,0.0,0.4125,0.1650618653772403,1.0,0.2462792862240834,1.0,0.8424999999999998,0.2835757248755506
161,1173,1,0,1,0,1.0,0.1182418770942654,0.0,0.0,0.1126601777050956,1.0,0.1598547533857737,0.0,0.0075,0.1710770214916796
162,1131,0,3,3,1,1.0,0.1059640793408127,0.0,0.16,0.0649954917188954,1.0,0.1461105714324378,0.0,0.0783333333333333,0.199321091093916
163,2578,0,3,3,0,1.0,0.1067254055809376,0.5,0.3659761904761904,0.1108266069672068,1.0,0.1651889750644094,0.0,0.3467301587301586,0.1090459761453913
164,1310,1,3,8,1,1.0,0.672204258455222,0.0,0.41,0.6068931023706633,1.0,0.9317645511941788,0.0,0.39,0.7574414441672529
165,1848,0,3,3,0,1.0,0.1264613483873604,0.0,0.04,0.0845116595175965,1.0,0.1335261579610692,0.0,0.01,0.1967572221413185
166,2752,0,3,3,1,1.0,0.2255055795827679,1.0,0.7,0.1900340559775457,1.0,0.232162825485012,1.0,0.6102063492063491,0.2091814262233957
167,3973,0,3,3,0,0.0,0.1282983984706329,0.0,0.08,0.0108560068825185,0.0,0.1446945830548082,0.0,0.0562857142857142,0.0304961248866959
168,2065,0,3,3,0,1.0,0.2676143626185132,0.0,0.1,0.211226280865194,1.0,0.2640936095348718,1.0,0.5233333333333333,0.3035299577296473
169,1204,0,5,4,0,1.0,0.0519215423383823,0.0,0.25,0.0483984640222384,1.0,0.0801762764987506,0.0,0.01,0.0886576163567989
170,315,0,0,0,0,1.0,0.0939132694267456,0.0,0.0,0.082757436397233,1.0,0.1286690604169585,0.0769230769230769,0.0690060710703125,0.0966674057920637
171,3672,0,0,0,0,1.0,0.1076405719976283,0.0,0.1366904761904762,0.0802152208914654,1.0,0.1077819509673359,0.0,0.0964285714285714,0.0791840421479503
172,713,0,0,0,0,1.0,0.039644005077409,0.0,0.0,0.0140469129528851,8.761704683643409e-17,0.0520108788380766,0.0,0.0,0.034217087618247
173,1871,0,0,0,0,1.0,0.0701266179477796,0.5,0.1258333333333333,0.047269137446919,1.0,0.1005835478423709,0.0,0.218547619047619,0.0988884326361103
174,588,0,5,4,0,1.0,0.2482498273562795,0.0,0.21,0.8656447476312972,1.0,0.2155621706430625,0.25,0.3643030303030305,0.1698655582525824
