,Unnamed: 0,sex,age,sex-age,credit,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
37,570,1,1,3,0,0.8865095110288318,0.5005066116716874,0.0,0.6,0.0260630983769463,4.159966577790936e-09,0.5673414131996061,0.0,0.48,0.2226644922386333
38,837,1,1,3,1,0.0923147711601679,0.0522841288584884,0.0,0.14,0.0587096158256438,4.5566723574251e-11,0.0465600752856546,0.0,0.15,0.201833458269987
39,556,1,0,2,0,0.9999977498665962,0.6525456427137151,0.0,0.34,0.0937974304726304,0.0006122730544267,0.6192179999119397,0.0,0.28,0.3524347593163819
40,437,1,0,2,1,1.114346397789891e-07,0.037254871806088,0.0,0.02,0.0464440601348341,2.92205850440571e-17,0.0287615401785889,0.0,0.03,0.0405714551165928
41,620,0,0,0,1,0.1581865393159492,0.2217888709190312,1.0,0.34,0.0175087487179886,7.912094065070545e-11,0.1646461320793298,0.0,0.23,0.1587911805844737
42,920,1,0,2,1,0.0258924824340721,0.1252152214030438,0.0,0.04,0.0736916954102381,1.3278301695547148e-11,0.1067087852927355,0.0,0.06,0.168611556781331
43,309,0,1,1,1,0.6840824368998086,0.4827013402577503,0.0,0.31,0.0928054636650701,9.96275924541336e-10,0.4615721169474427,0.0,0.32,0.3310846978558263
44,689,0,0,0,1,0.0001934258476448,0.3108094281887095,1.0,0.41,0.0082437843892962,4.7889645517190045e-14,0.289313486342796,0.0,0.28,0.2446670799657569
45,87,0,0,0,0,0.9999867630054878,0.3774736850279409,0.0,0.47,7.632211281866103e-06,1.8624062639602327e-05,0.3922482703613409,0.0,0.38,0.1158428690459699
46,61,0,0,0,1,3.3485499591268485e-07,0.0331643349648628,0.0,0.11,0.0270771610976856,8.207121811131093e-17,0.0225708650601541,1.0,0.15,0.0730319180738443
47,389,1,0,2,1,0.0275811441910682,0.0954139987457283,0.0,0.09,0.0264231426951594,1.3829530215724278e-11,0.0738342108996068,0.0,0.05,0.1977882553153059
48,103,0,0,0,1,0.1471423814647885,0.2545226512010418,0.0,0.27,0.0316961596348717,7.805029067576744e-11,0.2187472189154898,0.0,0.27,0.2693107512576616
49,315,0,0,0,0,0.9999943529851584,0.8421657228825269,0.0,0.69,0.1390431332824594,0.0001060422311238,0.8464222426036946,1.0,0.73,0.339524329010376
50,45,1,0,2,1,0.0432355250834693,0.1596760673191522,0.0,0.12,0.025197438120704,2.207709901848011e-11,0.1226315056562254,0.0,0.11,0.1634061740344219
51,228,0,1,1,0,0.0047978221458551,0.092176647943319,0.0,0.02,0.0320505817651942,2.061004201012488e-12,0.0669474654590528,0.0,0.01,0.2363359768842992
52,886,0,0,0,1,0.042061547707824,0.1226547675487811,0.0,0.27,0.0365672639271968,1.7934796323757328e-11,0.0803205670442828,0.0,0.19,0.1782367767244667
53,950,0,0,0,1,0.9249292020035133,0.2692928524489125,1.0,0.33,0.0081292600548697,1.9259151197907887e-08,0.2079831080079728,0.0,0.32,0.2646769542768264
54,126,0,0,0,1,0.2765019373681674,0.405856149593538,1.0,0.71,0.2057521714047017,1.7257925503086658e-10,0.3636371468866907,0.0,0.53,0.428755742839516
55,627,0,0,0,0,0.9996301234932868,0.3514275122825409,0.0,0.53,0.1107010198565371,2.066602447755124e-06,0.3133552042611133,1.0,0.39,0.4277491784303486
56,311,0,0,0,1,0.8299595797736481,0.3481756519181364,0.0,0.27,0.0035944102347605,1.93376370910505e-09,0.2727701349187318,0.0,0.21,0.2595451540101314
57,687,0,0,0,1,0.9833240648992246,0.7502612532462303,1.0,0.37,0.188549353959599,2.174859318674365e-08,0.7474487758009036,1.0,0.43,0.3152604484203727
58,352,0,0,0,1,5.351655332524272e-05,0.0126423755764275,0.0,0.05,0.0077136479111688,1.7302025696525166e-14,0.0077315964332565,0.0,0.06,0.0536761708653906
59,332,1,1,3,0,0.9965829684971088,0.852442291517825,1.0,0.63,0.0213034342926771,1.818330660120283e-07,0.8796804845382303,1.0,0.61,0.0861570473183594
60,27,1,0,2,1,0.0034103108004014,0.1839518253928851,0.0,0.55,0.1737687570876357,1.3367609669275089e-12,0.1673093036980515,1.0,0.39,0.1675230926123934
61,360,0,0,0,1,0.9866487875839728,0.3185057030899437,1.0,0.53,0.1059028051633367,3.846281520187877e-08,0.2633392688611745,0.0,0.42,0.422863841166044
62,34,1,0,2,1,0.2747042869550081,0.3545225954145183,0.0,0.22,0.0803649503943309,1.5714061106880386e-10,0.340143128024947,0.0,0.17,0.4026397707996237
63,907,0,0,0,1,0.8735854654742852,0.4434976314639237,0.0,0.34,0.1020645837051517,2.974010757859324e-09,0.3926564982795428,1.0,0.38,0.1789284890522512
64,207,0,0,0,1,0.0005881665977818,0.2328434915290961,0.0,0.3,0.0774766845787715,1.1329202811199541e-13,0.196446481764181,0.0,0.2,0.2489488469272935
65,282,0,0,0,1,0.7709363071821524,0.2086560838295289,0.0,0.38,0.0921030106388348,1.8479934551353527e-09,0.1529106887617877,1.0,0.29,0.2456102651195174
66,401,0,0,0,1,0.0706759553486368,0.2085571814153652,0.0,0.37,0.0419928333630441,3.3721551666227497e-11,0.1399440325497049,1.0,0.25,0.198906357848193
67,528,0,0,0,0,0.9227854266502682,0.7720200278079266,1.0,0.83,0.1694439873629048,4.221459686238113e-09,0.7706448054797458,1.0,0.71,0.2880408094241565
68,434,0,0,0,1,0.4828462758173965,0.3629264254637097,0.0,0.16,0.0422392638021989,4.318041825864341e-10,0.3409593637076082,0.0,0.09,0.3858810266408828
69,128,0,0,0,1,0.0085006254094371,0.1945169949341687,0.0,0.42,0.0428054425752662,3.733859926365301e-12,0.1425210092775618,0.0,0.28,0.1835797171638214
70,50,0,0,0,1,0.7249757281362518,0.5541728024361444,0.0,0.47,0.185634294906263,1.0418495768842539e-09,0.500314955723539,0.0,0.34,0.3091920213049707
71,598,0,0,0,0,0.0123171391086512,0.1311159766546628,0.0,0.2,0.0305769553466085,5.1682103702931566e-12,0.0913686230476829,0.0,0.2,0.1470421428338826
72,646,0,0,0,1,0.9966950859427532,0.5264028402384969,0.0,0.4,0.0309695617595997,2.163126182620461e-07,0.5622950016913169,0.0,0.39,0.149519444099833
73,577,1,0,2,1,0.010948258971956,0.0572084170614331,0.0,0.11,0.1003547793679547,6.651236103996153e-12,0.0405670280913805,0.0,0.09,0.0735458884337684
74,267,1,0,2,1,0.8759176193183621,0.2510790255842439,0.0,0.19,0.0599045535824078,4.13781798852533e-09,0.2161670724952454,0.0,0.25,0.2848591126860019
75,48,0,0,0,1,0.0098925171728729,0.0731473686509059,0.0,0.17,9.515745038964426e-05,3.696901160399854e-12,0.0583856556210541,0.0,0.12,0.0518762218798256
76,762,0,1,1,1,0.4432538475353268,0.4564697085329913,0.0,0.49,0.0366612430299353,3.608497816987362e-10,0.4249047705887214,0.0,0.4,0.3770460109119932
77,166,1,0,2,0,0.9583026328898212,0.6155423268083765,0.0,0.64,0.1874062762995537,1.1717174955186456e-08,0.6228086464792879,0.0,0.54,0.4473064406154775
78,715,0,0,0,1,5.145846116578705e-06,0.0218629173464222,0.0,0.11,0.0002920843260794,1.705703191496284e-15,0.0186321491467901,0.0,0.12,0.0131500791577142
79,985,1,0,2,1,0.639364395446153,0.5192322054910006,1.0,0.35,0.1246708310113041,9.080818852749568e-10,0.5408332100048604,1.0,0.36,0.2592218963502212
80,730,0,0,0,1,0.8754721954623822,0.5886822588970659,1.0,0.48,0.0042365820039155,2.3764988774665023e-09,0.5270030965259018,0.0,0.35,0.2665904008008393
81,573,1,1,3,1,0.8835547899050664,0.5199790478295024,1.0,0.61,0.0959880463625918,3.725127778608047e-09,0.5258031557477235,1.0,0.57,0.3598529625308526
82,796,0,0,0,0,0.0062723726910907,0.0807080622156664,0.0,0.33,0.0001474674829974,2.094262882825671e-12,0.0748450060125712,1.0,0.27,0.0770840771491016
83,265,0,0,0,0,0.3458451471669942,0.3557808646188636,1.0,0.46,0.0984224523678883,2.31851690978702e-10,0.2760027300038724,1.0,0.34,0.3865807382289611
84,156,0,0,0,1,2.164386445581984e-19,0.0722562569153403,0.0,0.15,0.060743829015395,4.211040319168377e-12,0.0830420705154383,0.0,0.16,0.1777129251883813
85,876,0,0,0,1,0.9999999994733244,0.7333863894119527,0.0,0.58,0.0911883125577386,0.6758162717351031,0.7167464837225455,1.0,0.52,0.7191456682096361
86,481,0,0,0,1,0.8947075612554646,0.736061481458739,1.0,0.53,0.3312995609388739,3.420095386517992e-09,0.6807557391508905,1.0,0.43,0.4624437127671649
87,857,0,0,0,1,0.111856779980168,0.112138309850642,0.0,0.12,0.010872532077898,5.3491162031583526e-11,0.0867687519690169,0.0,0.07,0.2190466740171855
88,667,1,0,2,1,0.9999963455237888,0.5431731513095518,1.0,0.39,0.2242484982889747,0.0003526656745113,0.583887186101752,1.0,0.49,0.1174508999264139
89,13,0,0,0,0,0.3240059607919868,0.5824115452385599,1.0,0.37,0.1774075327395356,2.0278897049545903e-10,0.5212506320652543,1.0,0.24,0.2716837198934753
90,456,0,0,0,1,0.5354766537962528,0.5116758186801292,0.0,0.07,0.0123023485274115,5.79168397608206e-10,0.4879245573330005,0.0,0.12,0.2781729522890834
91,601,1,0,2,0,0.5554186673632393,0.4265793981647017,1.0,0.4,0.1346201414852263,5.743886995212501e-10,0.3921548670128092,0.0,0.31,0.3992462144111576
92,909,1,0,2,1,0.0151353758697185,0.1611720242077366,0.0,0.14,0.0153014996560256,7.109320728136626e-12,0.1414991363688719,0.0,0.18,0.1770430693361987
93,836,1,1,3,1,0.0009044342439468,0.0723665794386961,0.0,0.06,0.0732831526428686,3.8197767153179444e-13,0.0498878036807831,0.0,0.06,0.1700918394454193
94,634,1,0,2,0,0.7440444455813386,0.495437857583097,1.0,0.46,0.1091601183608267,1.429550429365017e-09,0.4791854598146314,1.0,0.53,0.2678065435735522
95,742,0,0,0,1,0.0003992974491072,0.0376383814123209,0.0,0.05,0.00803366076433,1.3292493266469104e-13,0.0209826404157662,0.0,0.0,0.078440632948037
96,177,0,0,0,1,0.0013588413010346,0.196308956968503,0.0,0.25,0.0667174089811982,5.569396595875186e-13,0.156251061312358,0.0,0.22,0.2947890849377011
97,201,0,0,0,1,0.5544165871103877,0.5429885583138805,1.0,0.85,0.0870251770360139,5.70334811839071e-10,0.5110376635441052,0.0,0.47,0.4032247528307681
98,244,1,0,2,1,8.307283077892845e-05,0.1064713996734753,1.0,0.31,0.0036963262296613,5.948159533163052e-15,0.0858986219076643,0.0,0.21,0.0975400761145559
99,233,0,0,0,1,0.0001008226855905,0.2594217560495515,0.0,0.25,0.1655182789087692,2.300114515822962e-14,0.2025080286199133,0.0,0.23,0.2696606610307399
100,200,0,0,0,1,0.0013362308197814,0.0552286535827024,0.0,0.13,0.0400299478367439,6.66137924155607e-13,0.0333028063285212,0.0,0.07,0.1586054235220463
101,134,1,1,3,1,0.0982018766529306,0.064084692826108,0.0,0.21,0.0002992100217911,1.3824967028483403e-10,0.0745470137966921,1.0,0.29,0.0084774275403531
102,499,0,0,0,1,0.00047063066929,0.062651808635889,0.0,0.13,0.02188537911255,1.9616454875734462e-13,0.0439084420400857,0.0,0.16,0.1557245989961611
103,642,0,0,0,0,0.4024457739494516,0.08582455274764,1.0,0.15,0.0030964558600939,3.6339863821961636e-10,0.0609728413139416,0.0,0.12,0.1253485425850621
104,100,0,0,0,1,0.0174598324852192,0.1572098560004538,0.0,0.13,0.0682890244794431,6.535376838043439e-12,0.1303091160234334,0.0,0.12,0.1117359791387251
105,976,1,0,2,1,7.813395482246863e-05,0.1141887480519063,0.0,0.13,0.051981457240086,1.9793777901672223e-14,0.1024003789779028,1.0,0.15,0.2370437921372093
106,812,0,1,1,0,0.0167558917291507,0.315877082717007,0.0,0.39,0.0001012468545287,5.7922885228260325e-12,0.3114411134595427,0.0,0.34,0.0472485908804501
107,175,1,0,2,0,0.8955188676726928,0.1389427870767648,0.0,0.24,0.0007892079390228,1.2777178872816898e-08,0.1442695101748408,1.0,0.29,0.0381113334441751
108,114,0,0,0,1,0.0031738035440658,0.277035652035166,0.0,0.25,0.0820048520923213,1.186752138015467e-12,0.2376685773138281,0.0,0.18,0.3683982587030622
109,239,0,0,0,1,0.0006005866769104,0.2735673805702494,0.0,0.39,0.0898427767563324,1.442468252358351e-13,0.2995321987473411,1.0,0.29,0.1610014746993348
110,630,1,0,2,1,0.5443939240543818,0.4739436936380128,0.0,0.63,0.0187538647607065,6.440363857378162e-10,0.500370519633828,1.0,0.43,0.2294847451040846
111,877,0,0,0,1,0.0338839377098862,0.2687415497506714,0.0,0.13,0.03636398897379,1.1786664713529844e-11,0.221193079683878,0.0,0.12,0.1221583718206472
112,520,0,0,0,1,0.9862922292697476,0.1250001876996274,0.0,0.11,0.0017600294713172,5.066845051868432e-08,0.1071672597520093,0.0,0.19,0.1142140066088991
113,47,1,1,3,1,0.0138679210731728,0.1734627264725044,0.0,0.25,0.05339122101718,5.790037499304877e-12,0.17751491558408,0.0,0.28,0.2706527688129041
114,422,0,0,0,1,0.0229870047794016,0.1339960165650755,1.0,0.25,0.1246747229198819,1.122057160407932e-11,0.1032670154266413,0.0,0.17,0.1874976769440253
115,902,0,0,0,1,0.0015194698672954,0.0399932564391706,0.0,0.19,3.018900087600975e-05,3.073304775527149e-13,0.0392441183109766,0.0,0.21,0.0178547901864535
116,999,0,0,0,1,0.0169440611911677,0.314241692522993,0.0,0.3,0.050516167755078,3.784741725220648e-12,0.2768151340641362,0.0,0.34,0.0686490779663231
117,447,0,0,0,1,7.576446990013484e-05,0.1509983384355765,0.0,0.1,0.0140164707378431,1.9284746744372288e-14,0.1384210853683742,0.0,0.13,0.2336340391893331
118,820,0,0,0,1,0.0090141456901874,0.0861600015812476,0.0,0.08,0.0408239288989076,4.3288116754136826e-12,0.0578538428765561,0.0,0.01,0.1396938387173443
119,922,1,1,3,0,0.9173127770839692,0.5000878567196579,0.0,0.28,0.0572295492268571,5.232079389480457e-09,0.5253362059596394,0.0,0.42,0.4354594156006605
120,834,1,0,2,0,0.0051467091020455,0.1384189303995339,0.0,0.21,0.0370466797636513,2.0832909598194835e-12,0.1364569891016384,1.0,0.23,0.2114173987204019
121,658,1,0,2,1,0.9999995451280914,0.7775092387480194,1.0,0.49,0.0561226161244592,0.0038453909962557,0.7772578463355628,1.0,0.55,0.2539337669520473
122,846,0,0,0,0,0.0175521616994611,0.1367134890547574,0.0,0.28,0.0001858966502201,5.4072598409495096e-12,0.0969227255326009,0.0,0.25,0.0661779765437625
123,136,0,0,0,1,2.2633768716261786e-07,0.1136376617963441,0.0,0.2,0.0001796683940971,5.163616877858339e-17,0.0999048535874193,0.0,0.26,0.0271465049714572
124,219,1,0,2,1,0.0217786889434735,0.0922263047704682,0.0,0.03,0.0145681149022421,9.824839176836366e-12,0.0692353756844926,0.0,0.06,0.148820911006462
125,168,1,0,2,1,0.0260252985243188,0.0628729575261322,0.0,0.16,0.0049646855079184,1.4149942681791692e-11,0.0719765336333084,0.0,0.12,0.048702284507533
126,661,0,1,1,0,0.202993780141372,0.5374704249485036,1.0,0.75,0.1482503308664241,1.1322186430799216e-10,0.4692997631739039,0.0,0.51,0.4359362688378794
127,333,1,1,3,0,0.0593791103886602,0.2279598903578762,0.0,0.33,4.628412939217089e-05,2.5951383156247936e-10,0.3294303374209597,0.0,0.39,0.0098551870176277
128,984,0,0,0,1,0.0012795271532068,0.0477358679449247,0.0,0.13,0.1223414876312488,5.030290382874038e-13,0.0346071384614541,0.0,0.07,0.071890689937351
129,355,0,1,1,0,0.9976660597049188,0.7522255474460371,1.0,0.54,0.2396831508541328,2.1205348371153722e-07,0.7056556311669038,1.0,0.56,0.5510562585420656
130,11,1,1,3,0,0.9988964511528784,0.8529447453278203,1.0,0.72,0.0759287835457033,6.547460478577464e-07,0.9102115625001408,1.0,0.61,0.1686138527471561
131,97,0,0,0,1,0.5688789002413186,0.4196220261753486,0.0,0.38,0.0188989783531691,5.433447456900395e-10,0.3246190977719473,0.0,0.31,0.3173995647224762
132,590,1,0,2,1,0.0007718857445643,0.0894777239139234,0.0,0.28,0.1797576716891828,1.871033672532133e-12,0.0708714080366521,0.0,0.25,0.1451268233207753
133,450,0,0,0,1,0.0003377875721343,0.0803332640817169,1.0,0.21,2.312328819538462e-05,3.7215032418877015e-14,0.0563753789504669,0.0,0.26,0.0181639622179767
134,424,1,0,2,0,0.0758064326114315,0.1193358763068955,1.0,0.15,0.0213677999070498,3.841875827626299e-11,0.1115266009549512,0.0,0.27,0.1886232403869345
135,732,1,0,2,1,2.582207414577474e-05,0.1301166404687071,0.0,0.11,0.0852698463050774,6.3950455629224406e-15,0.1203916917924163,0.0,0.11,0.2605681372832613
136,399,1,0,2,1,6.355554481244576e-08,0.056768057665147,0.0,0.07,0.2000598161311695,1.6479501713342653e-17,0.0435273831140295,0.0,0.03,0.069872586350812
137,859,0,0,0,1,3.1866868979506866e-22,0.05172844802785,1.0,0.06,0.0052693627302295,2.911258851733611e-15,0.0609364304393209,0.0,0.07,0.1075555698699124
138,964,0,1,1,1,0.9990808292321588,0.4415137514378378,0.0,0.38,0.2581156486964766,1.000040107159102e-06,0.402569873601718,0.0,0.41,0.518032105962609
139,364,0,0,0,0,0.9950355009078024,0.6874644704424057,0.0,0.5,0.0904760677176894,1.0592925806610497e-07,0.6331636693845947,0.0,0.35,0.5695486919282743
140,912,1,0,2,1,0.0226564111403979,0.1892231904093925,0.0,0.14,0.0428243445643255,1.1527551472794689e-11,0.1889314090536677,0.0,0.22,0.1029012956954377
141,682,0,0,0,1,0.0578450886438208,0.1718298987102775,0.0,0.14,0.0522075358376838,2.906119207848709e-11,0.1233096235933609,0.0,0.18,0.1777131427296159
142,867,0,0,0,1,0.3848161420316109,0.0788359683320691,0.0,0.21,0.0038863380994458,3.2614782345825237e-10,0.0662054636832926,0.0,0.19,0.1467542122433335
143,183,0,0,0,1,1.4530789903804236e-07,0.029202469722694,0.0,0.06,0.00527708372386,2.878922607830992e-17,0.0194121236819467,0.0,0.06,0.0410546021478452
144,14,1,0,2,1,0.9279185275166456,0.6912579006808295,1.0,0.64,0.0771533320078184,6.185197208259184e-09,0.7131051447182134,1.0,0.5,0.3801045843726049
145,398,0,0,0,0,0.4898278274949255,0.4221357895033121,1.0,0.4,0.148459304486508,4.850611240356394e-10,0.394076628121647,0.0,0.46,0.3061505793749497
146,471,1,1,3,0,0.9974376330346348,0.4935178857285723,1.0,0.52,0.097898844262138,2.311435851200301e-07,0.4840581924757458,1.0,0.58,0.5578947311425656
147,516,0,0,0,1,1.8008549837405e-17,0.231442004154685,0.0,0.1,0.0655436465433377,3.026477207723458e-10,0.2573733104500812,0.0,0.13,0.3702785402356688
148,773,0,0,0,1,0.0033301802700071,0.0770522170070227,0.0,0.17,0.0403178453832238,1.3323781714715169e-12,0.0532892138818226,0.0,0.15,0.0984583759685976
149,895,0,0,0,1,0.0460251107892127,0.1163488418603354,0.0,0.23,0.0002075371530523,1.4718304239163175e-11,0.0902388565068022,0.0,0.21,0.0383235230958212
150,337,1,1,3,0,0.0058537511773446,0.5795527294712315,1.0,0.6,0.1673532316478028,1.1876460051310488e-12,0.5759522190753622,1.0,0.54,0.3727601983631707
151,733,1,0,2,1,3.308457640701476e-08,0.0467411525083703,0.0,0.1,0.0157066669362636,7.054625124494703e-18,0.0453594441256727,0.0,0.13,0.0397253454628633
152,724,1,1,3,0,0.1098612565234776,0.2877734745169258,0.0,0.16,0.0385487089413689,6.072245383640139e-11,0.3017379413089254,0.0,0.12,0.1017678069009919
153,530,0,0,0,1,0.977789830914757,0.5464368952846163,1.0,0.52,0.3565598367260703,2.0623017732577836e-08,0.4854187280775343,1.0,0.52,0.2811737661060766
154,550,1,1,3,1,0.0122361521079588,0.014751575129046,0.0,0.14,0.0483789739107155,1.0569645273312468e-11,0.0105736731515593,0.0,0.1,0.0566706360682594
155,698,0,1,1,1,0.0028596918055427,0.1313092934119885,0.0,0.01,0.0642754007824759,1.1940942325715653e-12,0.0745185631928866,0.0,0.01,0.166297816456239
156,230,0,0,0,0,0.0268255963501735,0.5201431577000878,0.0,0.17,0.0331642888530576,8.348109188510091e-12,0.4791378171679833,0.0,0.1,0.1855895259706352
157,325,0,0,0,1,7.8676790387514305e-19,0.1188112489090799,0.0,0.06,0.0106066408472722,1.326540824756244e-11,0.1394612258649421,0.0,0.07,0.1720498706680997
158,16,0,0,0,1,0.0001022748993546,0.0322564560463891,0.0,0.02,0.0251887517153091,3.820804844574413e-14,0.0203299896524937,0.0,0.01,0.0467551252712589
159,957,0,0,0,1,0.0038432400947876,0.071922152940696,0.0,0.16,0.0534483247028372,4.912091602827042e-12,0.0658227985790664,0.0,0.16,0.158345222157898
160,181,0,0,0,0,0.9993139297590156,0.6510259774067952,0.0,0.4,0.0320623987951961,7.650620698987557e-07,0.6055560172134035,0.0,0.39,0.1839058863364406
161,767,1,0,2,1,2.895100188551636e-05,0.0192871905043721,0.0,0.07,0.0063035002672559,1.0737885549991276e-14,0.018517345969995,0.0,0.06,0.0556618726176992
162,472,0,0,0,0,0.7763660910510765,0.6605026150259282,0.0,0.59,0.1099357967597477,1.6662389637708992e-09,0.6233118322084352,0.0,0.52,0.5153544475248728
