,sex,race,sex-race,two_year_recid,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
2540,Male,African-American,Male-African-American,1,1.0,0.4268516944977541,0.0,0.09283333333333334,0.2553771037064038,1.0,0.4241495954639205,0.25,0.27081746031746023,0.34225505421142816
2122,Male,Caucasian,Male-Caucasian,0,1.0,0.5062885085402385,0.0,0.28833333333333333,0.42264730253676797,1.0,0.4643651244651552,0.5,0.44549999999999995,0.3703200029215713
1153,Male,Caucasian,Male-Caucasian,0,1.0,0.21659300645336918,0.0,0.2885714285714286,0.1357789991691437,1.0,0.22814777224077273,0.0,0.41,0.20653901326127272
3225,Male,Hispanic,Male-Hispanic,0,1.0,0.3383564025367712,0.0,0.03,0.16502304291747005,1.0,0.40863179108281,0.3333333333333333,0.3060209235209233,0.2812533660596231
4059,Male,Caucasian,Male-Caucasian,1,1.0,0.44662506876785396,0.0,0.20776666666666663,0.315487524117969,1.0,0.5532574534388798,0.5882352941176471,0.5785771751843687,0.46461519600168827
4458,Female,African-American,Female-African-American,1,1.0,0.49314642809637416,0.0,0.2975,0.4420762889257704,1.0,0.547045515149239,1.0,0.94,0.6274878108932376
393,Female,African-American,Female-African-American,1,1.0,0.6814934782316041,1.0,0.63,0.7335594585690767,1.0,0.7527031004883843,0.0,0.5533333333333333,0.7813030386224302
5724,Male,African-American,Male-African-American,0,1.0,0.6120537282979965,0.0,0.6563333333333334,0.6638756174741708,1.0,0.5801655221735605,0.5,0.5581904761904761,0.5465969255037321
735,Female,Caucasian,Female-Caucasian,0,1.0,0.5584205566851904,1.0,0.7654761904761905,0.5433403158161885,1.0,0.5800900995179425,1.0,0.8524632034632036,0.6762180721564297
3874,Female,African-American,Female-African-American,1,1.0,0.48132547891276495,0.0,0.3367142857142858,0.5546901350587405,1.0,0.42846068136274995,0.5,0.4225,0.2937905829782736
5775,Male,Caucasian,Male-Caucasian,0,1.0,0.43927325129051153,0.2777777777777778,0.2656445066929352,0.2992356339430548,0.9999999999990905,0.45743266594255405,0.4666666666666667,0.45275626117275736,0.4101247573753003
2350,Male,African-American,Male-African-American,0,1.0,0.6021536301387742,1.0,0.65,0.5531746344021626,1.0,0.5852542255149067,0.6666666666666666,0.6571190476190477,0.6141126962573753
4469,Female,African-American,Female-African-American,0,4.575972724495707e-112,0.10554353696481236,0.0,0.04333333333333334,0.02104273659375023,1.3986184461318973e-136,0.11558933635222855,0.5,0.19649999999999995,0.03864693343619966
3325,Male,Caucasian,Male-Caucasian,1,1.0,0.8840414331678225,1.0,0.9066060606060605,0.9773322327978993,1.0,0.7932658701345966,0.5,0.8512142857142857,0.9322778094162759
2155,Male,African-American,Male-African-American,0,1.0,0.41617406172261656,1.0,0.2,0.3552187124038709,0.9999999999990905,0.3389872920285757,0.0,0.24222222222222217,0.4700444273320494
3738,Male,African-American,Male-African-American,1,1.0,0.41928263068964094,1.0,0.275,0.2898102639588293,0.9999999999072315,0.36327766857658056,1.0,0.6417857142857144,0.32764742994412455
5731,Male,Caucasian,Male-Caucasian,0,1.0,0.45343257978763,0.0,0.13,0.31597993426051346,0.9999999999427018,0.5001837581391891,0.5,0.27426190476190476,0.3569535893965289
2285,Male,Hispanic,Male-Hispanic,1,4.038412905778573e-309,0.08281143640027337,0.0,0.11655303030303031,0.0029325338820881982,0.0,0.15270638034825082,0.0,0.45604761904761904,0.029807705056253624
2717,Male,African-American,Male-African-American,1,1.0,0.4662245612005097,1.0,0.24291666666666667,0.3410977979943464,1.0,0.46051518598471314,0.0,0.09927380952380954,0.30414680505271047
5389,Male,Caucasian,Male-Caucasian,1,1.0,0.5027069892366467,0.0,0.49,0.48082569740326103,0.9999999999986358,0.4464378169163219,1.0,0.61,0.5135714995082677
1098,Male,African-American,Male-African-American,1,1.0,0.5878411553493105,0.0,0.38,0.5020287239970169,1.0,0.5883979736753456,1.0,0.45,0.5560136233889814
2636,Male,African-American,Male-African-American,1,1.0,0.5361725475348507,1.0,0.9670000000000001,0.6036655593402781,1.0,0.5491422558550023,0.6,0.5530833333333334,0.6035106022670306
3284,Male,Caucasian,Male-Caucasian,0,1.0,0.328652022224566,0.0,0.69,0.4214548598840583,0.9992522952694113,0.3411846713696785,0.5,0.5007499999999999,0.31271357722128446
5887,Male,Caucasian,Male-Caucasian,0,1.0,0.30104491685759766,0.0,0.20800000000000002,0.22231265258737562,0.9999999999995453,0.2647265905602152,0.0,0.09547619047619048,0.19342297525180682
850,Male,Hispanic,Male-Hispanic,0,1.0,0.12379330062108591,0.0,0.17,0.08321786322377872,0.9999999999809006,0.11761616055167733,0.0,0.07,0.09464546281391173
3978,Male,African-American,Male-African-American,1,1.0,0.4215815063171498,0.0,0.305219696969697,0.28741607233890737,1.0,0.5127124742646725,0.45454545454545453,0.4064525735702205,0.43433326156814545
1564,Male,African-American,Male-African-American,0,1.0,0.5094487094758187,0.0,0.5043888888888889,0.56780716038774,0.9999999999986358,0.5012850331491696,0.5,0.47458730158730167,0.6201245884608941
1037,Male,Other,Male-Other,1,1.0,0.8819129435936495,0.0,0.88,0.8100026503017737,1.0,0.6646001695859489,1.0,0.56,0.7328264166125303
373,Female,African-American,Female-African-American,0,1.0,0.36867736663922934,1.0,0.335,0.3368209477139034,0.999999999177362,0.3487717904530076,1.0,0.59,0.44619458842247256
375,Male,African-American,Male-African-American,0,1.0,0.28176041320983547,0.0,0.395,0.35194286478985026,0.9992564703091024,0.2648220081788342,0.0,0.3,0.42840850334880215
459,Male,African-American,Male-African-American,1,1.0,0.4386545044865471,1.0,0.6791666666666666,0.46440960678021276,6.851187969297496e-08,0.4588024380138307,0.0,0.6933333333333332,0.5156101082697434
3129,Male,African-American,Male-African-American,1,1.0,0.37969321992128435,0.4,0.3828553624737836,0.2278105107886729,0.999999999998181,0.4340840280078966,0.4,0.39907754315687755,0.3115943372488249
3408,Male,Caucasian,Male-Caucasian,1,1.0,0.5366866359055122,1.0,0.7733333333333334,0.5814773549692718,0.9999999999431566,0.5564255385218325,1.0,0.670904761904762,0.5352691185286939
4038,Male,African-American,Male-African-American,0,1.0,0.4310882010858624,0.0,0.6533333333333334,0.5396006771122852,1.0,0.41095663219699674,1.0,0.3563333333333334,0.40953749392299493
5348,Male,African-American,Male-African-American,1,1.0,0.46746046384386125,1.0,0.794,0.4476453641612061,1.0,0.4641387512586493,0.16666666666666666,0.20244777444777437,0.4481048835241168
2111,Male,Caucasian,Male-Caucasian,0,1.0,0.12406604793513824,0.0,0.0,0.07709496379994743,0.9999999999358806,0.11333460498896933,0.0,0.01,0.10486070659758201
2394,Male,Hispanic,Male-Hispanic,0,1.0,0.4492471836730681,0.0,0.21,0.3822849415471304,1.0,0.31841645663183643,0.0,0.33366666666666667,0.5019114623100094
4590,Female,African-American,Female-African-American,1,1.0,0.47722583841107796,0.7777777777777778,0.7955488590357005,0.3412132699012429,0.9999999999990905,0.49807441509797595,0.5714285714285714,0.5830814377592044,0.4400318239659557
606,Male,Caucasian,Male-Caucasian,1,1.2934895903798706e-33,0.08970178937930678,0.0,0.20139682539682538,0.07773707432203923,4.752625914221976e-58,0.13432038585047096,1.0,0.17858333333333334,0.09115006942743754
518,Male,African-American,Male-African-American,1,1.3901218449828115e-66,0.46459582980846276,0.0,0.4286190476190476,0.11722406197070631,1.0,0.5766349142775317,1.0,0.654198953823954,0.49687680095332737
1675,Male,African-American,Male-African-American,1,1.0,0.3470949508834513,0.0,0.14,0.3180590128943526,1.0,0.27014410459639343,0.0,0.20666666666666667,0.45203417999677825
4833,Male,African-American,Male-African-American,0,1.0,0.4526907631620767,1.0,0.3949999999999999,0.5385043635621886,1.0,0.4444108611191188,0.5,0.47733333333333333,0.4368525673838182
3412,Male,African-American,Male-African-American,0,1.0,0.6547421711044185,1.0,0.8233333333333335,0.5719551925732548,1.0,0.5291654638614809,1.0,0.8,0.6015154836694663
3530,Male,African-American,Male-African-American,1,1.0,0.5723527100955365,1.0,0.5158333333333333,0.5210717921683674,0.9999993779171862,0.5661465092286903,1.0,0.5278712121212121,0.5793689025286363
391,Male,African-American,Male-African-American,1,1.0,0.9741423009477022,0.0,0.705,0.7527728748396092,1.0,0.9598025338144618,0.0,0.528,0.8911633674699839
106,Male,Caucasian,Male-Caucasian,0,1.0,0.26994790038314376,0.0,0.56,0.2943102462282648,0.9999999999708962,0.23518347821715563,0.5,0.42692735042735047,0.28398958418348974
959,Male,African-American,Male-African-American,0,1.0,0.3864518307364303,0.0,0.26,0.3240256977645619,0.9999999999986358,0.40863122034648375,0.0,0.28,0.4089882692464892
2109,Male,Caucasian,Male-Caucasian,1,1.0,0.5648501972686513,0.0,0.21166666666666667,0.7153650797777852,1.0,0.5288966626613877,0.375,0.3654547397047397,0.5887755641798713
5847,Female,Hispanic,Female-Hispanic,0,1.0,0.25373610006930525,0.0,0.41666666666666674,0.11520116427364772,1.0,0.24088510416333458,0.0,0.28550000000000003,0.2291256194774081
3885,Male,African-American,Male-African-American,1,1.0,0.6250840703789785,1.0,0.600797619047619,0.6438434358927344,1.0,0.5971572901339134,0.45454545454545453,0.5943141425567896,0.5762490539202013
1964,Male,African-American,Male-African-American,1,1.0,0.5588787832026605,1.0,0.98,0.5392386457504273,1.0,0.589746646067805,1.0,1.0,0.6086789366473085
1837,Male,African-American,Male-African-American,1,1.0,0.4377838120264052,1.0,0.831,0.43732665674248355,1.0,0.4174093637327733,0.14285714285714285,0.13913954101454098,0.3879515781905265
419,Male,African-American,Male-African-American,0,1.0,0.4070903021589306,1.0,0.6,0.22651390517009112,1.0,0.3901862337683712,1.0,0.71,0.31890793176073656
1889,Male,African-American,Male-African-American,1,1.0,0.24472221725554,0.0,0.08285714285714285,0.1775202176663132,0.9999764464168889,0.2324895555823366,0.0,0.10828571428571429,0.15433877063251702
2867,Male,African-American,Male-African-American,1,1.0,0.3938802286723064,0.6666666666666666,0.6571456876456875,0.29315661675473104,1.0,0.42192408321757396,0.0,0.1836340326340326,0.2685035930602189
784,Male,African-American,Male-African-American,1,1.0,0.6780248177590585,1.0,0.99,0.7328497826864461,1.0,0.6422461246826598,1.0,1.0,0.7179562488524777
