,sex,race,sex-race,two_year_recid,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
575,Male,African-American,Male-African-American,1,1.0,0.6943927872821156,0.0,0.3266666666666667,0.7402955282948792,1.0,0.8353639548159646,1.0,0.2713333333333333,0.8241487109363688
3472,Male,African-American,Male-African-American,0,1.0,0.06717782508174845,1.0,0.09,0.03895219525445283,1.624158603280903e-44,0.08333763594179744,0.0,0.015666666666666666,0.09223392562494999
669,Female,African-American,Female-African-American,0,1.0,0.19247272648829825,0.05,0.04687688133721859,0.20819207010456767,1.0,0.275778310427422,0.5,0.4008475980190685,0.2586488971363036
1351,Male,African-American,Male-African-American,0,0.0,0.04186010736013502,0.0,0.0,0.0035935687621036997,1.0,0.1251232341015605,0.046511627906976744,0.14596027422232508,0.11450361335836834
2191,Male,Caucasian,Male-Caucasian,0,1.0,0.14131742115329632,1.0,0.8331327561327562,0.16856308311480397,1.0,0.3981768906554204,0.3333333333333333,0.33742436974789913,0.37505602411532396
1945,Male,African-American,Male-African-American,0,1.0,0.18430649930732176,0.10526315789473684,0.09855289238191077,0.1831861419856135,1.0,0.2570255640733101,0.0,0.032960161434136014,0.23977308980891374
2577,Male,Caucasian,Male-Caucasian,0,1.0,0.1605487279192822,0.0,0.04666666666666667,0.15387336312039882,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
1767,Male,Caucasian,Male-Caucasian,0,1.0,0.1289638505660091,0.0,0.20285714285714285,0.13167979032563643,1.0,0.15796966470488977,0.11224489795918367,0.19429194852096532,0.14484622472362382
1052,Male,Caucasian,Male-Caucasian,0,1.0,0.34039892655890724,0.0,0.555,0.3484620868943125,1.0,0.4649690164765107,0.0,0.13383333333333333,0.4436343874256772
1016,Male,African-American,Male-African-American,0,0.0,0.11185456828671762,0.0,0.3,0.02118913268023271,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
3211,Male,African-American,Male-African-American,0,1.0,0.08100057905258147,0.0,0.03,0.056736677027553646,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
2338,Male,Caucasian,Male-Caucasian,0,1.0,0.19828941005282785,0.0,0.14,0.1794144594669718,1.0,0.29449052843416956,0.0,0.30083333333333334,0.2524682214791724
2506,Female,African-American,Female-African-American,0,1.0,0.1691942546965158,0.2857142857142857,0.2612474469974469,0.168409524813593,1.0,0.2570255640733101,0.0,0.032960161434136014,0.23977308980891374
2401,Male,Caucasian,Male-Caucasian,0,1.0,0.08296712065303363,0.0,0.02,0.077382677532525,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.18158035759413166
1349,Male,Hispanic,Male-Hispanic,0,1.0,0.17019077751573122,0.0,0.08208333333333334,0.20635802720898636,1.0,0.256769292407525,0.15916955017301038,0.3365889552676238,0.23716989315206052
3831,Male,African-American,Male-African-American,0,1.0,0.20058415580963948,1.0,0.7433333333333334,0.24976505784736658,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
3929,Male,Caucasian,Male-Caucasian,0,1.0,0.022657402033395183,1.0,0.33,0.026121665527764796,1.0,0.02270408742175492,0.0,0.12583333333333335,0.018521730556360753
2384,Male,Caucasian,Male-Caucasian,0,1.0,0.07739767732195627,0.0,0.0,0.08822577259360358,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
1168,Male,African-American,Male-African-American,0,1.0,0.22964102075038734,0.0,0.3,0.22391721495017392,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
3650,Female,African-American,Female-African-American,0,1.0,0.06507442896942969,0.0,0.02,0.1251947676096084,1.0,0.06435864596316222,0.029411764705882353,0.14741953938031913,0.05263115881304862
1922,Male,Caucasian,Male-Caucasian,0,1.0,0.15242008092327194,0.0,0.015492424242424243,0.1624542993677821,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559094437454832
812,Male,African-American,Male-African-American,0,1.0,0.19357441007202178,0.0,0.06,0.23807509421762196,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
1797,Male,African-American,Male-African-American,1,1.0,0.17586527141861152,0.0,0.59,0.21288751681253185,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
800,Female,African-American,Female-African-American,1,1.0,0.4917952940428182,1.0,0.68,0.5446705664336026,1.0,0.3981768906554204,0.3333333333333333,0.33742436974789913,0.37505602411532396
2144,Female,African-American,Female-African-American,0,1.0,0.02096280820942551,0.0,0.02,0.023541882315208828,1.0,0.06435864596316222,0.029411764705882353,0.14741953938031913,0.05263115881304862
684,Male,African-American,Male-African-American,0,0.0,0.03946093744542593,0.0,0.01,0.0028847065337869763,1.0,0.12527026055791765,0.11363636363636363,0.05723514546969046,0.11595419494189127
2395,Male,Other,Male-Other,0,1.0,0.09290812897634133,0.0,0.02,0.08754340484447362,1.0,0.1251232341015605,0.046511627906976744,0.14596027422232508,0.11450344892679407
675,Male,African-American,Male-African-American,0,1.0,0.05782796929261237,0.0,0.0,0.060958739835134536,1.0,0.1058340418409018,0.07368421052631578,0.1680572628277631,0.0870249666634962
89,Male,Caucasian,Male-Caucasian,0,1.0,0.042930402448300646,0.0,0.09,0.04826068005492723,1.0,0.06435864596316222,0.029411764705882353,0.14741953938031913,0.05263115881304862
2165,Male,African-American,Male-African-American,0,1.0,0.04136517397659281,0.0,0.018333333333333333,0.0461362221447644,1.0,0.10596114765346262,0.09174311926605505,0.11316110359928715,0.08816209558916896
375,Male,African-American,Male-African-American,0,1.0,0.09785549310949777,0.0,0.011000000000000001,0.07512337446527173,1.0,0.2570255640733101,0.0,0.032960161434136014,0.23975371202510087
3798,Male,African-American,Male-African-American,0,1.0,0.08908152153901656,0.0,0.02,0.08312325533623065,1.0,0.1058340418409018,0.07368421052631578,0.1680572628277631,0.0870249666634962
663,Male,African-American,Male-African-American,0,1.0,0.13618396610724523,0.0,0.02,0.15868584593234317,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
3739,Male,Other,Male-Other,0,1.0,0.20533236224430843,0.0,0.1805238095238095,0.20572533882165675,1.0,0.3984986241769621,0.0,0.13383333333333333,0.3784218840740939
1086,Male,African-American,Male-African-American,0,1.0,0.07539616781969392,0.0,0.0,0.06954194821871199,1.0,0.15796966470488977,0.11224489795918367,0.19429194852096532,0.14484602384642262
2926,Male,Caucasian,Male-Caucasian,0,1.0,0.14859744313436188,0.0,0.03,0.08883146506159953,1.0,0.29449052843416956,0.0,0.30083333333333334,0.2524682214791724
541,Male,Caucasian,Male-Caucasian,0,0.0,0.09573824671325044,0.0,0.03,0.006113747229222878,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
1775,Female,African-American,Female-African-American,0,0.0,0.13886178446311748,0.0,0.23,0.030541025539335742,1.0,0.275778310427422,0.5,0.4008475980190685,0.2586285128331975
2456,Male,African-American,Male-African-American,0,1.0,0.1585999593979517,0.0,0.2383333333333333,0.19122762602404178,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
1815,Male,African-American,Male-African-American,0,1.0,0.14820395094624542,0.0,0.0,0.19192439402438238,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
3144,Female,Caucasian,Female-Caucasian,0,1.0,0.18452627254707732,0.0625,0.06858587691566892,0.2011120573610085,1.0,0.275778310427422,0.5,0.4008475980190685,0.2586488971363036
1987,Male,Other,Male-Other,1,1.0,0.27324357970620305,0.0,0.15,0.2780718646021696,1.0,0.3355707322025984,0.0,0.16202380952380957,0.3172818566641658
3656,Female,African-American,Female-African-American,0,1.0,0.0419601028944177,0.0,0.02,0.04211231067993774,1.0,0.1251232341015605,0.046511627906976744,0.14596027422232508,0.11450361335836834
400,Male,Hispanic,Male-Hispanic,0,1.0,0.12700423059635033,0.0,0.03,0.0900636959234896,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
3297,Male,Other,Male-Other,0,1.0,0.17080542838947216,0.0,0.1,0.16717623622238617,1.0,0.21314752085608846,0.0,0.25411125516570776,0.19706278138844965
3249,Male,African-American,Male-African-American,1,1.0,0.3609588594400803,0.0,0.195,0.38018869109703546,1.0,0.275778310427422,0.5,0.4008475980190685,0.2586285128331975
3289,Male,African-American,Male-African-American,0,1.0,0.10842952097842223,0.0,0.028333333333333335,0.12324877498174142,1.0,0.15796966470488977,0.11224489795918367,0.19429194852096532,0.14484622472362382
1733,Female,Caucasian,Female-Caucasian,0,1.0,0.09122330837406846,0.0,0.03,0.08602570193334413,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.18158035759413166
2062,Male,Other,Male-Other,0,1.0,0.05472836168442649,0.0,0.0,0.06973136927281504,1.0,0.022733893203980577,0.043478260869565216,0.08831644718877203,0.018784152278315903
495,Male,Other,Male-Other,0,1.0,0.07239666322814624,0.0,0.01,0.1012147241170972,1.0,0.06435864596316222,0.029411764705882353,0.14741953938031913,0.05263115881304862
2655,Male,Caucasian,Male-Caucasian,0,1.0,0.1366682819678594,0.0,0.0325,0.1590197234720937,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
2747,Male,Caucasian,Male-Caucasian,0,1.0,0.09932652189357512,1.0,0.5496666666666666,0.10854782102844802,1.0,0.12527026055791765,0.11363636363636363,0.05723514546969046,0.11596509305740418
2879,Male,African-American,Male-African-American,0,1.0,0.13776571030573379,0.0,0.04,0.16442265309821966,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
3132,Male,African-American,Male-African-American,0,0.0,0.09859005852853064,0.0,0.06,0.010915103299557334,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
2047,Male,Hispanic,Male-Hispanic,0,1.0,0.12360871047620464,0.5,0.47954761904761894,0.14691349703361634,1.0,0.256769292407525,0.15916955017301038,0.3365889552676238,0.23716989315206052
490,Male,African-American,Male-African-American,1,1.0,0.1990825696601246,0.0,0.16,0.07414788411312732,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
712,Male,African-American,Male-African-American,0,1.0,0.23707907243969714,0.0,0.01,0.23119387384767898,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
2513,Female,African-American,Female-African-American,0,1.0,0.17662345495866777,0.16666666666666666,0.15976154401154397,0.17471740084322704,1.0,0.2570255640733101,0.0,0.032960161434136014,0.23977308980891374
2938,Male,African-American,Male-African-American,0,1.0,0.05967970084601212,0.0,0.31,0.04294715743495314,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
1658,Female,African-American,Female-African-American,0,1.0,0.18559292546484912,0.0,0.05333333333333333,0.23027438855212473,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
2096,Male,African-American,Male-African-American,0,1.0,0.8926754562904103,0.0,0.64,0.9714890242453929,1.0,0.7943611825222897,1.0,0.5108809523809523,0.779102578226478
2245,Male,African-American,Male-African-American,0,1.0,0.13221414169583004,0.0,0.05,0.13063052399137232,1.0,0.1977051030921176,0.1337579617834395,0.057458763651883696,0.18370464972455317
1676,Male,African-American,Male-African-American,0,1.0,0.1458286242779622,0.0,0.0,0.15359645075870937,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559094437454832
2957,Male,African-American,Male-African-American,1,0.0,0.23514138109962618,1.0,0.75,0.047864435977706524,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
197,Female,African-American,Female-African-American,0,1.0,0.17115016044804338,0.0,0.02,0.18013544699416326,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
366,Female,African-American,Female-African-American,0,1.0,0.16996691658808838,1.0,0.52,0.16364281106356826,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
1389,Male,Caucasian,Male-Caucasian,0,1.0,0.06277870588733359,0.3333333333333333,0.28207251082251084,0.07772908665320954,1.0,0.10596114765346262,0.09174311926605505,0.11316110359928715,0.08817064214243292
909,Male,African-American,Male-African-American,0,1.0,0.13318679522415636,0.0,0.1274206349206349,0.13097106039425865,1.0,0.256769292407525,0.15916955017301038,0.3365889552676238,0.23716959974760868
784,Male,Caucasian,Male-Caucasian,0,1.0,0.04468764364541192,0.0,0.02,0.03262568901807365,1.0,0.12527026055791765,0.11363636363636363,0.05723514546969046,0.11595419494189127
3046,Male,African-American,Male-African-American,0,1.0,0.12842602493067562,0.0,0.04,0.12559596812601942,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.18158035759413166
3858,Male,Caucasian,Male-Caucasian,1,1.0,0.11872358461036513,1.0,0.49,0.12406309996656105,1.0,0.15796966470488977,0.11224489795918367,0.19429194852096532,0.14484622472362382
708,Male,Other,Male-Other,0,0.0,0.13077546971945103,0.0,0.02333333333333333,0.015837185740828097,1.0,0.256769292407525,0.15916955017301038,0.3365889552676238,0.23716989315206052
11,Female,Caucasian,Female-Caucasian,0,0.0,0.1523692037240936,0.0,0.0806904761904762,0.027758773352911676,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
2555,Male,Caucasian,Male-Caucasian,0,1.0,0.6672542631762775,1.0,0.2995,0.72991630309546,1.0,0.275778310427422,0.5,0.4008475980190685,0.2585969908906545
2924,Male,Caucasian,Male-Caucasian,0,1.0,0.08242259097736497,0.0,0.000689655172413793,0.07568637243141844,1.0,0.275778310427422,0.5,0.4008475980190685,0.2586285128331975
2630,Male,Hispanic,Male-Hispanic,0,0.0,0.10190693236029513,0.0,0.006068376068376069,0.025058750409308748,1.0,0.275778310427422,0.5,0.4008475980190685,0.2586285128331975
2377,Male,Caucasian,Male-Caucasian,0,1.0,0.06062645727586016,0.0,0.0,0.06273544606985239,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
2252,Male,African-American,Male-African-American,0,1.0,0.5261604478623149,1.0,0.445,0.6243372947123957,1.0,0.46463507177469426,0.3333333333333333,0.33742436974789913,0.4401253751481088
2368,Male,Caucasian,Male-Caucasian,0,1.0,0.20765747232582413,0.0,0.07,0.1942729017003947,1.0,0.586149238807027,0.0,0.39778571428571424,0.5363539202397662
2341,Male,Caucasian,Male-Caucasian,0,1.0,0.07592886756764386,0.0,0.03,0.14180964391990558,1.0,0.1058340418409018,0.07368421052631578,0.1680572628277631,0.0870249666634962
193,Male,Caucasian,Male-Caucasian,0,1.0,0.12560546778692208,0.0,0.0,0.12842988193687918,1.0,0.256769292407525,0.15916955017301038,0.3365889552676238,0.23716989315206052
3505,Male,Other,Male-Other,1,1.0,0.08593948758864091,0.0,0.0,0.09880061068908304,1.0,0.1251232341015605,0.046511627906976744,0.14596027422232508,0.11450361335836834
1305,Male,Caucasian,Male-Caucasian,0,1.0,0.03988618643953177,0.0,0.08083333333333333,0.027014258642249014,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
2657,Male,Caucasian,Male-Caucasian,1,1.0,0.07079515305295934,0.0,0.01,0.07107207638489793,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
1898,Male,African-American,Male-African-American,0,1.0,0.04780499311900846,0.0,0.03,0.04738499304615535,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
556,Female,African-American,Female-African-American,0,0.0,0.17777428175362509,0.0,0.12766666666666665,0.01876022692286484,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
1604,Male,African-American,Male-African-American,0,1.0,0.5303818311073161,0.0,0.16,0.6379912270929722,1.0,0.835179245731666,1.0,0.5108809523809523,0.822061558938474
3048,Female,African-American,Female-African-American,0,1.0,0.12349160322669836,0.0,0.022857142857142857,0.09073469230922601,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
948,Female,African-American,Female-African-American,0,1.0,0.1333555772913672,0.0,0.0,0.13706969403121094,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559094437454832
3395,Male,Hispanic,Male-Hispanic,0,1.0,0.18228992461867863,0.0,0.195,0.21551007525975374,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
3140,Female,African-American,Female-African-American,0,1.0,0.2115558453768769,1.0,0.56,0.21058882055799957,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
156,Male,Caucasian,Male-Caucasian,0,1.0,0.14363764270073542,0.0,0.04,0.0983176271815989,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
2593,Male,African-American,Male-African-American,0,1.0,0.0504117680182812,0.0,0.04,0.034258300487877605,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
2876,Male,African-American,Male-African-American,0,1.0,0.24388573247402537,0.0,0.16,0.2126563415717878,1.0,0.2570255640733101,0.0,0.032960161434136014,0.23975371202510087
718,Female,Caucasian,Female-Caucasian,0,1.0,0.07688767308747328,0.0,0.015,0.09226241053574981,1.0,0.10596114765346262,0.09174311926605505,0.11316110359928715,0.08817064214243292
1317,Male,Caucasian,Male-Caucasian,0,1.0,0.07763405904003709,0.0,0.13,0.06475513256794202,1.0,0.15814831055032885,0.1337579617834395,0.057458763651883696,0.14661755312354569
2613,Male,African-American,Male-African-American,0,1.0,0.032850804214969005,0.0,0.0,0.03769710217695307,1.0,0.06435864596316222,0.029411764705882353,0.14741953938031913,0.05263115881304862
1607,Male,African-American,Male-African-American,1,1.0,0.12072336742071924,0.0,0.01,0.1254668794738524,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559094437454832
2708,Female,African-American,Female-African-American,0,1.0,0.21224978948404852,0.25,0.21562698412698406,0.21369163899040813,1.0,0.1977051030921176,0.1337579617834395,0.057458763651883696,0.18372059215450856
3186,Male,Caucasian,Male-Caucasian,0,1.0,0.14109300408042533,0.0,0.0675,0.1454314163279268,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
870,Male,Caucasian,Male-Caucasian,0,1.0,0.0659059438524176,0.14285714285714285,0.14675364912864908,0.08090537465997218,1.0,0.10596114765346262,0.09174311926605505,0.11316110359928715,0.08817064214243292
350,Male,Caucasian,Male-Caucasian,0,1.0,0.17390278878529536,0.0,0.04,0.16183737964342348,1.0,0.3265974535796832,0.3333333333333333,0.3405085440602781,0.3034670798053152
3137,Male,African-American,Male-African-American,0,1.0,0.03235729845191716,0.0,0.0,0.03372588136694079,1.0,0.1251232341015605,0.046511627906976744,0.14596027422232508,0.11450361335836834
3123,Male,African-American,Male-African-American,0,1.0,0.16846143730661362,1.0,0.8508333333333334,0.2033875776385599,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
617,Male,African-American,Male-African-American,1,1.0,0.0528250626882426,0.0,0.01,0.049654234045418674,1.0,0.1058340418409018,0.07368421052631578,0.1680572628277631,0.0870249666634962
1899,Male,African-American,Male-African-American,0,1.0,0.15692643051180377,1.0,0.06,0.1312541469737531,1.0,0.2570255640733101,0.0,0.032960161434136014,0.23975371202510087
2324,Male,Hispanic,Male-Hispanic,1,1.0,0.11785253403784822,0.0,0.04,0.08489616205466528,1.0,0.15796966470488977,0.11224489795918367,0.19429194852096532,0.14484622472362382
1214,Male,Other,Male-Other,0,1.0,0.01671302532615896,0.0,0.0,0.012493955591483271,1.0994944791208085e-47,0.011132732831402863,0.0,0.052333333333333336,0.011193519607534548
2320,Male,Other,Male-Other,0,1.0,0.12400555122157401,0.2,0.2138073593073593,0.1299449003645827,1.0,0.12527026055791765,0.11363636363636363,0.05723514546969046,0.11596509305740418
2911,Male,African-American,Male-African-American,0,1.0,0.11075316050444542,0.0,0.006178571428571429,0.10130563750287738,1.0,0.2570255640733101,0.0,0.032960161434136014,0.23975371202510087
2110,Male,African-American,Male-African-American,0,1.0,0.20206295665043703,0.25,0.2374761904761905,0.20261372355576746,1.0,0.2570255640733101,0.0,0.032960161434136014,0.23977308980891374
533,Male,African-American,Male-African-American,0,1.0,0.3564639645937518,1.0,0.6,0.4395169438610465,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
3005,Male,Caucasian,Male-Caucasian,0,1.0,0.07760603910517816,0.25,0.11975505050505049,0.09338135486983978,1.0,0.06443952992181337,0.046511627906976744,0.08753623409554727,0.05335050231103324
1940,Male,African-American,Male-African-American,0,1.0,0.13888914800993082,1.0,0.43,0.16589615111905776,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
3500,Female,Caucasian,Female-Caucasian,0,0.0,0.09705721764383662,0.0,0.01,0.018201842413191782,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
3744,Male,African-American,Male-African-American,1,1.0,0.24131673327468922,0.0,0.04,0.2459562273683859,1.0,0.1977051030921176,0.1337579617834395,0.057458763651883696,0.18372059215450856
406,Male,African-American,Male-African-American,0,1.0,0.06682148540820648,0.0,0.0,0.06904171319575908,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
1785,Male,Caucasian,Male-Caucasian,0,1.0,0.1492121704745053,0.3333333333333333,0.34121428571428575,0.17963074709551766,1.0,0.3265974535796832,0.3333333333333333,0.3405085440602781,0.3034670798053152
1041,Male,African-American,Male-African-American,1,1.0,0.8146452641096203,1.0,0.59,0.9923781284154133,1.0,0.5492194111787861,1.0,0.6218241975813966,0.5241720031415708
3316,Male,Other,Male-Other,0,1.0,0.1382700962660441,0.0,0.0,0.15092645758249698,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559094437454832
2965,Male,Caucasian,Male-Caucasian,0,1.0,0.054650878171812765,1.0,0.66,0.048778000907168995,1.0,0.27551027452910076,0.3333333333333333,0.3379243065270052,0.2559097525557841
3042,Male,African-American,Male-African-American,0,1.0,0.06130195321353376,0.0,0.02,0.06429170269033879,1.0,0.06435864596316222,0.029411764705882353,0.14741953938031913,0.05263115881304862
2564,Male,African-American,Male-African-American,0,1.0,0.12792450441661596,0.0,0.1,0.12286211706091439,1.0,0.10596114765346262,0.09174311926605505,0.11316110359928715,0.08816209558916896
3003,Male,Hispanic,Male-Hispanic,0,0.0,0.13038147962042482,0.0,0.04666666666666667,0.018589449360643485,1.0,0.19749225599213732,0.11224489795918367,0.19429194852096532,0.1815805985983457
