,sex,race,sex-race,two_year_recid,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
475,Male,African-American,Male-African-American,1,1.0,0.978474837268372,1.0,0.84,0.999002732801399,0.9365952885423066,0.6157895021692784,0.8412698412698413,0.8394419227424451,0.6271714182809982
3105,Male,African-American,Male-African-American,1,1.0,0.22393357550350385,0.0,0.0975,0.20064464737091592,0.16427016163336616,0.16840213893795802,0.1956521739130435,0.13683127534504064,0.2341518735312995
4056,Female,African-American,Female-African-American,1,3.262020665060181e-124,0.529436976654715,1.0,0.475,0.5026552308878027,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
4916,Male,Caucasian,Male-Caucasian,1,1.0,0.7169013256985661,0.0,0.33,0.7021847489837799,0.6854391334716347,0.3695282311635049,0.5,0.4489262942939412,0.4709308146592649
2673,Male,Caucasian,Male-Caucasian,0,1.0,0.6897316226350803,1.0,0.5925,0.7030338824150671,0.9365952885423066,0.6157895021692784,0.8412698412698413,0.8394419227424451,0.6271714182809982
6145,Male,African-American,Male-African-American,1,1.0,0.38126963262634395,1.0,0.8566666666666666,0.27484209854683445,0.24728783196066845,0.3045558022659177,0.0,0.14095095591730594,0.3550400190861201
246,Male,Caucasian,Male-Caucasian,1,1.0,0.5276994948510231,1.0,0.79,0.49050979216773205,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
4933,Female,Hispanic,Female-Hispanic,0,0.0,0.25398964804663315,0.0,0.20084516565246788,0.1219927729961997,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
2720,Male,African-American,Male-African-American,1,1.0,0.4679974965050618,0.5714285714285714,0.5629924242424241,0.4306957036368166,0.24728783196066845,0.3045558022659177,0.0,0.14095095591730594,0.35504001908612587
801,Male,African-American,Male-African-American,0,1.0,0.6405606874573969,0.0,0.8306428571428571,0.5987106708103193,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
2298,Male,Caucasian,Male-Caucasian,1,1.0,0.37421177229134045,0.0,0.07666666666666666,0.37848739843426993,0.4435849636082226,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.2429523309950078
640,Female,African-American,Female-African-American,1,1.0,0.9229869058814163,1.0,0.7493333333333332,0.9276363460831741,0.8894385254446611,0.4409641292430096,0.75,0.7938363115642528,0.5433020672966429
1739,Male,African-American,Male-African-American,0,1.0,0.617906751905433,0.0,0.705,0.7147764165241016,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
1469,Male,Caucasian,Male-Caucasian,1,1.0,0.3601736236875699,1.0,0.69,0.33743630980144457,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
5563,Male,Caucasian,Male-Caucasian,1,0.9999999999984084,0.26317216264714394,0.0,0.18375,0.2917530905993717,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
2557,Male,African-American,Male-African-American,1,1.0,0.6347570975879514,1.0,0.65,0.7540848600515018,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
4942,Male,Hispanic,Male-Hispanic,0,1.0,0.3116889422097163,0.0,0.205,0.23871210823911115,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
977,Male,Caucasian,Male-Caucasian,0,1.0,0.49268733806586046,0.0,0.08,0.5920903973468251,0.24728783196066845,0.3045558022659177,0.0,0.14095095591730594,0.35504001908612587
4218,Male,African-American,Male-African-American,1,1.0,0.5461819567833005,1.0,0.6933333333333332,0.5775434157921047,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.42387001196063767
6146,Male,Caucasian,Male-Caucasian,0,1.0,0.3134525357382654,0.0,0.59,0.24307554599506456,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
2656,Male,Caucasian,Male-Caucasian,0,1.0,0.46235539494387645,0.5,0.5616666666666666,0.4945288790077802,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
863,Male,Hispanic,Male-Hispanic,1,1.0,0.19727737417067998,0.0,0.142,0.1219927729961997,0.17541025343652805,0.10655785718575718,0.17333333333333334,0.249973101692108,0.1787230674085552
87,Female,Caucasian,Female-Caucasian,1,1.0,0.2995158323489152,0.0,0.03833333333333333,0.23136439722229304,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
1756,Male,Caucasian,Male-Caucasian,0,9.373799316302362e-51,0.2385899045226206,0.0,0.26,0.2572746588485997,0.4205157795265714,0.21416450343051188,0.2857142857142857,0.38238754021598986,0.29008677041307285
5130,Male,Caucasian,Male-Caucasian,1,1.0,0.24676578105193922,1.0,0.402,0.262756662575718,0.4205157787432997,0.21416450343051188,0.2857142857142857,0.38238754021598986,0.29008677041306835
1598,Male,Caucasian,Male-Caucasian,1,1.0,0.6894935365605007,0.0,0.29,0.6095027358345878,0.9365952885423066,0.6157895021692784,0.8412698412698413,0.8394419227424451,0.6271714182809982
3456,Male,African-American,Male-African-American,0,1.0,0.36776089688462493,0.09090909090909091,0.0767254534681005,0.40781148824034913,0.2652030149045807,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329851
1406,Male,African-American,Male-African-American,0,1.0,0.8639083062740263,0.0,0.81,0.8869699651078395,0.7022252043785476,0.2566143580117298,0.75,0.6468813580210641,0.3878361695914737
3950,Male,African-American,Male-African-American,1,1.0,0.3654370320814255,0.0,0.4000858585858586,0.9850512652774592,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
2716,Female,African-American,Female-African-American,0,1.0,0.4005645019275848,0.0,0.297,0.35162560819586886,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.36621138118457
2225,Male,African-American,Male-African-American,1,1.0,0.3184552554768068,0.0,0.69,0.5301528321371366,0.17758997658770984,0.1598523339018872,0.1956521739130435,0.1908099457937035,0.1936270841657227
4299,Male,African-American,Male-African-American,0,1.0,0.45648085748305783,1.0,0.7096666666666667,0.5066218913506589,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
2917,Male,African-American,Male-African-American,1,1.0,0.2954281851099221,0.0,0.045,0.5525028218874414,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
5223,Male,Other,Male-Other,1,1.0,0.3261255031051994,1.0,0.39,0.4478862111118061,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
5090,Male,Caucasian,Male-Caucasian,0,1.0,0.8438890445752586,0.0,0.7866666666666666,0.9391903872652432,0.9307766919749296,0.630426660852923,0.8412698412698413,0.7360222419772371,0.6817225896489715
1453,Female,Hispanic,Female-Hispanic,0,1.0,0.22431432002043275,0.2857142857142857,0.2944258796758795,0.23183878456073562,0.16427016040945808,0.16840213893795802,0.1956521739130435,0.13683127534504064,0.23415187353130007
1209,Male,African-American,Male-African-American,0,1.0,0.17945624774867847,0.0,0.07952380952380952,0.20087359413405578,0.17758997658770984,0.1598523339018872,0.1956521739130435,0.1908099457937035,0.1936270841657227
5865,Male,Caucasian,Male-Caucasian,0,1.654959496023981e-34,0.10224887667876806,0.0,0.03,0.1219927729961997,0.16427016163336616,0.16840213893795802,0.1956521739130435,0.13683127534504064,0.2341518735312995
2112,Female,Caucasian,Female-Caucasian,0,1.0,0.1736601165842247,0.0,0.006666666666666666,0.18293383555213347,0.17758997658770984,0.1598523339018872,0.1956521739130435,0.1908099457937035,0.1936270841657227
5776,Male,Other,Male-Other,0,1.0,0.17557733290455932,0.2,0.1874385059385059,0.20422366816971288,0.05448032720748122,0.08140679632518884,0.23076923076923078,0.12680194364468972,0.14002598681246878
3548,Male,African-American,Male-African-American,0,1.0,0.1479790774156004,0.0,0.013888888888888888,0.1872165129835447,0.05448032720748122,0.08140679632518884,0.23076923076923078,0.12680194364468972,0.14002598681246878
573,Female,Caucasian,Female-Caucasian,0,1.5128597533071198e-33,0.11801358778894909,0.0,0.42797222222222225,0.1219927729961997,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
4542,Male,African-American,Male-African-American,1,1.0,0.20682480634177589,0.0,0.049333333333333326,0.18902705586048404,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
3835,Male,African-American,Male-African-American,1,1.0,0.4518675275105956,0.46153846153846156,0.46354872091273014,0.46937859485944483,0.24728783196066845,0.3045558022659177,0.0,0.14095095591730594,0.35504001908612587
4970,Male,Other,Male-Other,1,1.0,0.14974765480972332,0.0,0.0,0.19922547495842471,0.05448032720748122,0.08140679632518884,0.23076923076923078,0.12680194364468972,0.14002598681246878
3107,Male,Hispanic,Male-Hispanic,0,1.0,0.21160125102133895,0.0,0.06,0.21256867895490703,0.17541025343652805,0.10655785718575718,0.17333333333333334,0.249973101692108,0.1787230674085552
1833,Female,Caucasian,Female-Caucasian,0,1.0,0.2297938797496205,0.0,0.166,0.313924399330269,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
5928,Male,Caucasian,Male-Caucasian,1,1.0,0.7299599015031484,1.0,0.87,0.8425243430179199,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
480,Male,Hispanic,Male-Hispanic,0,1.0,0.6043287003794675,1.0,0.45,0.533160053143113,0.9307766919749296,0.630426660852923,0.8412698412698413,0.7360222419772371,0.6817225896489761
4662,Male,African-American,Male-African-American,0,1.0,0.5440158740187979,0.0,0.33166666666666667,0.5023635488467871,0.4435849636082226,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.2429523309950078
5645,Female,Caucasian,Female-Caucasian,1,1.0,0.8095947087125798,1.0,0.845,0.9998661076069197,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
4529,Male,Caucasian,Male-Caucasian,0,1.0,0.06772847582192552,0.0,0.0,0.18713490304098832,0.17541025343652805,0.10655785718575718,0.17333333333333334,0.249973101692108,0.1787230674085552
2700,Female,Caucasian,Female-Caucasian,1,3.4611376104266544e-208,0.10343092956146847,0.0,0.3,0.1219927729961997,0.05448032751191377,0.08140679632518884,0.23076923076923078,0.12680194364468972,0.1400259868124684
3104,Male,African-American,Male-African-American,1,1.0,0.9427947837976222,1.0,0.8933333333333333,0.9226573064449008,0.8894385254446611,0.4409641292430096,0.75,0.7938363115642528,0.5433020672966429
5415,Male,Caucasian,Male-Caucasian,1,1.0,0.3664943175361677,1.0,0.39111111111111113,0.6090779129071743,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
5222,Male,Hispanic,Male-Hispanic,0,1.0,0.30911652504361753,0.0,0.03,0.29171135216838523,0.17758997658770984,0.1598523339018872,0.1956521739130435,0.1908099457937035,0.1936270841657227
994,Male,African-American,Male-African-American,1,1.0,0.6685810862407902,1.0,0.59,0.8140887002294457,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
5259,Male,African-American,Male-African-American,1,1.0,0.5942771265303655,0.0,0.35,0.6273662673011464,0.8894385254446611,0.4409641292430096,0.75,0.7938363115642528,0.5433020672966429
5243,Male,Caucasian,Male-Caucasian,1,1.0,0.3839910062947108,1.0,0.545952380952381,0.3624052074837206,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
4003,Male,Hispanic,Male-Hispanic,0,1.0,0.39510391888051966,0.3333333333333333,0.38044158981115495,0.4371791760567481,0.2652030149045807,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329851
1770,Male,Other,Male-Other,1,1.0,0.5370460396610374,0.0,0.2794305555555555,0.6647721544287921,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
1788,Female,African-American,Female-African-American,0,1.0,0.3217434556594473,0.15384615384615385,0.1530205317128692,0.2694347103006627,0.2652030149045807,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329851
5517,Female,Caucasian,Female-Caucasian,0,1.0,0.15951054805492965,0.0,0.13033333333333336,0.17499329381483367,0.17758997658770984,0.1598523339018872,0.1956521739130435,0.1908099457937035,0.1936270841657227
2691,Male,African-American,Male-African-American,0,1.0,0.6221331204630111,1.0,0.41100000000000003,0.5866853616949699,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
175,Female,African-American,Female-African-American,0,1.0,0.24376212503915068,0.0,0.0325,0.24078246652857324,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
536,Male,African-American,Male-African-American,0,1.0,0.277049202005674,0.0,0.03,0.2111707872096938,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
5810,Female,Other,Female-Other,0,1.0,0.23982412811990814,0.0,0.0,0.22904954369370548,0.17758997592613562,0.1598523339018872,0.1956521739130435,0.1908099457937035,0.19362708416572316
2962,Male,Caucasian,Male-Caucasian,1,1.0,0.21762005607643514,0.0,0.48333333333333334,0.21466916788075638,0.17541025343652805,0.10655785718575718,0.17333333333333334,0.249973101692108,0.1787230674085552
5560,Male,African-American,Male-African-American,0,1.0,0.1797943009802297,0.0,0.26555555555555554,0.18840024658936033,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
4897,Female,Caucasian,Female-Caucasian,0,1.0,0.42675670383361525,0.11764705882352941,0.11987388965523631,0.36710601898030315,0.24728783196066845,0.3045558022659177,0.0,0.14095095591730594,0.35504001908612587
1631,Male,Caucasian,Male-Caucasian,0,1.0,0.6494343046354265,0.0,0.43,0.6426276699182826,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
2866,Female,Caucasian,Female-Caucasian,0,1.0,0.21083941889414443,1.0,0.8,0.24235960174572257,0.4205157787432997,0.21416450343051188,0.2857142857142857,0.38238754021598986,0.29008677041306835
5665,Male,African-American,Male-African-American,1,1.0,0.600468094914122,1.0,0.71,0.7951620636600034,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
1715,Male,African-American,Male-African-American,1,1.0,0.8416430402657508,1.0,0.79,0.9656620010122828,0.8000451397233838,0.5435700841605512,0.9333333333333333,0.9369738573782045,0.5572601584998746
1617,Male,Hispanic,Male-Hispanic,1,1.0,0.6011153222050274,0.0,0.6215,0.6472446881622749,0.24728783196066845,0.3045558022659177,0.0,0.14095095591730594,0.35504001908612515
2107,Male,Caucasian,Male-Caucasian,0,0.0,0.11083747859652536,0.0,0.065,0.1219927729961997,0.16427016163336616,0.16840213893795802,0.1956521739130435,0.13683127534504064,0.2341518735312995
3579,Male,Caucasian,Male-Caucasian,0,1.0,0.5073127444480837,1.0,0.5991666666666667,0.4268034474076482,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
428,Male,Other,Male-Other,0,3.0468905994058e-49,0.5562225947922633,0.0,0.44,0.5577107278769048,0.9922360207239235,0.4337479159239424,1.0,0.829896093285799,0.5854136731516774
1262,Male,Hispanic,Male-Hispanic,1,1.0,0.36776089688462493,0.09090909090909091,0.0767254534681005,0.40781148824034913,0.2652030149045807,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329851
1729,Male,African-American,Male-African-American,0,1.0,0.13607745536676594,0.0,0.0,0.20462673749696098,0.17541025343652805,0.10655785718575718,0.17333333333333334,0.249973101692108,0.1787230674085552
3596,Male,Hispanic,Male-Hispanic,0,1.0,0.2669417464068047,0.0,0.13925,0.24775872745660085,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
6036,Male,Caucasian,Male-Caucasian,1,0.00033184073025139236,0.2367595307482277,0.0,0.21,0.2856775349876612,0.17758997658770984,0.1598523339018872,0.1956521739130435,0.1908099457937035,0.1936270841657227
3355,Female,African-American,Female-African-American,1,1.0,0.5999478537143698,1.0,0.5324479458450047,0.8673188149507441,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
5032,Male,Hispanic,Male-Hispanic,0,1.2956101624046769e-98,0.07595519097585145,0.0,0.15,0.1219927729961997,0.05448032751191377,0.08140679632518884,0.23076923076923078,0.12680194364468972,0.1400259868124684
874,Male,African-American,Male-African-American,1,1.0,0.47923100586360745,1.0,0.6433333333333333,0.5483807555796213,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
2540,Male,African-American,Male-African-American,1,1.0,0.4268516944977541,0.0,0.09042857142857143,0.4238217594411469,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
2122,Male,Caucasian,Male-Caucasian,0,1.0,0.5062885085402385,0.0,0.24166666666666664,0.48303094118126744,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
1153,Male,Caucasian,Male-Caucasian,0,1.0,0.21659300645336918,0.0,0.3275,0.37431232074583537,0.4205157795265714,0.21416450343051188,0.2857142857142857,0.38238754021598986,0.29008677041307285
3225,Male,Hispanic,Male-Hispanic,0,1.0,0.3383564025367712,0.0,0.03,0.3527356538793754,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
4059,Male,Caucasian,Male-Caucasian,1,1.0,0.44662506876785396,0.0,0.2646428571428572,0.3560080236304093,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
4458,Female,African-American,Female-African-American,1,1.0,0.49314642809637416,0.0,0.3073333333333333,0.47535938341470746,0.4435849636082226,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.2429523309950078
393,Female,African-American,Female-African-American,1,1.0,0.6814934782316041,1.0,0.68,0.7724991602383289,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.42387001196063767
5724,Male,African-American,Male-African-American,0,1.0,0.6120537282979965,1.0,0.6340476190476191,0.6724414416972608,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
735,Female,Caucasian,Female-Caucasian,0,1.0,0.5584205566851904,1.0,0.7407142857142857,0.3472248991623057,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
3874,Female,African-American,Female-African-American,1,1.0,0.48132547891276495,0.0,0.35516666666666663,0.7583980584304085,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
5775,Male,Caucasian,Male-Caucasian,0,1.0,0.43927325129051153,0.2777777777777778,0.2723095107095779,0.4173538412594956,0.24728783196066845,0.3045558022659177,0.0,0.14095095591730594,0.35504001908612587
2350,Male,African-American,Male-African-American,0,1.0,0.6021536301387742,1.0,0.6,0.5979506787908611,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.36621138118457
4469,Female,African-American,Female-African-American,0,4.575972724495707e-112,0.10554353696481236,0.0,0.1,0.1219927729961997,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
3325,Male,Caucasian,Male-Caucasian,1,1.0,0.8840414331678225,1.0,0.9228571428571428,0.9999957878389253,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
2155,Male,African-American,Male-African-American,0,1.0,0.41617406172261656,0.0,0.26,0.45896959561738254,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
3738,Male,African-American,Male-African-American,1,1.0,0.41928263068964094,0.0,0.29416666666666663,0.45150067255925874,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
5731,Male,Caucasian,Male-Caucasian,0,1.0,0.45343257978763,0.0,0.1303333333333333,0.4971074509867917,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
2285,Male,Hispanic,Male-Hispanic,1,4.038412905778573e-309,0.08281143640027337,0.0,0.14700000000000002,0.1219927729961997,0.16427016163336616,0.16840213893795802,0.1956521739130435,0.13683127534504064,0.2341518735312995
2717,Male,African-American,Male-African-American,1,1.0,0.4662245612005097,1.0,0.32841269841269843,0.620052471917828,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
5389,Male,Caucasian,Male-Caucasian,1,1.0,0.5027069892366467,0.0,0.47,0.5633351124681558,0.8894385254446611,0.4409641292430096,0.75,0.7938363115642528,0.5433020672966429
1098,Male,African-American,Male-African-American,1,1.0,0.5878411553493105,0.0,0.36,0.6065534945144113,0.4205157795265714,0.21416450343051188,0.2857142857142857,0.38238754021598986,0.29008677041307285
2636,Male,African-American,Male-African-American,1,1.0,0.5361725475348507,1.0,0.9670000000000001,0.5397003516115931,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
3284,Male,Caucasian,Male-Caucasian,0,1.0,0.328652022224566,0.0,0.5925,0.28919386733876257,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
5887,Male,Caucasian,Male-Caucasian,0,1.0,0.30104491685759766,0.0,0.24874999999999997,0.262015563011778,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
850,Male,Hispanic,Male-Hispanic,0,1.0,0.12379330062108591,0.0,0.22,0.16102500977624762,0.05448032751191377,0.08140679632518884,0.23076923076923078,0.12680194364468972,0.1400259868124684
3978,Male,African-American,Male-African-American,1,1.0,0.4215815063171498,0.0,0.4008095238095237,0.28789384913914584,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
1564,Male,African-American,Male-African-American,0,1.0,0.5094487094758187,0.0,0.43311904761904757,0.5569983906328364,0.2652030149045807,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329851
1037,Male,Other,Male-Other,1,1.0,0.8819129435936495,0.0,0.86,0.9994468733158317,0.9986295302085829,0.7910245683848747,0.7058823529411765,0.9077043314872262,0.8268054513635138
373,Female,African-American,Female-African-American,0,1.0,0.36867736663922934,1.0,0.32083333333333336,0.3176581121637473,0.4205157795265714,0.21416450343051188,0.2857142857142857,0.38238754021598986,0.29008677041307285
375,Male,African-American,Male-African-American,0,1.0,0.28176041320983547,0.0,0.395,0.4283821485332388,0.44358496526070534,0.2038608929825668,0.3140495867768595,0.31154814800635194,0.24295233099501176
459,Male,African-American,Male-African-American,1,1.0,0.4386545044865471,1.0,0.7,0.5982957274536848,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
3129,Male,African-American,Male-African-American,1,1.0,0.37969321992128435,0.4,0.40022230306673023,0.44633189981377497,0.2652030149045807,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329851
3408,Male,Caucasian,Male-Caucasian,1,1.0,0.5366866359055122,1.0,0.725,0.6328047253174229,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
4038,Male,African-American,Male-African-American,0,1.0,0.4310882010858624,1.0,0.675,0.3975637999674376,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
5348,Male,African-American,Male-African-American,1,1.0,0.46746046384386125,1.0,0.77,0.5425018680375407,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
2111,Male,Caucasian,Male-Caucasian,0,1.0,0.12406604793513824,0.0,0.0,0.17132075118779033,0.05448032720748122,0.08140679632518884,0.23076923076923078,0.12680194364468972,0.14002598681246878
2394,Male,Hispanic,Male-Hispanic,0,1.0,0.4492471836730681,0.0,0.17366666666666666,0.37670602017301213,0.8983523557090347,0.42565939593594904,0.75,0.7472994218543755,0.4830177752042354
4590,Female,African-American,Female-African-American,1,1.0,0.47722583841107796,0.7777777777777778,0.7664650349650347,0.5742894869106276,0.24728783196066845,0.3045558022659177,0.0,0.14095095591730594,0.35504001908612587
606,Male,Caucasian,Male-Caucasian,1,1.2934895903798706e-33,0.08970178937930678,0.0,0.22366774891774888,0.1219927729961997,0.2652030158925389,0.2915166453414172,0.3411371237458194,0.33869017287128955,0.3018389816329844
518,Male,African-American,Male-African-American,1,1.3901218449828115e-66,0.46459582980846276,0.0,0.34738095238095235,0.29188174249519017,0.548102427402472,0.37081890300358067,0.0,0.47718786590775564,0.423870011960643
1675,Male,African-American,Male-African-American,1,1.0,0.3470949508834513,0.0,0.07,0.46374040338731753,0.17541025343652805,0.10655785718575718,0.17333333333333334,0.249973101692108,0.1787230674085552
4833,Male,African-American,Male-African-American,0,1.0,0.4526907631620767,1.0,0.42,0.45844134606376186,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
3412,Male,African-American,Male-African-American,0,1.0,0.6547421711044185,1.0,0.8581666666666666,0.5640255143664528,0.5712708201793477,0.3563966488551162,0.4519230769230769,0.44844608854437473,0.3662113811845751
3530,Male,African-American,Male-African-American,1,1.0,0.5723527100955365,1.0,0.47714285714285715,0.7033670746942027,0.24728783196066845,0.3045558022659177,0.0,0.14095095591730594,0.35504001908612515
391,Male,African-American,Male-African-American,1,1.0,0.9741423009477022,0.0,0.5725,0.9777938592318007,0.9922360207239235,0.4337479159239424,1.0,0.829896093285799,0.5854136731516774
