,Unnamed: 0,race,sex,race-sex,income-per-year,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
11,10961,0,0,3,0,0.2627704239860086,0.2883881111184418,0.1666666666666666,0.1730338672335575,0.2371999194084019,0.999983441265753,0.1980659805666892,1.0,0.45,0.0026712690041976
12,13295,0,0,3,0,0.0115616456894724,0.3647287656502649,0.0,0.0696410256410256,0.1015430356237989,0.0141324159000605,0.2949087779252182,0.0,0.09,0.0021411212594839
13,29438,0,1,1,0,0.0001809607525182,0.2315844361421187,0.0,0.03,0.0269120481655024,3.1672419520731085e-08,0.1548659315064282,0.0,0.06,0.0006984648526584
14,5173,1,0,5,0,0.0011045696061232,0.329377182009827,0.0,0.03,0.0810863210854951,0.045455715040434,0.2432425043997616,1.0,0.17,0.0031525950910761
15,14375,0,0,3,1,1.0,0.9892494216551332,1.0,0.94,0.9999999999847872,0.999999999999936,0.7008725335843728,1.0,0.3423333333333332,0.0041708774278792
16,27219,0,1,1,0,2.4961084622489964e-08,0.0351924827581517,0.0,0.0,0.0028492594815688,5.303976072921114e-06,0.0352160514783592,0.0,0.02,0.0002476722590209
17,24297,0,0,3,1,0.9056624670368792,0.4405896652421447,0.5,0.5660000000000001,0.5359393593673601,0.999999482440926,0.3548252197877776,1.0,0.1566666666666666,0.0066629005132016
18,15570,0,1,1,0,0.0147794976650097,0.2403342421810708,0.0,0.15,0.2446998911301957,0.446703464250016,0.2833037319406087,0.0,0.07,0.0021544575107342
19,19709,0,0,3,1,0.3679159550626213,0.2278124010829922,1.0,0.811047619047619,0.324733912364541,0.9999626978325092,0.2049166393974134,1.0,0.72,0.0024553515367375
20,24641,0,0,3,0,2.4970165848694688e-05,0.0547413495246098,0.0,0.0,0.0339490107871634,0.0006552124827486,0.0623204327229435,0.0,0.02,0.0006723831022096
21,28946,0,1,1,0,2.3581191810630402e-08,0.0258916344350646,0.0,0.0,0.0026445252507287,2.427840813477268e-13,0.0190533479935767,0.0,0.0,0.0001606721620284
22,8090,0,0,3,1,0.0488423533864392,0.2786320877138319,0.0,0.114,0.1259741314351799,0.9940126419605126,0.1827737799534594,0.0,0.11,0.0018272579637236
23,18604,0,0,3,0,0.0195651190755566,0.3421471624713278,0.0,0.01,0.1359711196812491,0.0239160740446993,0.2976720407233955,0.0,0.11,0.0021998789390348
24,26341,0,1,1,0,0.0062519907866561,0.068341829522716,0.0,0.1031428571428571,0.1521997456752557,0.9752787512492176,0.0630983229541616,0.0,0.0,0.0015392765054816
25,9049,0,0,3,0,0.9841018228677206,0.6910503363752464,0.0,0.53,0.5429434684015766,0.9999999774288996,0.5264891460798508,0.0,0.45,0.0077530112483175
26,7536,0,0,3,1,1.0,0.9930638008944328,1.0,0.97,0.9999999999860728,0.9999999999999928,0.773603870861957,0.0,0.53,0.0030586305857121
27,1525,0,0,3,1,0.994168900876716,0.6181451971235342,0.8333333333333334,0.8420458152958146,0.708528749679878,0.9999999589004682,0.4574627100688114,1.0,0.3138571428571428,0.0115908634017416
28,2573,0,0,3,0,2.6328258084717947e-10,0.04507014630407,0.0,0.0,0.0007860370424655,1.6627824139452146e-20,0.044486641159025,0.0,0.01,9.1545035997805e-05
29,11335,0,0,3,1,1.0,0.9582744955830642,1.0,0.99,0.9999999998932612,0.9999999999984226,0.4804078258479718,0.0,0.5266666666666666,0.001321431579136
30,20501,0,0,3,1,0.9082849320173532,0.4753825655707384,0.0,0.32,0.4775535977570306,0.9999999935514908,0.3918131255676195,0.0,0.42,0.0072743913009191
31,18908,0,0,3,0,5.717640071065079e-09,0.0317961949206717,0.0,0.01,0.0012776919337867,1.8275944881070278e-10,0.0647321249093727,0.0,0.04,0.0004867824025323
32,4454,0,0,3,0,0.1011907955021401,0.2198855756266193,0.0,0.0042857142857142,0.213767106388282,0.9979739066965474,0.2020429659734362,0.0,0.0195,0.001908556789628
33,25114,0,0,3,0,0.3195618220008211,0.4127898825075038,1.0,0.32,0.2782578861968309,0.999999308544294,0.2994141293054235,0.0,0.26,0.0030189585107129
34,1921,0,0,3,1,0.9951507143802392,0.5884186931587286,1.0,0.81,0.478223787524909,0.9999991853513188,0.4419190484161201,0.0,0.16,0.005922963713412
35,1703,0,0,3,0,0.0002988125665521,0.1065656931826532,0.0,0.2,0.0512317562722659,0.0048193433202047,0.0856364003113481,0.0,0.08,0.001220112093115
36,6307,0,1,1,0,0.0048551062140091,0.0694237039570679,0.0,0.03,0.1405635228590801,0.0011076921227925,0.1027130752927769,0.0,0.07,0.0016996129179104
37,14675,0,1,1,0,1.3781425398415874e-10,0.0213248476061943,0.0,0.0,0.0006931336126523,3.3705951503425836e-20,0.0145620177985501,0.0,0.0,6.160461432607225e-05
38,8995,3,0,4,0,0.0009160589776368,0.0926023529396191,0.0,0.17,0.0794973837879441,7.438769591817695e-06,0.1327787462699312,0.0,0.18,0.0018544488112017
39,11179,0,1,1,0,9.454894807084885e-06,0.0883093885625072,0.0,0.02,0.0169558986279707,0.0001332214309889,0.1028385568970773,0.0,0.02,0.0006647395485039
40,21291,1,1,6,0,4.717255115733899e-06,0.0439820043143525,0.0,0.1,0.0247079901494764,9.522512583546035e-11,0.0318912818528331,0.0,0.09,0.0009223978095274
41,23799,0,1,1,0,0.0001180780096628,0.1189948788121087,0.0,0.11,0.0379495195676373,7.058877655823306e-10,0.0910490344946646,0.0,0.05,0.0011139602522631
42,3064,0,1,1,0,7.428856537971817e-06,0.0534917747586241,0.0,0.0341666666666666,0.0180640421651849,1.6968643925677723e-08,0.050527016626853,0.0,0.03,0.0004806800307024
43,3585,0,0,3,0,1.7622857284208089e-06,0.0163411690646485,0.0,0.0,0.0116120326908307,0.0091882642149923,0.0173245989400313,0.0,0.0,0.0002933968040272
44,3292,0,1,1,0,6.081707679337197e-05,0.0265470578618567,0.0,0.0,0.0210107030445645,0.4116737278072996,0.0276640961961719,0.0,0.0,0.0005285695691104
45,25759,1,0,5,0,0.0038469233541001,0.3262361151435374,0.0,0.06,0.0347332347462288,0.0002643452686425,0.5975764684403115,0.0,0.14,0.0022504486879471
46,11604,0,0,3,1,0.9792008247518296,0.7310522240402465,0.0,0.1,0.4879790554184341,0.9999999981384208,0.49793280918719,0.0,0.1966666666666666,0.0111031155310337
47,25904,0,0,3,0,0.98339731276527,0.5948594118753138,0.0,0.64,0.4258826117239082,0.9999998923333407,0.4554620010783847,0.0,0.254,0.0063096298692999
48,21735,0,1,1,0,0.0072657927947682,0.1266738301541634,0.0,0.0,0.0563760121479567,0.9950247444736792,0.0910449037605167,0.0,0.01,0.0013093780588668
49,7885,0,0,3,0,0.7206958608901651,0.6084908356397856,0.0,0.0433333333333333,0.775520612930213,0.9999983465993862,0.3896845605748609,0.0,0.13,0.0228992190209702
50,12851,0,0,3,0,0.0374932605851695,0.4121325307615491,0.0,0.4425,0.1303941099661385,0.3817568642712141,0.3232862249838258,0.0,0.31,0.0018854631664556
51,5689,0,1,1,0,9.889981910470339e-11,0.0379585698256314,0.0,0.0,0.0005114755674942,7.672417182942511e-21,0.0283266766963897,0.0,0.0,5.7994885043798605e-05
52,8915,0,0,3,1,0.9999981699161852,0.7852178434810966,1.0,0.69,0.9864400851302288,0.9999999426843276,0.4845635468356711,0.0,0.365,0.0403268731222598
53,9613,0,0,3,0,9.056788140217196e-07,0.0470351978387059,0.0,0.02,0.0016541839186479,1.8816551020381143e-08,0.0613762159562378,0.0,0.04,0.0001898726158891
54,6108,0,0,3,1,0.985165050523783,0.6484083042904979,0.3333333333333333,0.2917045454545454,0.5620859070116249,0.9999999126496032,0.4347976984278185,1.0,0.1641587301587301,0.0094244321062894
55,12759,3,1,8,0,9.47664267612733e-06,0.1081772841828946,0.0,0.17,0.0228550773725121,1.2143230422592047e-10,0.0650872385894293,0.0,0.03,0.0007515112766119
56,16538,0,1,1,0,0.0004607905406084,0.1320370105525053,1.0,0.1325,0.0524004366776603,2.0571733750599346e-13,0.1262303313371148,0.0,0.15,0.0008957398311438
57,21368,0,0,3,0,0.9939155878536672,0.6220260377414807,0.5,0.5706666666666667,0.7035191892689275,0.9999999538979064,0.4561473039680013,0.0,0.2235,0.0114671868592289
58,6605,0,0,3,0,0.2264792182283209,0.4175356979376716,0.0,0.25,0.3580319959415254,0.4658189229972459,0.292667640098543,1.0,0.249,0.0035111482620555
59,10921,0,1,1,0,0.5162196839317768,0.2364686358137437,0.0,0.3535,0.2850896284562517,0.4639232413686719,0.3512027815700103,1.0,0.41,0.0047740157771099
60,14255,0,0,3,0,0.2464868816326618,0.2820101811745516,0.0,0.0466666666666666,0.1935359553091893,0.999977613998074,0.1858116268661378,0.0,0.3082142857142857,0.0028040240029456
61,24157,0,1,1,0,0.0001997287312907,0.0380325087106039,0.0,0.0,0.0609667219808594,0.9488041132149122,0.0717562759548425,0.0,0.0,0.0007705179941497
62,16223,0,0,3,1,0.0030137629550532,0.2409300736685448,0.0,0.355,0.1254463717451894,2.5037533694319106e-07,0.1435956165408306,0.0,0.204,0.0014529312202727
63,11644,0,1,1,0,0.999916252950916,0.5897361272071866,1.0,0.64,0.946717336828418,0.9999999923381891,0.3655830989442982,1.0,0.55,0.0454055737763277
64,12060,0,1,1,0,1.801845684776301e-07,0.0838276273411339,0.0,0.11,0.0103641295209723,2.5471529497639224e-16,0.0773190477426202,0.0,0.01,0.0001881962561827
65,1986,0,0,3,1,0.9999999999995456,0.8315165883899633,1.0,0.996,0.9999379795756616,0.9999995899690208,0.3918369157981887,0.0,0.19,0.025009098138801
66,8033,1,1,6,1,1.0,0.8115900551932616,1.0,0.79,0.999992872069515,0.9999999993584332,0.4666095028776599,1.0,0.26,0.0010578248769739
67,7799,0,0,3,0,2.6517140547257437e-05,0.0271739796427027,0.0,0.0,0.0306431628284134,0.7896785167074875,0.0320460110148834,0.0,0.02,0.0004300409592129
68,16388,0,0,3,1,0.99999999979571,0.8953979815634643,1.0,0.99,0.8785079306693131,0.99999999997695,0.5304040545986598,0.0,0.79,0.0115850969640015
69,1685,0,1,1,0,0.2853527238978709,0.1783149093875331,0.0,0.05,0.1612501174666926,0.999966606615844,0.1713344819295382,0.0,0.01,0.0027520588282569
70,951,0,0,3,0,0.0001195942997452,0.2041728971657416,0.0,0.0,0.0004366040288169,2.7544342504055847e-19,0.04124359807859,0.0,0.0,0.0001067843832303
71,11714,0,0,3,1,0.9999999999999964,0.6065589388461535,1.0,0.82,0.9999619864296658,0.9999988884475032,0.3854734731214685,0.0,0.45,0.0009959289502559
72,19215,0,1,1,0,2.456229010581852e-06,0.044749715650703,0.0,0.02,0.020193435480236,5.1360371144446766e-14,0.1087148855481693,0.0,0.01,0.000614384204845
73,682,0,1,1,1,1.0,0.766792005055007,1.0,0.99,0.9999999984705524,0.9999999999822292,0.1640116938236935,1.0,0.48,0.0007699273329706
74,21243,0,0,3,1,0.999324169504171,0.6179304766997451,1.0,0.88,0.6568483870352169,0.9999997473467452,0.4597375942638737,1.0,0.53,0.0125711908873407
75,877,1,1,6,0,1.375888780290366e-08,0.0337659894536425,0.0,0.0,0.0070847001368318,3.0172203418270846e-21,0.0725509267220915,0.0,0.06,0.0002626184876078
76,1714,3,0,4,1,0.8101667562023865,0.394031913689879,0.5,0.545,0.3577643300014317,0.999999988847499,0.2622907740245643,1.0,0.2466666666666666,0.0069491880181229
77,9684,0,0,3,0,5.5965143944321e-08,0.0672314732915576,0.0,0.01,0.0030295963512447,1.714098139989436e-12,0.122983832363364,0.0,0.0,0.0002368809029346
78,1896,0,0,3,0,7.069331059846037e-10,0.0242834300852189,0.0,0.0,0.0008221178141455,8.372611056157508e-20,0.0165252677410836,0.0,0.0,6.773440978549624e-05
79,3890,1,0,5,0,0.9939281128664796,0.1167223298013457,0.0,0.03,0.0044962651273616,0.9561071048401756,0.0315600173278225,0.0,0.03,0.0005635082434335
80,23911,0,0,3,0,0.4081212433426599,0.2045905217212767,0.0,0.47,0.2753401353677288,0.9999859760382156,0.1390767003905561,0.0,0.37,0.0042399673071682
81,16294,0,1,1,0,0.0001072398668187,0.1117939313780999,0.0,0.01,0.0108027013790418,1.506477193295084e-07,0.1158238737073023,0.0,0.03,0.0007063866164197
82,22620,0,0,3,1,0.9995785761051396,0.5679611692167281,1.0,0.49,0.7577708546501974,0.9999998585424124,0.3702492853424758,1.0,0.29,0.0033018498237159
83,24200,0,0,3,0,0.999910556186632,0.6404656927683481,0.6666666666666666,0.4705,0.7028260893714896,0.999999778921175,0.5048913894499314,0.0,0.3271428571428572,0.050715414986963
84,3693,0,0,3,0,0.9999999818384924,0.833144032745959,1.0,0.67,0.9947439416213976,0.9999998084611303,0.5864376752104208,1.0,0.32,0.0473493213749549
85,5514,3,0,4,0,0.0015406562653897,0.4004870621448937,0.0,0.11,0.0389744319174683,0.169825217068312,0.4447912510106097,1.0,0.16,0.0048148392453159
86,19763,0,0,3,1,0.9004338748259839,0.4875881691500558,1.0,0.145,0.4742103394147735,0.9999999768765736,0.3853542907709746,0.0,0.2725,0.0055857793990707
87,9452,0,1,1,0,0.0001119841999996,0.0571727544901312,0.0,0.01,0.0458748287977626,0.0031857753168246,0.0740109754223489,0.0,0.07,0.0008006056450275
88,24509,0,0,3,0,0.9737471165352536,0.6705982915967046,0.0,0.14,0.4627172427206717,0.9999998462600008,0.4315436561490472,1.0,0.11,0.0091744844317343
89,12073,0,0,3,0,1.4830272399770185e-06,0.0286117690390064,0.0,0.0,0.0084559480222237,0.0330931282177437,0.0349168901634367,0.0,0.0,0.0006561876357341
90,5987,0,1,1,0,6.477795076889572e-05,0.0256464847334462,0.0,0.0,0.0039575072051952,0.1380876723006622,0.0214362826928728,0.0,0.0,0.0004894003020502
91,1620,0,1,1,1,1.0,0.9970535434635266,1.0,0.92,1.0,0.9999999999934844,0.3079244593781883,0.0,0.28,0.001350233430414
92,22906,0,0,3,0,0.9588813769827368,0.7060396018351449,0.0,0.206,0.3238552090865695,0.9999996944498446,0.4844428088438251,0.0,0.0973333333333333,0.0049073306646082
93,28104,0,0,3,0,1.1882107961260783e-09,0.030167116220688,0.0,0.0,0.001156248180948,5.6988254819897255e-21,0.0268196293506916,0.0,0.0,0.0001207740060413
94,1831,0,0,3,0,0.2957106902796513,0.2689430203421519,0.0,0.2483333333333333,0.2211119241380703,0.9999818281214364,0.1866149572872763,0.0,0.45,0.0028345340341221
95,1190,0,0,3,0,0.995884002651674,0.5573137677768059,0.0,0.17,0.1236705267735066,0.9999503093749902,0.3271244766060692,0.0,0.09,0.0102073966234992
96,12725,0,0,3,0,0.1834104202884469,0.3090886808499026,0.125,0.1413656939465762,0.1726254982194942,0.9999733072432296,0.1959693528211721,0.0,0.4708070601569054,0.002599953536045
97,20367,0,0,3,1,0.9901355025602034,0.6524772825384206,1.0,0.9148636363636364,0.6557515914945531,0.9999999319324668,0.4528615032322018,0.0,0.2741666666666666,0.0111636733468592
98,3132,1,1,6,0,3.717259246015746e-06,0.0266000306269306,0.0,0.03,0.0148916402661374,0.0013855319025267,0.0259321006492088,0.0,0.08,0.0003405262738813
99,27595,0,0,3,0,0.990108390792227,0.5793905348833978,0.0,0.31,0.5290333840262907,0.999999907983242,0.436591474606939,0.0,0.24,0.0066577920392782
100,4175,0,1,1,0,0.0007694560294675,0.0513619109959455,0.0,0.004,0.0840491826310032,0.827103032976279,0.0424360641373792,0.0,0.0,0.0010927798589072
101,6000,0,1,1,0,5.2665938199478005e-06,0.0179575490927188,0.0,0.0,0.0096915764624603,0.0144018681245917,0.0186794167465813,0.0,0.0,0.0003170668697996
102,27163,0,0,3,0,0.7240332487207883,0.4541426762533427,1.0,0.585,0.218318945364127,0.9999975712876014,0.2890171212172808,1.0,0.37,0.004283467554861
103,11447,1,0,5,1,0.9998054733955788,0.6524924361902427,1.0,0.99,0.7420445253999939,0.9999999998992948,0.4293963596789825,1.0,0.5033333333333334,0.019692930188331
104,21944,0,0,3,0,1.212655461555218e-07,0.0511295505093207,0.0,0.0,0.0047223325118515,1.1755972807941488e-12,0.0376773928321163,0.0,0.0,0.0002087001771623
105,15730,0,0,3,1,1.0,0.854194362874702,1.0,0.89,0.9999999991638068,0.9999999890433884,0.2833987382996961,1.0,0.45,0.0008352399176902
106,9521,0,0,3,0,0.5687676106821951,0.4673100866175013,0.0,0.15,0.2857362460858231,0.9999886384598298,0.2856898507851004,0.0,0.04,0.0051043523061769
107,14244,0,0,3,0,9.455887348182316e-07,0.0256426644696845,0.0,0.07,0.0076888159378972,6.688861899693565e-12,0.0181017658640635,0.0,0.15,0.0003984186716293
108,22341,0,0,3,0,0.0179718871777863,0.3386048593487939,0.0,0.01,0.1258591386311959,0.0010780405064096,0.2808962595956173,1.0,0.11,0.002296180129491
109,23092,0,0,3,0,0.9584872531825862,0.5059632152228969,1.0,0.9054285714285716,0.5674854892260275,0.999999447815124,0.3842861812262079,1.0,0.37,0.0075753891204302
110,7711,0,0,3,1,0.9999994828398056,0.8581349977618296,1.0,0.65,0.9942198392337412,0.999999982927733,0.5590570784955492,0.0,0.2841666666666667,0.0627203727903129
111,4508,0,0,3,0,1.4616795698636492e-05,0.0399347590027884,0.0,0.01,0.016859213448227,0.1738787210086342,0.0389082756820881,0.0,0.01,0.0004159987891132
112,10836,4,0,9,0,2.7012519020326205e-11,0.041932930918594,0.0,0.0,0.0002797091202448,3.075568137775406e-25,0.0444133846405883,0.0,0.0,4.136940540419976e-05
113,7561,0,0,3,0,7.185000755140636e-09,0.0321098832745824,0.0,0.0,0.0025266308942551,5.45730781433156e-14,0.0235687975595604,0.0,0.0,0.0001455999220436
114,26508,0,0,3,0,5.341129209581202e-09,0.0198838650513391,0.0,0.0,0.0037092032058506,5.510052521746832e-19,0.0232115149130403,0.0,0.0,0.0001009350867556
115,432,0,0,3,0,0.3281176921841339,0.3752020079303029,0.0,0.0028571428571428,0.2920698891316671,0.999967565089713,0.2670061564324721,0.0,0.076,0.0031159564399257
116,1683,0,1,1,0,0.0001970549059598,0.0319092014969203,0.0,0.012,0.0726006175566446,8.441168995728908e-05,0.0519186340918517,0.0,0.0,0.000822995752561
117,17038,0,0,3,0,0.016688236422535,0.3496011401195376,0.0,0.1638095238095238,0.1235203220151548,0.0217852621943781,0.2971181955112347,0.0,0.18,0.002188000081392
118,1072,0,1,1,1,0.9999999988091356,0.7136538933814083,1.0,0.9,0.785175335145966,0.9999999991584828,0.3636110767174046,1.0,0.745,0.015567400721631
119,19061,0,0,3,1,0.2090394153177877,0.4121352169702764,0.0,0.0,0.1843228884282035,0.99998243438299,0.2463402573481043,0.0,0.06,0.0036556043084858
120,10727,0,0,3,1,0.8746678927612457,0.3066888849966023,1.0,0.64,0.4569696515591786,0.9999990008623758,0.2398060497205466,1.0,0.17,0.0059882982093689
121,17906,0,1,1,0,1.6276090040062172e-06,0.0241327147951641,0.0,0.0,0.0099771825989759,5.378680025011697e-05,0.0217856863296995,0.0,0.0,0.000332366987674
122,11697,1,0,5,0,0.0881798355797955,0.3327835313064753,0.0,0.0028571428571428,0.1174235580263613,0.9998799516323096,0.1985148329876038,0.0,0.14,0.0022638506291683
123,5421,0,0,3,0,0.0110459371899243,0.1873130660140998,0.0,0.13,0.2075396480269468,0.0315318507502543,0.1557451524250619,1.0,0.41,0.0014767979655768
124,16761,0,0,3,0,0.0020735794919736,0.0818454524529788,1.0,0.28,0.0529170315700909,0.9222938028561948,0.0605700948658253,0.0,0.05,0.0010079444911204
125,20570,0,0,3,0,0.0011903934353064,0.3860070882710071,0.0,0.0,0.0525320644270569,0.9853189702814226,0.2729843420719289,1.0,0.1116666666666666,0.0019182491503638
126,26120,0,0,3,0,0.8553322432165306,0.334707643024423,1.0,0.7929999999999999,0.4668369650013249,0.9999990051667256,0.2802640133738263,1.0,0.3316666666666666,0.0049073103994125
127,9920,0,0,3,1,0.3135399079818073,0.3790717321005326,0.0,0.01,0.2809702927086486,0.999961423035829,0.2659699220485831,0.0,0.07,0.0030824266302996
128,20912,0,1,1,1,0.9999999965958573,0.7979945826144978,1.0,0.97,0.8114500032911492,0.9999999976049594,0.4104248244280533,1.0,0.5,0.0145968134642583
129,3603,0,0,3,1,0.0018525030723111,0.0487986169840859,0.0,0.05,0.1014161931452551,0.926315439749504,0.0832057153015366,0.0,0.09,0.0013838884487252
130,22734,0,0,3,1,1.0,0.9953849541805436,1.0,1.0,0.9999999999946416,0.9999999999999928,0.7794984199446887,0.0,0.635,0.0026130981810263
131,5270,0,0,3,0,0.2145089704307338,0.3872510726499478,0.0,0.3624999999999999,0.1877367243099792,0.999937353764084,0.2503306489327139,0.0,0.12,0.0032180955760003
132,16234,0,0,3,0,0.2876723681484087,0.3924324776384088,0.0,0.2098571428571428,0.2222114741022598,0.9999844949539728,0.2468326891044964,0.0,0.0581428571428571,0.0036754215780201
133,4134,3,0,4,0,0.0193115248442574,0.4819696486188781,0.0,0.415,0.1232915316031505,1.6873524833113088e-06,0.3326526963894359,1.0,0.18,0.0019755052991004
134,12395,0,0,3,1,0.0162490554820616,0.0495071830578508,0.0,0.38,0.2456565809344809,0.9879999413886792,0.0517008134614865,0.5,0.14,0.0020130924067018
135,223,0,0,3,1,0.990918120000583,0.6216915291683092,0.5,0.4906666666666666,0.62831663724119,0.9999999382511452,0.4374049978740141,0.0,0.326,0.0096292367049612
136,27600,0,1,1,0,0.0003049468777573,0.0156036321477724,0.0,0.07,0.078040519664976,0.737007358213615,0.0279115331665834,0.0,0.02,0.0006196288437272
137,1524,0,0,3,0,0.9999998493599402,0.694020689368637,0.0,0.1026666666666666,0.1778096633136206,0.9999989995028816,0.2999919035672795,0.0,0.0966666666666666,0.0027650077441494
138,14661,0,0,3,0,9.265143777204322e-07,0.0398338543283232,0.0,0.06,0.0106574828903049,3.613012747682277e-16,0.1328709060379639,0.0,0.02,0.0005896665012171
139,845,0,0,3,0,0.6594815278180783,0.3876643896857406,0.0,0.09,0.197472507462585,0.9999988394980034,0.4438391039925617,0.0,0.42,0.0039374240641709
140,24132,0,0,3,0,0.4181421424091502,0.1053572563323866,1.0,0.345,0.431304885435139,0.9844115753291538,0.0872178838898477,0.0,0.1697619047619047,0.0011674490753593
141,21491,0,0,3,0,0.0427881321343347,0.4318876713247009,0.0,0.09,0.1058095044481086,0.0008252921695982,0.4348922485178077,0.0,0.155,0.0025662163716613
142,9926,0,0,3,0,2.531916887651257e-09,0.0119497766802027,0.0,0.01,0.0027084700094741,6.373845797608165e-19,0.0111271062268005,0.0,0.0,9.414382700735247e-05
143,21651,0,1,1,0,0.0001893529569358,0.0514042750906347,0.0,0.08,0.0363784659693693,2.8010670296000593e-09,0.0656869164673928,0.0,0.09,0.0005054570388916
144,22650,0,1,1,0,7.914597031563426e-07,0.0351783934755475,0.0,0.0,0.0188506985743499,1.5118760831471377e-10,0.0350998828272295,0.0,0.01,0.000294249015601
145,7258,0,0,3,1,0.9999968309169736,0.5716553113374734,1.0,0.62,0.4038337742206329,0.9999842340221752,0.1864531981489032,1.0,0.1177142857142857,0.0036733928276018
146,23433,0,1,1,1,0.9999999999394582,0.183070862959726,1.0,0.84,0.2046504145530352,0.9728553245639464,0.0362852293067393,0.0,0.225,0.0006639184997118
147,683,0,0,3,0,8.260908836239239e-07,0.0386206778316931,0.0,0.0,0.0109949651000158,2.4286150928998607e-12,0.0259783484760648,0.0,0.0,0.0003629080276703
148,27382,0,0,3,1,0.7886236967830839,0.3258951733116857,1.0,0.81,0.5956284311898061,0.9999964907002308,0.2730859537392974,1.0,0.3043333333333333,0.0054450944443295
149,27610,0,1,1,0,4.898621722963311e-05,0.0328209619960435,0.0,0.0,0.0573546862755949,0.1269559655529911,0.0527122514960144,0.0,0.0,0.0007519697828475
150,27390,0,0,3,0,0.0315334033744771,0.3124702468708947,0.1111111111111111,0.1060026501276501,0.1079403193193502,0.992868941328366,0.1928047627900706,0.0,0.21,0.0016941535291399
151,7331,0,0,3,0,1.4333450588968914e-05,0.0480247943642458,0.0,0.01,0.0235474739846424,0.0019036255436596,0.0534098348358453,0.0,0.01,0.0005758026025976
152,24979,0,1,1,1,0.0617332829150176,0.2247262555689133,1.0,0.17,0.1127349218167235,0.949917895816334,0.1815014345476995,1.0,0.1,0.002611326840639
153,468,0,0,3,0,0.9019435075833494,0.444653831912609,1.0,0.8000000000000002,0.529931463628301,0.9999994194445614,0.3536125843924082,0.0,0.2,0.0065914555399501
154,4180,0,1,1,0,8.702059164795494e-10,0.0247644080775694,0.0,0.0,0.0019818291097637,1.0323941164251149e-11,0.0257925422795901,0.0,0.01,0.0001529266592256
155,13858,0,1,1,1,8.036018539735984e-05,0.0244855476458096,0.0,0.11,0.0357960520505555,0.105520933280321,0.0354975573974078,0.0,0.02,0.0006766734322325
156,29361,0,1,1,0,4.53352822331915e-06,0.1047684131412294,0.0,0.07,0.0074534744877033,4.1452420790786314e-09,0.1394954739545401,0.0,0.03,0.0005135547044706
157,6522,0,0,3,0,0.919383873600838,0.416389786390653,0.3333333333333333,0.305611111111111,0.5469238427776044,0.99999954479198,0.3566476712388399,1.0,0.2216666666666666,0.0067715126663398
158,7217,0,1,1,0,7.976145439685647e-08,0.0293158983000084,0.0,0.0,0.004121151623828,8.9168440358874e-13,0.0197003136489531,0.0,0.0,0.0002373483812575
159,4629,0,0,3,0,0.8875488737985824,0.2992056317610492,1.0,0.57,0.523282253360856,0.9999992165363252,0.2785177803269958,1.0,0.22,0.005169878625994
